ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,refId_default,sfxVariationId,weight,basicPrice,sellValue,behaviorId,replaceItemId,sortId,appearanceReplaceItemId,yesNoDialogMessageId,useEnableSpEffectType,potGroupId,pad,iconId,modelId,shopLv,compTrophySedId,trophySeqId,maxNum,consumeHeroPoint,overDexterity,goodsType,refCategory,spEffectCategory,useItemConferBullets,goodsUseAnim,opmeMenuType,useLimitCategory,replaceCategory,reserve4,enable_live,enable_gray,enable_white,enable_black,enable_multi,disable_offline,isEquip,isConsume,isAutoEquip,isEstablishment,isOnlyOne,enableSparringGrounds,isDeposit,isDisableHand,isRemoveItem_forGameClear,isSuppleItem,isFullSuppleItem,isEnhance,isFixItem,enableVisualCodex,disableUseAtColiseum,disableUseAtOutOfColiseum,isEnableFastUseItem,isApplySpecialEffect,syncNumVaryId,refId_1,refVirtualWepId,vagrantItemLotId,carrySpEffectId,emptySpEffectId,castSfxId,fireSfxId,effectSfxId,enable_ActiveBigRune,isBonfireWarpItem,enable_Ladder,isUseMultiPlayPreparation,canMultiUse,isShieldEnchant,isWarpProhibited,isUseMultiPenaltyOnly,suppleType,autoReplenishType,isDrop,showLogCondType,isSummonHorse,showDialogCondType,isSleepCollectionItem,enableRiding,disableRiding,maxRepositoryNum,sortGroupId,isUseNoAttackRegion,pad1_old,saleValue,rarity,useLimitSummonBuddy,useLimitSpEffectType,aiUseJudgeId,consumeMP,consumeHP,reinforceGoodsId,reinforceMaterialId,reinforcePrice,useLevel_vowType0,useLevel_vowType1,useLevel_vowType2,useLevel_vowType3,useLevel_vowType4,useLevel_vowType5,useLevel_vowType6,useLevel_vowType7,useLevel_vowType8,useLevel_vowType9,useLevel_vowType10,useLevel_vowType11,useLevel_vowType12,useLevel_vowType13,useLevel_vowType14,useLevel_vowType15,useLevel,bagcraftMaxNum,bagcraftCategory,itemGetTutorialFlagId,characterInitId,itemConferBulletId,itemConferBulletId_1,sparringGroundsEventFlagId,level2RefId,level2RefId_1,level3RefId,level3RefId_1,level2_itemConferBulletId,level2_itemConferBulletId_1,level3_itemConferBulletId,level3_itemConferBulletId_1,bagcraftCategoryXp,fh_unknown_09c,fh_unknown_10,
64,,1,0,[0|0|0],-1,-1,0,0,1,0,-1,999999,-1,-1,0,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,-1,255,0,0,0,[0|0],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,255,1,0,1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,[0|0|0|0]
65,,1,0,[0|0|0],-1,-1,0,0,1,0,-1,999999,-1,-1,0,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,-1,255,0,0,0,[0|0],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,255,1,0,1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,[0|0|0|0]
66,,1,0,[0|0|0],-1,-1,0,0,1,0,-1,999999,-1,-1,0,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,-1,255,0,0,0,[0|0],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,255,1,0,1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,[0|0|0|0]
67,,1,0,[0|0|0],-1,-1,0,0,1,0,-1,999999,-1,-1,0,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,-1,255,0,0,0,[0|0],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,255,1,0,1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,[0|0|0|0]
68,,1,0,[0|0|0],-1,-1,0,0,1,0,-1,999999,-1,-1,0,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,-1,255,0,0,0,[0|0],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,255,1,0,1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,[0|0|0|0]
69,,1,0,[0|0|0],-1,-1,0,0,1,0,-1,999999,-1,-1,0,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,-1,255,0,0,0,[0|0],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,255,1,0,1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,[0|0|0|0]
300,[Common] Fire Pot,1,0,[0|0|0],10030000,5,0,0,-1,0,-1,2000,-1,-1,0,0,0,25,0,-1,-1,-1,2,0,50,0,1,0,-1,3,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,-1,830000,-1,-1,-1,300120,-1,-1,1,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,0,30,0,0,0,0,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,-1,-1,-1,0,13030000,-1,13030010,-1,-1,-1,-1,-1,20,1,[0|0|0|0]
320,[Common] Lightning Pot,1,0,[0|0|0],10032000,17,0,0,-1,0,-1,2060,-1,-1,0,0,0,28,0,-1,-1,-1,2,0,50,0,1,0,-1,3,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,-1,832000,-1,-1,-1,300170,-1,-1,1,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,0,30,0,0,0,0,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,-1,-1,-1,0,13032000,-1,13032050,-1,-1,-1,-1,-1,20,1,[0|0|0|0]
330,[Uncommon] Fetid Pot,1,0,[0|0|0],10033000,20,0,0,-1,0,-1,2110,-1,-1,0,0,0,30,0,-1,-1,-1,2,0,50,0,1,0,-1,3,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,-1,833000,-1,-1,-1,300190,-1,-1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,30,0,0,0,1,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,-1,-1,-1,0,13033000,-1,13033010,-1,-1,-1,-1,-1,20,1,[0|0|0|0]
340,[Uncommon] Swarm Pot,1,0,[0|0|0],10034000,5,0,0,-1,0,-1,2130,-1,-1,0,0,0,31,0,-1,-1,-1,2,0,50,0,1,0,-1,3,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,-1,834000,-1,-1,-1,300200,-1,-1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,30,0,0,0,1,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,-1,-1,-1,0,13034000,-1,13034010,-1,-1,-1,-1,-1,20,1,[0|0|0|0]
350,[Common] Holy Water Pot,1,0,[0|0|0],10035000,17,0,0,-1,0,-1,2080,-1,-1,0,0,0,32,0,-1,-1,-1,2,0,50,0,1,0,-1,42,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,-1,835000,-1,-1,-1,300180,-1,-1,1,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,0,30,0,0,0,0,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,-1,-1,-1,0,13035000,-1,13035010,-1,-1,-1,-1,-1,20,1,[0|0|0|0]
360,[Uncommon] Freezing Pot,1,0,[0|0|0],10036000,5,0,0,-1,0,-1,2140,-1,-1,0,0,0,560,0,-1,-1,-1,2,0,50,0,1,0,-1,3,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,-1,836000,-1,-1,-1,300160,-1,-1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,30,0,0,0,1,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,-1,-1,-1,0,13036000,-1,13036010,-1,-1,-1,-1,-1,20,1,[0|0|0|0]
370,[Uncommon] Poison Pot,1,0,[0|0|0],10037000,5,0,0,-1,0,-1,2100,-1,-1,0,0,0,561,0,-1,-1,-1,2,0,50,0,1,0,-1,3,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,-1,837000,-1,-1,-1,300240,-1,-1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,30,0,0,0,1,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,-1,-1,-1,0,13037000,-1,13037010,-1,-1,-1,-1,-1,20,0,[0|0|0|0]
390,[Common] Alluring Pot,1,0,[0|0|0],10039000,21,0,0,-1,0,-1,2190,-1,-1,0,0,0,86,0,-1,-1,-1,2,0,50,0,1,0,-1,42,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,-1,-1,-1,-1,-1,300350,-1,-1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,30,0,0,0,0,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,-1,-1,-1,0,13039000,-1,13039010,-1,-1,-1,-1,-1,20,0,[0|0|0|0]
391,[Common] Beastlure Pot,1,0,[0|0|0],10039100,21,0,0,-1,0,-1,2200,-1,-1,0,0,0,87,0,-1,-1,-1,2,0,50,0,1,0,-1,42,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,-1,-1,-1,-1,-1,300355,-1,-1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,30,0,0,0,0,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,-1,-1,-1,0,13039100,-1,13039110,-1,-1,-1,-1,-1,20,0,[0|0|0|0]
600,[Uncommon] Volcano Pot,1,0,[0|0|0],10060000,5,0,0,-1,0,-1,2160,-1,-1,0,0,0,585,0,-1,-1,-1,2,0,50,0,1,0,-1,42,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,-1,860000,-1,-1,-1,300130,-1,-1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,30,0,0,0,1,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,-1,-1,-1,0,13060000,-1,13060010,-1,-1,-1,-1,-1,20,1,[0|0|0|0]
640,[Uncommon] Sleep Pot,1,0,[0|0|0],10064000,-1,0,0,-1,0,-1,2150,-1,-1,0,0,0,213,0,-1,-1,-1,2,0,50,0,1,0,-1,42,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,-1,864000,-1,-1,-1,300210,-1,-1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,30,0,0,0,1,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,-1,-1,-1,0,13064000,-1,13064010,-1,-1,-1,-1,-1,20,0,[0|0|0|0]
650,[Uncommon] Rancor Pot,1,0,[0|0|0],10065000,17,0,0,-1,0,-1,2170,-1,-1,0,0,0,196,0,-1,-1,-1,2,0,50,0,1,0,-1,42,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,-1,865000,-1,-1,-1,300220,-1,-1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,30,0,0,0,1,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,-1,-1,-1,0,13065000,-1,13065010,-1,-1,-1,-1,-1,20,1,[0|0|0|0]
660,[Common] Magic Pot,1,0,[0|0|0],10066000,17,0,0,-1,0,-1,2040,-1,-1,0,0,0,197,0,-1,-1,-1,2,0,50,0,1,0,-1,42,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,-1,866000,-1,-1,-1,300230,-1,-1,1,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,0,30,0,0,0,0,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,-1,-1,-1,0,13066000,-1,13066010,-1,-1,-1,-1,-1,20,1,[0|0|0|0]
670,[Uncommon] Rot Pot,1,0,[0|0|0],10067000,5,0,0,-1,0,-1,2120,-1,-1,0,0,0,611,0,-1,-1,-1,2,0,50,0,1,0,-1,3,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,-1,867000,-1,-1,-1,300380,-1,-1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,30,0,0,0,1,0,609,10000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,-1,-1,-1,0,13067000,-1,13067010,-1,-1,-1,-1,-1,20,1,[0|0|0|0]
700,[Legendary] Wending Grace,0,0,[0|0|0],540150,65,0,0,50,0,-1,530,-1,-1,2099,0,0,680,0,-1,-1,-1,1,0,50,0,2,0,-1,45,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,540155,540156,302220,302221,-1,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,10,1,0,0,3,0,0,30000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,[0|0|0|0]
820,[Uncommon] Boiled Crab,1,0,[0|0|0],500820,12,0,0,50,0,-1,1240,-1,-1,0,0,0,638,0,-1,-1,-1,2,0,50,0,2,0,1,26,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,301350,-1,-1,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,20,1,0,0,1,0,609,30000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,-1,900503050,-1,0,708370,-1,708371,-1,900503051,-1,900503052,-1,20,0,[0|0|0|0]
830,[Common] Boiled Prawn,1,0,[0|0|0],500830,12,0,0,50,0,-1,1230,-1,-1,0,0,0,639,0,-1,-1,-1,2,0,50,0,2,0,1,26,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,301360,-1,-1,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,20,1,0,0,0,0,609,30000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,-1,900503060,-1,0,708380,-1,708381,-1,900503061,-1,900503062,-1,20,0,[0|0|0|0]
900,[Common] Neutralizing Boluses,1,0,[0|0|0],3060,12,0,0,100,0,-1,1000,-1,-1,0,0,0,43,0,-1,-1,-1,2,0,50,0,2,0,-1,0,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,301033,-1,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,20,1,0,0,0,0,609,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,-1,-1,-1,0,708450,-1,708455,-1,-1,-1,-1,-1,20,0,[0|0|0|0]
910,[Common] Stanching Boluses,1,0,[0|0|0],3050,11,0,0,100,0,-1,1020,-1,-1,0,0,0,44,0,-1,-1,-1,2,0,50,0,2,0,-1,0,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,301031,-1,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,20,1,0,0,0,0,609,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,-1,-1,-1,0,708430,-1,708435,-1,-1,-1,-1,-1,20,0,[0|0|0|0]
920,[Common] Thawfrost Boluses,1,0,[0|0|0],3092,12,0,0,100,0,-1,1030,-1,-1,0,0,0,45,0,-1,-1,-1,2,0,50,0,2,0,-1,0,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,301039,-1,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,20,1,0,0,0,0,609,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,-1,-1,-1,0,708490,-1,708495,-1,-1,-1,-1,-1,20,0,[0|0|0|0]
