ID,Name,textId,filterCategory,conditionalValue,displayEventFlag,endPadding,
20240,[Armament-specific] Glintstone Staff,60120,20,81,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
20250,[Armament-specific] Sacred Seal,60130,20,82,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
20260,[Armament-specific] Greatbow,60110,20,74,6043,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
20270,[Armament-specific] Crossbow,60115,20,75,6043,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
20280,[Armament-specific] Ballista,60117,20,76,6043,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
20300,[Armament-specific] Small Shield,60140,20,78,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
20310,[Armament-specific] Medium Shield,60145,20,79,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
20320,[Armament-specific] Greatshield,60150,20,80,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30000,[General] Attributes,136110,30,100,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30010,[General] Character Skills / Ultimate Arts,136112,30,102,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30020,[General] Attack Power,136111,30,101,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30030,[General] Sorceries / Incantations,136117,30,103,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30040,[General] Damage Negation,136113,30,104,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30050,[General] Status Ailment Resistances,136114,30,105,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30060,[General] Restoration,136115,30,106,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30070,[General] Actions,136116,30,107,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30080,[General] Starting Armaments (Skill),136118,30,108,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30090,[General] Starting Armaments (Imbue),136119,30,109,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30100,[General] Starting Armaments (Spell),136127,30,110,6951,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30110,[General] Starting Item,136120,30,111,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30120,[General] Starting Item (Tear),136121,30,112,131,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30130,[General] Environment,136122,30,113,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30140,[General] Team members,136123,30,114,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
40000,[Demerits] Demerits (Attributes),136124,40,40000,131,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
40010,[Demerits] Demerits (Damage Negation),136125,40,40010,131,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
40020,[Demerits] Demerits (Action),136126,40,40020,131,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
100000,,-1,-1,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
