ID,Name,actionEnableMsgId,actionFailedMsgId,spQualifiedPassEventFlag,playerAnimId,chrAnimId,validDist,spQualifiedId_old,spQualifiedId2_old,objDummyId,isEventKickSync,objAnimId,validPlayerAngle,spQualifiedType,spQualifiedType2,validObjAngle,chrSorbType,eventKickTiming,pad1,actionButtonParamId,enableTreasureDelaySec,preActionSfxDmypolyId,preActionSfxId,pad2_old,
99095,,10010400,-1,0,60070,7521,70,0,0,90,0,0,60,0,0,60,1,1,[0|0],4313,0.3,90,807035,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
99096,,10010400,-1,0,60070,7521,70,0,0,90,0,0,60,0,0,60,1,1,[0|0],4311,0.3,90,807037,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
99097,,10010400,-1,0,60070,7521,70,0,0,90,0,0,60,0,0,60,1,1,[0|0],4305,0.3,90,807038,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
99098,,0,-1,0,60070,7521,70,0,0,90,0,0,60,0,0,60,1,1,[0|0],107800,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
99099,,0,-1,0,60070,7521,70,0,0,90,0,0,60,0,0,60,1,1,[0|0],107801,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
99377,,10010400,-1,0,0,7521,70,0,0,90,0,0,60,0,0,60,1,1,[0|0],8030,0,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
99635,,10010400,-1,0,0,7521,70,0,0,90,0,0,60,0,0,60,1,1,[0|0],8020,0.3,90,6102,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
196300,,10010400,-1,0,0,7521,70,0,0,90,0,101000,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
196301,,10010400,-1,0,0,7521,70,0,0,90,0,101001,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
196302,,10010400,-1,0,0,7521,70,0,0,90,0,101002,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
196303,,10010400,-1,0,0,7521,70,0,0,90,0,101003,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
196310,,10010400,-1,0,0,7521,70,0,0,90,0,101010,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
196311,,10010400,-1,0,0,7521,70,0,0,90,0,101011,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
196312,,10010400,-1,0,0,7521,70,0,0,90,0,101012,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
196320,,10010400,-1,0,0,7521,70,0,0,90,0,101020,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
196321,,10010400,-1,0,0,7521,70,0,0,90,0,101021,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
196322,,10010400,-1,0,0,7521,70,0,0,90,0,101022,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
196330,,10010400,-1,0,0,7521,70,0,0,90,0,101030,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
196331,,10010400,-1,0,0,7521,70,0,0,90,0,101031,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
196332,,10010400,-1,0,0,7521,70,0,0,90,0,101032,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
196340,,10010400,-1,0,0,7521,70,0,0,90,0,101040,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
196341,,10010400,-1,0,0,7521,70,0,0,90,0,101041,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
196342,,10010400,-1,0,0,7521,70,0,0,90,0,101042,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
296300,,10010400,-1,0,0,7521,70,0,0,90,0,101080,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
296301,,10010400,-1,0,0,7521,70,0,0,90,0,101081,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
296302,,10010400,-1,0,0,7521,70,0,0,90,0,101082,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
296303,,10010400,-1,0,0,7521,70,0,0,90,0,101083,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
296304,,10010400,-1,0,0,7521,70,0,0,90,0,101084,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
296305,,10010400,-1,0,0,7521,70,0,0,90,0,101085,60,0,0,60,1,1,[0|0],107900,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
599910,,10010400,-1,0,0,7521,70,0,0,90,0,0,60,0,0,60,1,1,[0|0],4500,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
599915,,10010400,-1,0,0,7521,70,0,0,90,0,0,60,0,0,60,1,1,[0|0],4501,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
599920,,10010400,-1,0,0,7521,70,0,0,90,0,0,60,0,0,60,1,1,[0|0],4502,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1599910,,10010400,-1,0,0,7521,70,0,0,90,0,0,60,0,0,60,1,1,[0|0],4500,0.3,90,6102,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1599915,,10010400,-1,0,0,7521,70,0,0,90,0,0,60,0,0,60,1,1,[0|0],4501,0.3,90,6102,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1599920,,10010400,-1,0,0,7521,70,0,0,90,0,0,60,0,0,60,1,1,[0|0],4502,0.3,90,6102,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
