ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,menuType,triggerType,repeatType,pad1,imageId,pad2,unlockEventFlagId,textId,displayMinTime,displayTime,tutorialCategoryId,unknown_1b,unknown_2,unknown_3,unknown_4,pad3,
1095,[Tutorial] Wall Jump,1,0,[0|0|0],101,0,0,0,2001,[0|0],9856,201250,1,9.5,255,0,255,0,0,[0|0|0|0]
1100,[Tutorial] Using Items,1,0,[0|0|0],1,0,0,0,0,[0|0],9860,101270,1,15,255,0,255,0,0,[0|0|0|0]
1120,[Handbook] Skills,1,0,[0|0|0],101,0,0,7,2002,[0|0],9870,302430,1,4.5,120,0,430,0,0,[0|0|0|0]
1125,[Tutorial] Activating and Switching Skills,1,0,[0|0|0],1,0,0,0,0,[0|0],9875,201105,1,15,255,0,255,0,0,[0|0|0|0]
1130,[Tutorial] Character Skills (Large),1,0,[0|0|0],101,0,0,0,2003,[0|0],9880,101280,1,4.5,255,0,255,0,0,[0|0|0|0]
1135,[Tutorial] Character Skills,1,0,[0|0|0],1,0,0,0,0,[0|0],9885,101285,1,15,255,0,255,0,0,[0|0|0|0]
1140,[Guide] Rescuing from Near Death,1,0,[0|0|0],101,0,0,3,2005,[0|0],9890,101290,1,4.5,10,0,1010,0,0,[0|0|0|0]
1145,[Tutorial] Rescuing from Near Death,1,0,[0|0|0],1,0,0,0,0,[0|0],9895,101295,1,60,255,0,255,0,0,[0|0|0|0]
1150,[Guide] Death and Revival,1,0,[0|0|0],100,0,0,3,5,[0|0],9900,101300,1,4.5,10,0,1011,0,0,[0|0|0|0]
1160,[Tutorial] Ultimate Arts,1,0,[0|0|0],101,0,0,0,2004,[0|0],9905,101310,1,4.5,255,0,255,0,0,[0|0|0|0]
1165,[Tutorial] Ultimate Arts,1,0,[0|0|0],1,0,0,0,0,[0|0],9910,101315,1,10,255,0,255,0,0,[0|0|0|0]
1170,[Tutorial] Near Death,1,0,[0|0|0],100,0,0,0,4,[0|0],9915,101320,1,4.5,255,0,255,0,0,[0|0|0|0]
1180,[Guide] Sites of Grace,1,0,[0|0|0],100,0,0,3,7,[0|0],9920,301020,1,4.5,10,0,1020,0,0,[0|0|0|0]
1190,[Guide] Using the Map,1,0,[0|0|0],101,0,0,3,2000,[0|0],9925,201020,1,4.5,20,0,1100,0,0,[0|0|0|0]
1195,[Tutorial] Using the Map,1,0,[0|0|0],1,0,0,0,0,[0|0],9930,201025,1,3,255,0,255,0,0,[0|0|0|0]
1200,[Guide] Night's Tide,1,0,[0|0|0],110,0,3,3,0,[0|0],0,201111,1,4.5,10,0,1015,0,0,[0|0|0|0]
1205,[Tutorial] Night's Tide,1,0,[0|0|0],1,0,2,0,0,[0|0],9935,201110,1,4.5,255,0,255,0,0,[0|0|0|0]
1210,[Guide] Rarity and Passive Effects,1,0,[0|0|0],100,0,0,3,10,[0|0],9940,201120,1,4.5,10,0,1050,0,0,[0|0|0|0]
1215,[Tutorial] Changing Equipment,1,0,[0|0|0],1,0,0,0,0,[0|0],9945,101330,1,10,255,0,255,0,0,[0|0|0|0]
1220,[Tutorial] Pins,1,0,[0|0|0],1,0,0,0,0,[0|0],9950,403360,1,10,255,0,255,0,0,[0|0|0|0]
1900,[Guide] Roundtable Hold,0,0,[0|0|0],100,0,1,1,100,[0|0],0,301900,1,3,30,0,10100,0,0,[0|0|0|0]
1905,[Guide] Sparring Grounds,1,0,[0|0|0],100,0,1,1,102,[0|0],0,301905,1,3,30,0,10700,0,0,[0|0|0|0]
1920,[Guide] The Deep of Night,0,0,[0|0|0],100,0,1,1,350,[0|0],0,301920,1,3,30,0,10152,0,0,[0|0|0|0]
1930,[Guide] Change Garb,0,0,[0|0|0],100,0,1,1,107,[0|0],0,301930,1,3,30,0,10250,0,0,[0|0|0|0]
1940,[Guide] Relic Rites,1,0,[0|0|0],100,0,1,1,103,[0|0],0,301940,1,3,30,0,10300,0,0,[0|0|0|0]
1950,[Guide] Depths Relics,0,0,[0|0|0],100,0,1,1,351,[0|0],0,301950,1,3,30,0,10310,0,0,[0|0|0|0]
1960,[Guide] New Character: The Duchess,0,0,[0|0|0],100,0,1,1,105,[0|0],0,301960,1,3,30,0,10210,0,0,[0|0|0|0]
1970,[Guide] New Character: The Revenant,0,0,[0|0|0],100,0,1,1,106,[0|0],0,301970,1,3,30,0,10211,0,0,[0|0|0|0]
1980,[Guide] When the Earth Shifts,0,0,[0|0|0],100,0,1,1,104,[0|0],0,301980,1,3,20,0,1169,0,0,[0|0|0|0]
2000,[Guide] Partial Remembrances,0,0,[0|0|0],100,0,1,1,330,[0|0],0,302000,1,3,30,0,10501,0,0,[0|0|0|0]
2010,[Guide] Realm of Remembrance,0,0,[0|0|0],100,0,1,1,331,[0|0],0,302010,1,3,30,0,10502,0,0,[0|0|0|0]
2020,[Guide] Concluding Remembrances,0,0,[0|0|0],100,0,1,1,332,[0|0],0,302020,1,3,30,0,10503,0,0,[0|0|0|0]
2030,[Guide] Personal Objectives,0,0,[0|0|0],100,0,1,1,333,[0|0],0,302030,1,3,30,0,10504,0,0,[0|0|0|0]
2040,[Guide] The World After Finishing the Game,0,0,[0|0|0],100,0,1,1,334,[0|0],0,302040,1,3,30,0,10110,0,0,[0|0|0|0]
2060,[Guide] Sovereign Sigil,0,0,[0|0|0],100,0,1,1,336,[0|0],0,302060,1,3,10,0,1003,0,0,[0|0|0|0]
2070,[Guide] Helpful Hints,0,0,[0|0|0],100,0,1,1,337,[0|0],0,302070,1,3,30,0,10405,0,0,[0|0|0|0]
2100,[Guide] New Character: The Scholar,0,0,[0|0|0],100,0,1,1,360,[0|0],0,302100,1,3,30,0,10212,0,0,[0|0|0|0]
2110,[Guide] New Character: The Undertaker,0,0,[0|0|0],100,0,1,1,361,[0|0],0,302110,1,3,30,0,10213,0,0,[0|0|0|0]
2520,[Handbook] Guard Counters,1,0,[0|0|0],101,0,3,7,2200,[0|0],0,252520,1,3,120,0,431,0,0,[0|0|0|0]
2570,[Handbook] Sorceries and Incantations,1,0,[0|0|0],110,0,3,7,200,[0|0],0,252570,1,3,120,0,402,0,0,[0|0|0|0]
2571,[Tutorial] Sorceries and Incantations (Sparring Grounds),1,0,[0|0|0],100,0,1,0,200,[0|0],0,252570,1,3,255,0,255,0,0,[0|0|0|0]
2580,[Handbook] Bows,1,0,[0|0|0],101,0,3,7,2202,[0|0],0,252580,1,3,120,0,401,0,0,[0|0|0|0]
2581,[Tutorial] Bows (Sparring Grounds),1,0,[0|0|0],101,0,1,0,2202,[0|0],0,252580,1,3,255,0,255,0,0,[0|0|0|0]
2590,[Guide] Nearby Item Shortcuts,1,0,[0|0|0],110,0,3,3,305,[0|0],0,252590,1,3,10,0,1055,0,0,[0|0|0|0]
2591,[Handbook] Using Items,1,0,[0|0|0],101,0,3,7,2205,[0|0],0,101275,1,3,110,0,301,0,0,[0|0|0|0]
2595,[Handbook] Wielding Armaments,1,0,[0|0|0],110,0,3,7,1,[0|0],0,201100,1,3,110,0,310,0,0,[0|0|0|0]
2600,[Handbook] Stance-Breaking,1,0,[0|0|0],101,0,3,7,2203,[0|0],0,252600,1,3,120,0,432,0,0,[0|0|0|0]
2610,[Handbook] Status Ailments,1,0,[0|0|0],110,0,3,7,208,[0|0],0,252610,1,3,120,0,502,0,0,[0|0|0|0]
2620,[Handbook] Attack Affinities,1,0,[0|0|0],110,0,3,7,300,[0|0],0,252620,1,3,120,0,501,0,0,[0|0|0|0]
2640,[Handbook] HP,1,0,[0|0|0],110,0,3,7,202,[0|0],0,252640,1,3,110,0,101,0,0,[0|0|0|0]
2650,[Handbook] Stamina,1,0,[0|0|0],110,0,3,7,203,[0|0],0,252650,1,3,110,0,103,0,0,[0|0|0|0]
2660,[Handbook] FP,1,0,[0|0|0],110,0,3,7,204,[0|0],0,252660,1,3,110,0,102,0,0,[0|0|0|0]
2670,[Handbook] Attributes,1,0,[0|0|0],110,0,3,7,207,[0|0],0,252670,1,3,120,0,500,0,0,[0|0|0|0]
2680,[Handbook] Passive Abilities,1,0,[0|0|0],110,0,3,7,205,[0|0],0,252680,1,3,120,0,420,0,0,[0|0|0|0]
2681,[Handbook] Character Skills,1,0,[0|0|0],101,0,3,7,2003,[0|0],0,252760,1,4.5,120,0,421,0,0,[0|0|0|0]
2682,[Handbook] Ultimate Arts,1,0,[0|0|0],101,0,3,7,2004,[0|0],0,252770,1,4.5,120,0,422,0,0,[0|0|0|0]
2690,[Handbook] Movement,1,0,[0|0|0],101,0,3,7,2206,[0|0],0,252690,1,3,110,0,200,0,0,[0|0|0|0]
2700,[Handbook] The Camera,1,0,[0|0|0],101,0,3,7,2207,[0|0],0,252700,1,3,110,0,210,0,0,[0|0|0|0]
2710,[Handbook] Jumping,1,0,[0|0|0],101,0,3,7,2208,[0|0],0,252710,1,3,110,0,220,0,0,[0|0|0|0]
2720,[Handbook] The Sacred Flask,1,0,[0|0|0],110,0,3,7,201,[0|0],0,252720,1,3,110,0,300,0,0,[0|0|0|0]
2730,[Handbook] Attacking,1,0,[0|0|0],101,0,3,7,2209,[0|0],0,252730,1,3,120,0,400,0,0,[0|0|0|0]
2740,[Handbook] Dodging,1,0,[0|0|0],101,0,3,7,2210,[0|0],0,252740,1,3,120,0,411,0,0,[0|0|0|0]
2750,[Handbook] Guarding,1,0,[0|0|0],101,0,3,7,2211,[0|0],0,252750,1,3,120,0,410,0,0,[0|0|0|0]
2900,[Handbook] Magic Cocktail: Single,1,0,[0|0|0],101,0,3,7,2204,[0|0],0,252900,1,3,140,0,601,0,0,[0|0|0|0]
2903,[Handbook] Magic Cocktail: Double 1,1,0,[0|0|0],101,0,3,7,2204,[0|0],0,252903,1,3,140,0,602,0,0,[0|0|0|0]
2904,[Handbook] Magic Cocktail: Double 2,1,0,[0|0|0],101,0,3,7,2204,[0|0],0,252904,1,3,140,0,603,0,0,[0|0|0|0]
2907,[Handbook] Magic Cocktail: Mixed,1,0,[0|0|0],101,0,3,7,2204,[0|0],0,252907,1,3,140,0,604,0,0,[0|0|0|0]
2910,[Handbook] Analyse,1,0,[0|0|0],101,0,3,5,2212,[0|0],0,252910,1,3,140,0,610,0,0,[0|0|0|0]
3000,[Guide] Equipment Menu,1,0,[0|0|0],100,1,1,3,0,[0|0],9940,402020,1,3,10,0,1051,0,0,[0|0|0|0]
3010,[Guide] Status Menu,1,0,[0|0|0],100,2,1,3,0,[0|0],9940,402030,1,3,10,0,1052,0,0,[0|0|0|0]
3030,[Guide] Level Up Menu,1,0,[0|0|0],100,4,1,3,0,[0|0],6001,402200,1,3,10,0,1021,0,0,[0|0|0|0]
3040,[Guide] Shops,1,0,[0|0|0],110,5,1,3,301,[0|0],6000,402300,1,3,20,0,1140,0,0,[0|0|0|0]
3050,[Guide] Strengthen Armament Menu,1,0,[0|0|0],110,0,1,3,302,[0|0],6000,402390,1,3,20,0,1141,0,0,[0|0|0|0]
3060,[Guide] Special Smithing Table,0,0,[0|0|0],110,0,1,3,0,[0|0],6000,402395,1,3,20,0,1151,0,0,[0|0|0|0]
3070,[Guide] Expeditions,0,0,[0|0|0],100,8,1,1,314,[0|0],2000,403020,1,3,30,0,10150,0,0,[0|0|0|0]
3080,[Guide] Character Selection,0,0,[0|0|0],100,9,1,1,315,[0|0],2000,403031,1,3,30,0,10200,0,0,[0|0|0|0]
3090,[Guide] Change Garb Menu,0,0,[0|0|0],100,10,1,1,0,[0|0],6001,403040,1,3,30,0,10251,0,0,[0|0|0|0]
3100,[Guide] Relic Rites Menu,0,0,[0|0|0],100,11,1,1,0,[0|0],2000,403050,1,3,30,0,10301,0,0,[0|0|0|0]
3110,[Guide] Visual Codex Menu,0,0,[0|0|0],100,12,1,1,319,[0|0],2000,403060,1,3,30,0,10400,0,0,[0|0|0|0]
3120,[Guide] Journal,0,0,[0|0|0],100,13,1,1,0,[0|0],0,403070,1,3,30,0,10500,0,0,[0|0|0|0]
3130,[Guide] Small Jar Bazaar,0,0,[0|0|0],100,14,1,1,320,[0|0],10001915,403080,1,3,30,0,10600,0,0,[0|0|0|0]
3180,[Guide] Map Menu,1,0,[0|0|0],100,19,1,3,308,[0|0],9925,402100,1,3,20,0,1101,0,0,[0|0|0|0]
3190,[Guide] Map: Key Locations [1],1,0,[0|0|0],110,0,3,3,0,[0|0],0,403190,1,3,20,0,1105,0,0,[0|0|0|0]
3191,[Guide] Map: Key Locations [2],1,0,[0|0|0],110,0,3,3,0,[0|0],0,403200,1,3,20,0,1106,0,0,[0|0|0|0]
3192,[Guide] Map: Key Locations [3],1,0,[0|0|0],110,0,3,3,0,[0|0],0,403210,1,3,20,0,1107,0,0,[0|0|0|0]
3193,[Guide] Map: Key Locations [4],1,0,[0|0|0],110,0,3,1,0,[0|0],0,403240,1,3,20,0,1108,0,0,[0|0|0|0]
3194,[Guide] Map: Key Locations [5],1,0,[0|0|0],110,0,3,1,0,[0|0],0,403250,1,3,20,0,1109,0,0,[0|0|0|0]
3200,[Guide] Map: Environmental Information,1,0,[0|0|0],110,0,3,3,0,[0|0],0,403220,1,3,20,0,1110,0,0,[0|0|0|0]
3201,[Guide] Map: Other Information,1,0,[0|0|0],110,0,3,3,0,[0|0],0,403230,1,3,20,0,1111,0,0,[0|0|0|0]
3210,[Guide] Map: Finding Armaments and Items,1,0,[0|0|0],110,0,3,3,0,[0|0],0,403145,1,3,20,0,1115,0,0,[0|0|0|0]
3211,[Guide] Map: Finding Armaments and Items [2],1,0,[0|0|0],110,0,3,1,0,[0|0],0,403147,1,3,20,0,1116,0,0,[0|0|0|0]
3220,[Guide] Sparring Equipment Menu,1,0,[0|0|0],100,15,1,1,321,[0|0],6001,403091,1,3,30,0,10701,0,0,[0|0|0|0]
3230,[Guide] Sparring Settings Menu,1,0,[0|0|0],100,20,1,1,0,[0|0],6001,403092,1,3,30,0,10702,0,0,[0|0|0|0]
3250,[Guide] Armament Replication Menu,0,0,[0|0|0],110,0,3,3,309,[0|0],0,403170,1,3,20,0,1150,0,0,[0|0|0|0]
3260,[Guide] Victor's Record Menu ,0,0,[0|0|0],110,0,3,3,323,[0|0],0,403180,1,3,30,0,10800,0,0,[0|0|0|0]
3270,[Guide] Gestures,0,0,[0|0|0],110,0,3,3,307,[0|0],0,403370,1,3,10,0,1070,0,0,[0|0|0|0]
3280,[Guide] Runes and Murk,0,0,[0|0|0],110,0,3,3,304,[0|0],0,403380,1,3,10,0,1000,0,0,[0|0|0|0]
3290,[Guide] Cataclysms,0,0,[0|0|0],110,0,3,3,324,[0|0],0,403390,1,3,20,0,1165,0,0,[0|0|0|0]
3300,[Guide] Item Pins,1,0,[0|0|0],101,0,3,3,2300,[0|0],0,403300,1,3,20,0,1130,0,0,[0|0|0|0]
3310,[Guide] Material Effects,1,0,[0|0|0],101,0,3,3,2301,[0|0],0,403310,1,3,20,0,1160,0,0,[0|0|0|0]
3320,[Guide] Ties to Other Worlds,1,0,[0|0|0],110,0,3,3,306,[0|0],0,403320,1,3,10,0,1060,0,0,[0|0|0|0]
3340,[Guide] Map: Show Tunnel,1,0,[0|0|0],101,0,3,3,2302,[0|0],0,403340,1,3,20,0,1120,0,0,[0|0|0|0]
3350,[Guide] Using Pins,1,0,[0|0|0],101,0,3,3,2303,[0|0],0,101340,1,3,20,0,1131,0,0,[0|0|0|0]
3400,[Guide] Shifting Earth: Rotted Woods,0,0,[0|0|0],100,0,1,1,312,[0|0],0,403400,1,3,20,0,1172,0,0,[0|0|0|0]
3410,[Guide] Shifting Earth: Noklateo- the Shrouded City,0,0,[0|0|0],100,0,1,1,313,[0|0],0,403410,1,3,20,0,1173,0,0,[0|0|0|0]
3420,[Guide] Shifting Earth: Mountaintop,0,0,[0|0|0],100,0,1,1,311,[0|0],0,403420,1,3,20,0,1171,0,0,[0|0|0|0]
3430,[Guide] Shifting Earth: The Crater,0,0,[0|0|0],100,0,1,1,310,[0|0],0,403430,1,3,20,0,1170,0,0,[0|0|0|0]
3440,[Guide] Shifting Earth: The Great Hollow,0,0,[0|0|0],100,8,1,1,362,[0|0],144,403440,1,3,20,0,1174,0,0,[0|0|0|0]
3460,[Guide] Change Skill Menu,0,0,[0|0|0],110,0,3,1,363,[0|0],0,403460,1,3,20,0,1152,0,0,[0|0|0|0]
3470,[Guide] Dormant Power,0,0,[0|0|0],110,0,3,3,364,[0|0],0,403470,1,3,10,0,1054,0,0,[0|0|0|0]
3500,[Guide] The Deep of Night: Depth and Rating,0,0,[0|0|0],110,0,3,1,0,[0|0],0,403500,1,3,30,0,10153,0,0,[0|0|0|0]
