ID,Name,variationId,behaviorJudgeId,ezStateBehaviorType_old,refType,pad2,refId,consumeSA,stamina,consumeDurability,category,heroPoint,pad1,
1120,,42100,860,2,1,[0|0],4210860,0,0,0,6,0,[0|0]
1130,,0,0,0,1,[0|0],4510980,0,0,0,0,0,[0|0]
1131,,0,0,0,1,[0|0],4510960,0,0,0,0,0,[0|0]
1132,,37000,573,2,1,[0|0],3700573,0,0,0,6,0,[0|0]
1140,,21300,90,2,1,[0|0],2130090,0,0,0,6,0,[0|0]
1150,,78200,500,2,1,[0|0],7820500,0,0,0,6,0,[0|0]
1151,,78200,501,2,1,[0|0],7820501,0,0,0,6,0,[0|0]
1160,,75100,900,2,1,[0|0],7510900,0,0,0,6,0,[0|0]
1200,,77000,340,2,1,[0|0],7700340,0,0,0,6,0,[0|0]
1201,,77000,350,2,1,[0|0],7700350,0,0,0,6,0,[0|0]
1202,,77000,360,2,1,[0|0],7700360,0,0,0,6,0,[0|0]
1203,,77000,370,2,1,[0|0],7700370,0,0,0,6,0,[0|0]
1250,,58200,500,2,1,[0|0],5820500,0,0,0,6,0,[0|0]
1280,,51600,611,2,1,[0|0],5160611,0,0,0,6,0,[0|0]
1281,,51600,612,2,1,[0|0],5160612,0,0,0,6,0,[0|0]
1282,,51600,613,2,1,[0|0],5160613,0,0,0,6,0,[0|0]
1400,,21300,989,2,1,[0|0],2130989,0,0,0,6,0,[0|0]
1990,,42010,920,2,0,[0|0],4201920,0,0,0,6,0,[0|0]
2000,,0,0,0,1,[0|0],2041,0,0,0,6,0,[0|0]
2100,Blood Loss - Trigger Proximity Bullet,0,0,0,1,[0|0],1000,0,0,0,6,0,[0|0]
2101,Frostbite - Trigger Proximity Bullet,0,0,0,1,[0|0],1010,0,0,0,6,0,[0|0]
2105,Poison / Rot - Trigger Proximity Bullet,0,0,0,1,[0|0],1005,0,0,0,6,0,[0|0]
2106,Sleep - Trigger Proximity Bullet,0,0,0,1,[0|0],1015,0,0,0,6,0,[0|0]
2107,Madness - Trigger Proximity Bullet,0,0,0,1,[0|0],1020,0,0,0,6,0,[0|0]
2108,Scarlet Rot - Trigger Proximity Bullet,0,0,0,1,[0|0],1025,0,0,0,6,0,[0|0]
2150,,0,0,0,1,[0|0],1015,0,0,0,6,0,[0|0]
2160,,0,0,0,1,[0|0],1020,0,0,0,6,0,[0|0]
2200,,0,0,0,1,[0|0],1650,0,0,0,6,0,[0|0]
3000,,0,0,0,0,[0|0],3000,0,0,0,0,0,[0|0]
3001,,0,0,0,0,[0|0],3001,0,0,0,0,0,[0|0]
3002,,0,0,0,0,[0|0],3002,0,0,0,0,0,[0|0]
3003,,0,0,0,0,[0|0],3003,0,0,0,0,0,[0|0]
3004,,0,0,0,0,[0|0],3004,0,0,0,0,0,[0|0]
3010,,0,0,0,0,[0|0],3010,0,0,0,0,0,[0|0]
3011,,0,0,0,0,[0|0],3011,0,0,0,0,0,[0|0]
3012,,0,0,0,0,[0|0],3012,0,0,0,0,0,[0|0]
3013,,0,0,0,0,[0|0],3013,0,0,0,0,0,[0|0]
3020,,0,0,0,0,[0|0],3020,0,0,0,0,0,[0|0]
3021,,0,0,0,0,[0|0],3021,0,0,0,0,0,[0|0]
3022,,0,0,0,0,[0|0],3022,0,0,0,0,0,[0|0]
3023,,0,0,0,0,[0|0],3023,0,0,0,0,0,[0|0]
3030,,0,0,0,0,[0|0],3030,0,0,0,0,0,[0|0]
3031,,0,0,0,0,[0|0],3031,0,0,0,0,0,[0|0]
3032,,0,0,0,0,[0|0],3032,0,0,0,0,0,[0|0]
3033,,0,0,0,0,[0|0],3033,0,0,0,0,0,[0|0]
3040,,0,0,0,0,[0|0],3040,0,0,0,0,0,[0|0]
3041,,0,0,0,0,[0|0],3041,0,0,0,0,0,[0|0]
3042,,0,0,0,0,[0|0],3042,0,0,0,0,0,[0|0]
3043,,0,0,0,0,[0|0],3043,0,0,0,0,0,[0|0]
3050,,0,0,0,0,[0|0],3050,0,0,0,0,0,[0|0]
3051,,0,0,0,0,[0|0],3051,0,0,0,0,0,[0|0]
3052,,0,0,0,0,[0|0],3052,0,0,0,0,0,[0|0]
3053,,0,0,0,0,[0|0],3053,0,0,0,0,0,[0|0]
3060,,0,0,0,0,[0|0],3060,0,0,0,0,0,[0|0]
3061,,0,0,0,0,[0|0],3061,0,0,0,0,0,[0|0]
3062,,0,0,0,0,[0|0],3062,0,0,0,0,0,[0|0]
3070,,0,0,0,0,[0|0],3070,0,0,0,0,0,[0|0]
3071,,0,0,0,0,[0|0],3071,0,0,0,0,0,[0|0]
3072,,0,0,0,0,[0|0],3072,0,0,0,0,0,[0|0]
3073,,0,0,0,0,[0|0],3073,0,0,0,0,0,[0|0]
3090,,0,0,0,0,[0|0],3090,0,0,0,0,0,[0|0]
3091,,0,0,0,0,[0|0],3091,0,0,0,0,0,[0|0]
3092,,0,0,0,0,[0|0],3092,0,0,0,0,0,[0|0]
3093,,0,0,0,0,[0|0],3093,0,0,0,0,0,[0|0]
3100,,0,0,0,0,[0|0],3100,0,0,0,0,0,[0|0]
3101,,0,0,0,0,[0|0],3101,0,0,0,0,0,[0|0]
3102,,0,0,0,0,[0|0],3102,0,0,0,0,0,[0|0]
3103,,0,0,0,0,[0|0],3103,0,0,0,0,0,[0|0]
3104,,0,0,0,0,[0|0],3104,0,0,0,0,0,[0|0]
3105,,0,0,0,0,[0|0],3105,0,0,0,0,0,[0|0]
3106,,0,0,0,0,[0|0],3106,0,0,0,0,0,[0|0]
3107,,0,0,0,0,[0|0],3107,0,0,0,0,0,[0|0]
3108,,0,0,0,0,[0|0],3108,0,0,0,0,0,[0|0]
3110,,0,0,0,0,[0|0],3110,0,0,0,0,0,[0|0]
3111,,0,0,0,0,[0|0],3111,0,0,0,0,0,[0|0]
3112,,0,0,0,0,[0|0],3112,0,0,0,0,0,[0|0]
3113,,0,0,0,0,[0|0],3113,0,0,0,0,0,[0|0]
3114,,0,0,0,0,[0|0],3114,0,0,0,0,0,[0|0]
3115,,0,0,0,0,[0|0],3115,0,0,0,0,0,[0|0]
3116,,0,0,0,0,[0|0],3116,0,0,0,0,0,[0|0]
3117,,0,0,0,0,[0|0],3117,0,0,0,0,0,[0|0]
3120,,0,0,0,0,[0|0],3120,0,0,0,0,0,[0|0]
3121,,0,0,0,0,[0|0],3121,0,0,0,0,0,[0|0]
3122,,0,0,0,0,[0|0],3122,0,0,0,0,0,[0|0]
3123,,0,0,0,0,[0|0],3123,0,0,0,0,0,[0|0]
3130,,0,0,0,0,[0|0],3130,0,0,0,0,0,[0|0]
3131,,0,0,0,0,[0|0],3131,0,0,0,0,0,[0|0]
3132,,0,0,0,0,[0|0],3132,0,0,0,0,0,[0|0]
3133,,0,0,0,0,[0|0],3133,0,0,0,0,0,[0|0]
3140,,0,0,0,0,[0|0],3140,0,0,0,0,0,[0|0]
3141,,0,0,0,0,[0|0],3141,0,0,0,0,0,[0|0]
3142,,0,0,0,0,[0|0],3142,0,0,0,0,0,[0|0]
3143,,0,0,0,0,[0|0],3143,0,0,0,0,0,[0|0]
3150,,0,0,0,0,[0|0],3150,0,0,0,0,0,[0|0]
3151,,0,0,0,0,[0|0],3151,0,0,0,0,0,[0|0]
3152,,0,0,0,0,[0|0],3152,0,0,0,0,0,[0|0]
3153,,0,0,0,0,[0|0],3153,0,0,0,0,0,[0|0]
3160,,0,0,0,0,[0|0],3160,0,0,0,0,0,[0|0]
3161,,0,0,0,0,[0|0],3161,0,0,0,0,0,[0|0]
3162,,0,0,0,0,[0|0],3162,0,0,0,0,0,[0|0]
3200,,0,0,0,0,[0|0],3200,0,0,0,0,0,[0|0]
3201,,0,0,0,0,[0|0],3201,0,0,0,0,0,[0|0]
3202,,0,0,0,0,[0|0],3202,0,0,0,0,0,[0|0]
3203,,0,0,0,0,[0|0],3203,0,0,0,0,0,[0|0]
3210,,0,0,0,0,[0|0],3210,0,0,0,0,0,[0|0]
3211,,0,0,0,0,[0|0],3211,0,0,0,0,0,[0|0]
3212,,0,0,0,0,[0|0],3212,0,0,0,0,0,[0|0]
3213,,0,0,0,0,[0|0],3213,0,0,0,0,0,[0|0]
3242,,0,0,0,0,[0|0],3242,0,0,0,0,0,[0|0]
3300,,0,0,0,0,[0|0],3300,0,0,0,0,0,[0|0]
3301,,0,0,0,0,[0|0],3301,0,0,0,0,0,[0|0]
3302,,0,0,0,0,[0|0],3302,0,0,0,0,0,[0|0]
3303,,0,0,0,0,[0|0],3303,0,0,0,0,0,[0|0]
3304,,0,0,0,0,[0|0],3304,0,0,0,0,0,[0|0]
3305,,0,0,0,0,[0|0],3305,0,0,0,0,0,[0|0]
3306,,0,0,0,0,[0|0],3306,0,0,0,0,0,[0|0]
3310,,0,0,0,0,[0|0],3210,0,0,0,0,0,[0|0]
3311,,0,0,0,0,[0|0],3311,0,0,0,0,0,[0|0]
3312,,0,0,0,0,[0|0],3312,0,0,0,0,0,[0|0]
3313,,0,0,0,0,[0|0],3313,0,0,0,0,0,[0|0]
3320,,0,0,0,0,[0|0],3320,0,0,0,0,0,[0|0]
3321,,0,0,0,0,[0|0],3321,0,0,0,0,0,[0|0]
3322,,0,0,0,0,[0|0],3322,0,0,0,0,0,[0|0]
3323,,0,0,0,0,[0|0],3323,0,0,0,0,0,[0|0]
3330,,0,0,0,0,[0|0],3330,0,0,0,0,0,[0|0]
3331,,0,0,0,0,[0|0],3331,0,0,0,0,0,[0|0]
3332,,0,0,0,0,[0|0],3332,0,0,0,0,0,[0|0]
3333,,0,0,0,0,[0|0],3333,0,0,0,0,0,[0|0]
3340,,0,0,0,0,[0|0],3340,0,0,0,0,0,[0|0]
3341,,0,0,0,0,[0|0],3341,0,0,0,0,0,[0|0]
3342,,0,0,0,0,[0|0],3342,0,0,0,0,0,[0|0]
3343,,0,0,0,0,[0|0],3343,0,0,0,0,0,[0|0]
3400,,0,0,0,0,[0|0],3400,0,0,0,0,0,[0|0]
3401,,0,0,0,0,[0|0],3401,0,0,0,0,0,[0|0]
3402,,0,0,0,0,[0|0],3402,0,0,0,0,0,[0|0]
3403,,0,0,0,0,[0|0],3403,0,0,0,0,0,[0|0]
3404,,0,0,0,0,[0|0],3404,0,0,0,0,0,[0|0]
3405,,0,0,0,0,[0|0],3405,0,0,0,0,0,[0|0]
3406,,0,0,0,0,[0|0],3406,0,0,0,0,0,[0|0]
3410,,0,0,0,0,[0|0],3410,0,0,0,0,0,[0|0]
3411,,0,0,0,0,[0|0],3411,0,0,0,0,0,[0|0]
3412,,0,0,0,0,[0|0],3412,0,0,0,0,0,[0|0]
3413,,0,0,0,0,[0|0],3413,0,0,0,0,0,[0|0]
3420,,0,0,0,0,[0|0],3420,0,0,0,0,0,[0|0]
3421,,0,0,0,0,[0|0],3421,0,0,0,0,0,[0|0]
3422,,0,0,0,0,[0|0],3422,0,0,0,0,0,[0|0]
3423,,0,0,0,0,[0|0],3423,0,0,0,0,0,[0|0]
3430,,0,0,0,0,[0|0],3430,0,0,0,0,0,[0|0]
3431,,0,0,0,0,[0|0],3431,0,0,0,0,0,[0|0]
3432,,0,0,0,0,[0|0],3432,0,0,0,0,0,[0|0]
3433,,0,0,0,0,[0|0],3433,0,0,0,0,0,[0|0]
3440,,0,0,0,0,[0|0],3440,0,0,0,0,0,[0|0]
3441,,0,0,0,0,[0|0],3441,0,0,0,0,0,[0|0]
3442,,0,0,0,0,[0|0],3442,0,0,0,0,0,[0|0]
3443,,0,0,0,0,[0|0],3443,0,0,0,0,0,[0|0]
3500,,0,0,0,1,[0|0],100800,0,0,0,0,0,[0|0]
3600,,0,0,0,1,[0|0],100801,0,0,0,0,0,[0|0]
4000,,0,0,0,0,[0|0],4000,0,0,0,0,0,[0|0]
5100,,0,0,0,0,[0|0],5100,0,0,0,0,0,[0|0]
6000,,0,0,0,1,[0|0],210070002,0,0,0,6,0,[0|0]
6040,,0,0,0,1,[0|0],210069002,0,0,0,6,0,[0|0]
7000,,0,0,0,1,[0|0],1024,0,0,0,0,0,[0|0]
9900,,0,0,0,1,[0|0],9900,0,0,0,0,0,[0|0]
9902,,0,0,0,1,[0|0],9902,0,0,0,0,0,[0|0]
9910,,0,0,0,1,[0|0],9910,0,0,0,0,0,[0|0]
9930,,0,0,0,1,[0|0],9930,0,0,0,0,0,[0|0]
9950,,0,0,0,1,[0|0],9950,0,0,0,0,0,[0|0]
9960,,0,0,0,0,[0|0],9960,0,0,0,0,0,[0|0]
9961,,0,0,0,0,[0|0],9961,0,0,0,0,0,[0|0]
9962,,0,0,0,0,[0|0],9962,0,0,0,0,0,[0|0]
9963,,0,0,0,0,[0|0],9963,0,0,0,0,0,[0|0]
9970,,0,0,0,0,[0|0],9970,0,0,0,0,0,[0|0]
9971,,0,0,0,0,[0|0],9971,0,0,0,0,0,[0|0]
100100,,0,0,0,1,[0|0],100100,0,0,0,0,0,[0|0]
100200,,0,0,0,1,[0|0],100200,0,0,0,0,0,[0|0]
100202,,0,0,0,1,[0|0],100202,0,0,0,0,0,[0|0]
100300,,0,0,0,1,[0|0],100300,0,0,0,0,0,[0|0]
100400,,0,0,0,1,[0|0],100400,0,0,0,0,0,[0|0]
100401,,0,0,0,1,[0|0],100401,0,0,0,0,0,[0|0]
100500,,0,0,0,1,[0|0],100500,0,0,0,0,0,[0|0]
100501,,0,0,0,1,[0|0],100501,0,0,0,0,0,[0|0]
100600,,0,0,0,0,[0|0],100600,0,0,0,0,0,[0|0]
100700,,0,0,0,0,[0|0],100700,0,0,0,0,0,[0|0]
100701,,0,0,0,0,[0|0],100701,0,0,0,0,0,[0|0]
100800,,0,0,0,1,[0|0],100800,0,0,0,0,0,[0|0]
100900,,0,0,0,1,[0|0],100900,0,0,0,0,0,[0|0]
100910,,0,0,0,1,[0|0],100910,0,0,0,0,0,[0|0]
100912,,0,0,0,1,[0|0],100912,0,0,0,0,0,[0|0]
100915,,0,0,0,1,[0|0],100915,0,0,0,0,0,[0|0]
100916,,0,0,0,1,[0|0],100916,0,0,0,0,0,[0|0]
100920,,0,0,0,1,[0|0],100920,0,0,0,0,0,[0|0]
100930,,0,0,0,1,[0|0],100930,0,0,0,0,0,[0|0]
101000,,0,0,0,1,[0|0],101000,0,0,0,0,0,[0|0]
101100,,0,0,0,1,[0|0],101100,0,0,0,0,0,[0|0]
101102,,0,0,0,1,[0|0],101102,0,0,0,0,0,[0|0]
101105,,0,0,0,1,[0|0],101105,0,0,0,0,0,[0|0]
101107,,0,0,0,1,[0|0],101107,0,0,0,0,0,[0|0]
101110,,0,0,0,0,[0|0],101110,0,0,0,0,0,[0|0]
101112,,0,0,0,1,[0|0],101110,0,0,0,0,0,[0|0]
101120,,0,0,0,1,[0|0],101120,0,0,0,0,0,[0|0]
102000,,0,0,0,1,[0|0],102000,0,0,0,0,0,[0|0]
102001,,0,0,0,1,[0|0],102001,0,0,0,0,0,[0|0]
102010,,0,0,0,1,[0|0],102010,0,0,0,0,0,[0|0]
102020,,0,0,0,1,[0|0],102020,0,0,0,0,0,[0|0]
102100,,0,0,0,1,[0|0],102100,0,0,0,0,0,[0|0]
102102,,0,0,0,1,[0|0],102102,0,0,0,0,0,[0|0]
103000,,0,0,0,0,[0|0],103000,0,0,0,0,0,[0|0]
104000,,0,0,0,0,[0|0],104000,0,0,0,0,0,[0|0]
149400,,0,0,0,1,[0|0],149400,0,0,0,0,0,[0|0]
149500,,0,0,0,0,[0|0],149500,0,0,0,0,0,[0|0]
170000,,0,0,0,1,[0|0],170000,0,0,0,0,0,[0|0]
170001,,0,0,0,1,[0|0],170001,0,0,0,0,0,[0|0]
170002,,0,0,0,1,[0|0],170002,0,0,0,0,0,[0|0]
170003,,0,0,0,1,[0|0],170003,0,0,0,0,0,[0|0]
171000,,0,0,0,1,[0|0],171000,0,0,0,0,0,[0|0]
180000,[Interactable] Arteria Leaf - Spawn Bullet,0,0,0,1,[0|0],180000,0,0,0,0,0,[0|0]
180001,[Interactable] Arteria Leaf - Spawn Bullet,0,0,0,1,[0|0],180001,0,0,0,0,0,[0|0]
180005,,0,0,0,1,[0|0],180005,0,0,0,0,0,[0|0]
180006,,0,0,0,1,[0|0],180006,0,0,0,0,0,[0|0]
180010,,0,0,0,1,[0|0],180010,0,0,0,0,0,[0|0]
180011,,0,0,0,1,[0|0],180011,0,0,0,0,0,[0|0]
180015,[Interactable] Rowa Fruit Bush - Spawn Bullet (Restore HP),0,0,0,1,[0|0],180015,0,0,0,0,0,[0|0]
180016,[Interactable] Rowa Fruit Bush - Spawn Bullet (Restore HP),0,0,0,1,[0|0],180016,0,0,0,0,0,[0|0]
180020,[Interactable] Grave Violets - Spawn Bullet (HP Recovery),0,0,0,1,[0|0],180020,0,0,0,0,0,[0|0]
180021,[Interactable] Grave Violets - Spawn Bullet (HP Recovery),0,0,0,1,[0|0],180021,0,0,0,0,0,[0|0]
180025,[Interactable] ?,0,0,0,1,[0|0],180025,0,0,0,0,0,[0|0]
180026,[Interactable] ?,0,0,0,1,[0|0],180026,0,0,0,0,0,[0|0]
180030,[Interactable] Gold Firefly Bush - Spawn Bullet (Boost Rune Acquisition),0,0,0,1,[0|0],180030,0,0,0,0,0,[0|0]
180031,[Interactable] Gold Firefly Bush - Spawn Bullet (Boost Rune Acquisition),0,0,0,1,[0|0],180031,0,0,0,0,0,[0|0]
180035,[Interactable] ?,0,0,0,1,[0|0],180035,0,0,0,0,0,[0|0]
180036,[Interactable] ?,0,0,0,1,[0|0],180036,0,0,0,0,0,[0|0]
180040,[Interactable] Nascent Butterfly - Spawn Bullet (Cure Status Effects),0,0,0,1,[0|0],180040,0,0,0,0,0,[0|0]
180041,[Interactable] Nascent Butterfly - Spawn Bullet (Cure Status Effects),0,0,0,1,[0|0],180041,0,0,0,0,0,[0|0]
180045,[Interactable] ?,0,0,0,1,[0|0],180045,0,0,0,0,0,[0|0]
180046,[Interactable] ?,0,0,0,1,[0|0],180046,0,0,0,0,0,[0|0]
180050,[Interactable] Grave Violets - Spawn Bullet (Boost Damage Negation),0,0,0,1,[0|0],180050,0,0,0,0,0,[0|0]
180051,[Interactable] Grave Violets - Spawn Bullet (Boost Damage Negation),0,0,0,1,[0|0],180051,0,0,0,0,0,[0|0]
180055,[Interactable] Gravestones and Grave Violets - Spawn Bullet (Summon Vengeful Spirits),0,0,0,1,[0|0],180055,0,0,0,0,0,[0|0]
180056,[Interactable] Gravestones and Grave Violets - Spawn Bullet (Summon Vengeful Spirits),0,0,0,1,[0|0],180056,0,0,0,0,0,[0|0]
180060,[Interactable] ? - Spawn Bullet,0,0,0,1,[0|0],180060,0,0,0,0,0,[0|0]
180061,[Interactable] ? - Spawn Bullet,0,0,0,1,[0|0],180061,0,0,0,0,0,[0|0]
180065,[Interactable] Smoldering Butterfly - Spawn Bullet (Boost Physical and Fire Damage),0,0,0,1,[0|0],180065,0,0,0,0,0,[0|0]
180066,[Interactable] Smoldering Butterfly - Spawn Bullet (Boost Physical and Fire Damage),0,0,0,1,[0|0],180066,0,0,0,0,0,[0|0]
180070,[Interactable] Sacremental Bud - Spawn Bullet (Cure Rot and Restore HP),0,0,0,1,[0|0],180070,0,0,0,0,0,[0|0]
180071,[Interactable] Sacremental Bud - Spawn Bullet (Cure Rot and Restore HP),0,0,0,1,[0|0],180071,0,0,0,0,0,[0|0]
180075,[Interactable] ? - Spawn Bullet,0,0,0,1,[0|0],180075,0,0,0,0,0,[0|0]
180076,[Interactable] ? - Spawn Bullet,0,0,0,1,[0|0],180076,0,0,0,0,0,[0|0]
180080,[Interactable] ? - Spawn Bullet,0,0,0,1,[0|0],180080,0,0,0,0,0,[0|0]
180081,[Interactable] ? - Spawn Bullet,0,0,0,1,[0|0],180081,0,0,0,0,0,[0|0]
180085,[Interactable] Sacremental Bud Tree - Spawn Bullet (Restore FP),0,0,0,1,[0|0],180085,0,0,0,0,0,[0|0]
180086,[Interactable] Sacremental Bud Tree - Spawn Bullet (Restore FP),0,0,0,1,[0|0],180086,0,0,0,0,0,[0|0]
180090,[Interactable] Silver Tear Remains - Spawn Bullet (Boost Damage Negation),0,0,0,1,[0|0],180090,0,0,0,0,0,[0|0]
180091,[Interactable] Silver Tear Remains - Spawn Bullet (Boost Damage Negation),0,0,0,1,[0|0],180091,0,0,0,0,0,[0|0]
180095,[Interactable] ? - Spawn Bullet,0,0,0,1,[0|0],180095,0,0,0,0,0,[0|0]
180096,[Interactable] ? - Spawn Bullet,0,0,0,1,[0|0],180096,0,0,0,0,0,[0|0]
180100,[Interactable] Rowa Fruit Bush - Spawn Bullet (Boost Damage Negation),0,0,0,1,[0|0],180100,0,0,0,0,0,[0|0]
180101,[Interactable] Rowa Fruit Bush - Spawn Bullet (Boost Damage Negation),0,0,0,1,[0|0],180101,0,0,0,0,0,[0|0]
180105,[Interactable] Rimed Rowa Fruit Bush - Spawn Bullet (Restore HP),0,0,0,1,[0|0],180105,0,0,0,0,0,[0|0]
180106,[Interactable] Rimed Rowa Fruit Bush - Spawn Bullet (Restore HP),0,0,0,1,[0|0],180106,0,0,0,0,0,[0|0]
180110,[Interactable] Fallen Meteroite - Spawn Bullet (Boost Attack and Poise),0,0,0,1,[0|0],180110,0,0,0,0,0,[0|0]
180111,[Interactable] Fallen Meteroite - Spawn Bullet (Boost Attack and Poise),0,0,0,1,[0|0],180111,0,0,0,0,0,[0|0]
181000,,0,0,0,1,[0|0],181000,0,0,0,0,0,[0|0]
181001,,0,0,0,1,[0|0],181001,0,0,0,0,0,[0|0]
181005,,0,0,0,1,[0|0],181005,0,0,0,0,0,[0|0]
181006,,0,0,0,1,[0|0],181006,0,0,0,0,0,[0|0]
181010,,0,0,0,1,[0|0],181010,0,0,0,0,0,[0|0]
181011,,0,0,0,1,[0|0],181011,0,0,0,0,0,[0|0]
181015,,0,0,0,1,[0|0],181015,0,0,0,0,0,[0|0]
181016,,0,0,0,1,[0|0],181016,0,0,0,0,0,[0|0]
190000,,0,0,0,1,[0|0],190000,0,0,0,0,0,[0|0]
190010,,0,0,0,1,[0|0],190010,0,0,0,0,0,[0|0]
200100,,0,0,0,0,[0|0],200100,0,0,0,0,0,[0|0]
200105,,0,0,0,0,[0|0],200105,0,0,0,0,0,[0|0]
200200,,0,0,0,1,[0|0],200200,0,0,0,0,0,[0|0]
200300,,0,0,0,1,[0|0],200300,0,0,0,0,0,[0|0]
200400,,0,0,0,0,[0|0],200400,0,0,0,0,0,[0|0]
200500,,0,0,0,0,[0|0],200500,0,0,0,0,0,[0|0]
200600,,0,0,0,1,[0|0],200600,0,0,0,0,0,[0|0]
235000,,0,0,0,1,[0|0],235000,0,0,0,0,0,[0|0]
240000,,0,0,0,1,[0|0],240000,0,0,0,6,0,[0|0]
240001,,0,0,0,1,[0|0],240001,0,0,0,6,0,[0|0]
280000,,0,0,0,0,[0|0],280000,0,0,0,0,0,[0|0]
280100,,0,0,0,0,[0|0],280100,0,0,0,0,0,[0|0]
290000,[Skill - Revenant] Spirit Summon Spawn,0,0,0,1,[0|0],290000,0,0,0,6,0,[0|0]
290001,,0,0,0,1,[0|0],290001,0,0,0,6,0,[0|0]
300002,,0,0,0,1,[0|0],300002,0,0,0,0,0,[0|0]
200100100,[Ultimate - Executor] Light 1,100,100,2,0,[0|0],10100,0,0,0,6,0,[0|0]
200100110,[Ultimate - Executor] Light 2,100,110,2,0,[0|0],10110,0,0,0,6,0,[0|0]
200100120,[Ultimate - Executor] Light 3-1,100,120,2,0,[0|0],10120,0,0,0,6,0,[0|0]
200100121,[Ultimate - Executor] Light 3-2,100,121,2,0,[0|0],10121,0,0,0,6,0,[0|0]
200100130,[Ultimate - Executor] Light 4,100,130,2,0,[0|0],10130,0,0,0,6,0,[0|0]
200100135,[Ultimate - Executor] Light 4 (Shockwave),100,135,2,1,[0|0],10135,0,0,0,6,0,[0|0]
