ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,client1SpEffectId,client2SpEffectId,client3SpEffectId,bOverrideSpEffect,pad3,
7729,Medium Threat,0,0,[0|0|0],7829,7929,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7730,Large Threat,0,0,[0|0|0],7830,7930,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7731,Large Threat,0,0,[0|0|0],7831,7931,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7732,Large Threat,0,0,[0|0|0],7832,7932,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7733,Large Threat,0,0,[0|0|0],7833,7933,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7734,Large Threat,0,0,[0|0|0],7834,7934,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7735,Large Threat,0,0,[0|0|0],7835,7935,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7736,Large Threat,0,0,[0|0|0],7836,7936,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7737,Large Threat,0,0,[0|0|0],7837,7937,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7738,Large Threat,0,0,[0|0|0],7833,7933,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7739,Large Threat,0,0,[0|0|0],7839,7939,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7740,Field Boss Threat,0,0,[0|0|0],7840,7940,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7741,Field Boss Threat,0,0,[0|0|0],7841,7941,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7742,Field Boss Threat,0,0,[0|0|0],7842,7942,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7743,Field Boss Threat,0,0,[0|0|0],7843,7943,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7744,Field Boss Threat,0,0,[0|0|0],7844,7944,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7745,Field Boss Threat,0,0,[0|0|0],7845,7945,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7746,Field Boss Threat,0,0,[0|0|0],7846,7946,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7747,Field Boss Threat,0,0,[0|0|0],7847,7947,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7748,Field Boss Threat,0,0,[0|0|0],7843,7943,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7749,Field Boss Threat,0,0,[0|0|0],7849,7949,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7750,Night Boss Threat,0,0,[0|0|0],7850,7950,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7751,Night Boss Threat,0,0,[0|0|0],7851,7951,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7752,Night Boss Threat,0,0,[0|0|0],7852,7952,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7753,Night Boss Threat,0,0,[0|0|0],7853,7953,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7754,Night Boss Threat,0,0,[0|0|0],7854,7954,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7755,Night Boss Threat,0,0,[0|0|0],7855,7955,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7756,Night Boss Threat,0,0,[0|0|0],7856,7956,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7757,Night Boss Threat,0,0,[0|0|0],7857,7957,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7758,Night Boss Threat,0,0,[0|0|0],7853,7953,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7759,Night Boss Threat,0,0,[0|0|0],7859,7959,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7760,Final Boss Threat,0,0,[0|0|0],7860,7960,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7761,Final Boss Threat,0,0,[0|0|0],7861,7961,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7762,Final Boss Threat,0,0,[0|0|0],7862,7962,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7763,Final Boss Threat,0,0,[0|0|0],7863,7963,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7764,Final Boss Threat,0,0,[0|0|0],7864,7964,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7765,Final Boss Threat,0,0,[0|0|0],7865,7965,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7766,Final Boss Threat,0,0,[0|0|0],7866,7966,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7767,Final Boss Threat,0,0,[0|0|0],7867,7967,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7768,Final Boss Threat,0,0,[0|0|0],7863,7963,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7769,Final Boss Threat,0,0,[0|0|0],7869,7969,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7770,Spirit Creatures,0,0,[0|0|0],45696,45697,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7771,Spirit Creatures,0,0,[0|0|0],45696,45697,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7772,Spirit Creatures,0,0,[0|0|0],45696,45697,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7773,Spirit Creatures,0,0,[0|0|0],45696,45697,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7774,Spirit Creatures,0,0,[0|0|0],45696,45697,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7775,Spirit Creatures,0,0,[0|0|0],45696,45697,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7776,Spirit Creatures,0,0,[0|0|0],45696,45697,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7777,Spirit Creatures,0,0,[0|0|0],45696,45697,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7778,Spirit Creatures,0,0,[0|0|0],45696,45697,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7779,Spirit Creatures,0,0,[0|0|0],45696,45697,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
98810,,0,0,[0|0|0],98811,98812,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
98815,,0,0,[0|0|0],98816,98817,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
98818,,0,0,[0|0|0],98818,98819,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
98822,,0,0,[0|0|0],98822,98823,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
