ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,itemCategory,itemId,chanceWeight,quantity,onlyForClass,eventFlagId,unknown_6,unknown_7,midstPadding,weaponTypeDiscovery,
45000,,1,0,[0|0|0],7,45007,100,1,0,9096,-1,0,[0|0|0|0],-1
45000,,1,0,[0|0|0],7,45008,100,1,0,9097,-1,0,[0|0|0|0],-1
45001,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1000000,350,1,0,0,-1,0,[0|0|0|0],-1
45001,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1000010,350,1,0,0,-1,0,[0|0|0|0],-1
45001,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1000020,350,1,0,0,-1,0,[0|0|0|0],-1
45001,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1000100,200,1,0,0,-1,0,[0|0|0|0],-1
45001,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1000110,200,1,0,0,-1,0,[0|0|0|0],-1
45001,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1000120,200,1,0,0,-1,0,[0|0|0|0],-1
45001,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1000200,200,1,0,0,-1,0,[0|0|0|0],-1
45001,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1000210,200,1,0,0,-1,0,[0|0|0|0],-1
45001,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1000220,200,1,0,0,-1,0,[0|0|0|0],-1
45001,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1000300,250,1,0,0,-1,0,[0|0|0|0],-1
45001,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1000310,250,1,0,0,-1,0,[0|0|0|0],-1
45001,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1000320,250,1,0,0,-1,0,[0|0|0|0],-1
45002,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1001000,250,1,0,0,-1,0,[0|0|0|0],-1
45002,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1001010,250,1,0,0,-1,0,[0|0|0|0],-1
45002,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1001020,250,1,0,0,-1,0,[0|0|0|0],-1
45002,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1001100,200,1,0,0,-1,0,[0|0|0|0],-1
45002,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1001110,200,1,0,0,-1,0,[0|0|0|0],-1
45002,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1001120,200,1,0,0,-1,0,[0|0|0|0],-1
45002,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1001200,200,1,0,0,-1,0,[0|0|0|0],-1
45002,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1001210,200,1,0,0,-1,0,[0|0|0|0],-1
45002,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1001220,200,1,0,0,-1,0,[0|0|0|0],-1
45002,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1001300,350,1,0,0,-1,0,[0|0|0|0],-1
45002,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1001310,350,1,0,0,-1,0,[0|0|0|0],-1
45002,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1001320,350,1,0,0,-1,0,[0|0|0|0],-1
45003,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1002000,200,1,0,0,-1,0,[0|0|0|0],-1
45003,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1002010,200,1,0,0,-1,0,[0|0|0|0],-1
45003,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1002020,200,1,0,0,-1,0,[0|0|0|0],-1
45003,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1002100,350,1,0,0,-1,0,[0|0|0|0],-1
45003,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1002110,350,1,0,0,-1,0,[0|0|0|0],-1
45003,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1002120,350,1,0,0,-1,0,[0|0|0|0],-1
45003,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1002200,250,1,0,0,-1,0,[0|0|0|0],-1
45003,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1002210,250,1,0,0,-1,0,[0|0|0|0],-1
45003,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1002220,250,1,0,0,-1,0,[0|0|0|0],-1
45003,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1002300,200,1,0,0,-1,0,[0|0|0|0],-1
45003,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1002310,200,1,0,0,-1,0,[0|0|0|0],-1
45003,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1002320,200,1,0,0,-1,0,[0|0|0|0],-1
45004,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1003000,250,1,0,0,-1,0,[0|0|0|0],-1
45004,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1003010,250,1,0,0,-1,0,[0|0|0|0],-1
45004,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1003020,250,1,0,0,-1,0,[0|0|0|0],-1
45004,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1003100,350,1,0,0,-1,0,[0|0|0|0],-1
45004,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1003110,350,1,0,0,-1,0,[0|0|0|0],-1
45004,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1003120,350,1,0,0,-1,0,[0|0|0|0],-1
45004,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1003200,200,1,0,0,-1,0,[0|0|0|0],-1
45004,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1003210,200,1,0,0,-1,0,[0|0|0|0],-1
45004,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1003220,200,1,0,0,-1,0,[0|0|0|0],-1
45004,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1003300,200,1,0,0,-1,0,[0|0|0|0],-1
45004,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1003310,200,1,0,0,-1,0,[0|0|0|0],-1
45004,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1003320,200,1,0,0,-1,0,[0|0|0|0],-1
45005,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1004000,200,1,0,0,-1,0,[0|0|0|0],-1
45005,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1004010,200,1,0,0,-1,0,[0|0|0|0],-1
45005,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1004020,200,1,0,0,-1,0,[0|0|0|0],-1
45005,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1004100,200,1,0,0,-1,0,[0|0|0|0],-1
45005,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1004110,200,1,0,0,-1,0,[0|0|0|0],-1
45005,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1004120,200,1,0,0,-1,0,[0|0|0|0],-1
45005,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1004200,350,1,0,0,-1,0,[0|0|0|0],-1
45005,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1004210,350,1,0,0,-1,0,[0|0|0|0],-1
45005,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1004220,350,1,0,0,-1,0,[0|0|0|0],-1
45005,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1004300,250,1,0,0,-1,0,[0|0|0|0],-1
45005,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1004310,250,1,0,0,-1,0,[0|0|0|0],-1
45005,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1004320,250,1,0,0,-1,0,[0|0|0|0],-1
45006,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1005000,350,1,0,0,-1,0,[0|0|0|0],-1
45006,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1005010,350,1,0,0,-1,0,[0|0|0|0],-1
45006,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1005020,350,1,0,0,-1,0,[0|0|0|0],-1
45006,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1005100,200,1,0,0,-1,0,[0|0|0|0],-1
45006,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1005110,200,1,0,0,-1,0,[0|0|0|0],-1
45006,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1005120,200,1,0,0,-1,0,[0|0|0|0],-1
45006,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1005200,250,1,0,0,-1,0,[0|0|0|0],-1
45006,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1005210,250,1,0,0,-1,0,[0|0|0|0],-1
45006,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1005220,250,1,0,0,-1,0,[0|0|0|0],-1
45006,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1005300,200,1,0,0,-1,0,[0|0|0|0],-1
45006,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1005310,200,1,0,0,-1,0,[0|0|0|0],-1
45006,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1005320,200,1,0,0,-1,0,[0|0|0|0],-1
45007,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1006000,200,1,0,0,-1,0,[0|0|0|0],-1
45007,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1006010,200,1,0,0,-1,0,[0|0|0|0],-1
45007,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1006020,200,1,0,0,-1,0,[0|0|0|0],-1
45007,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1006100,250,1,0,0,-1,0,[0|0|0|0],-1
45007,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1006110,250,1,0,0,-1,0,[0|0|0|0],-1
45007,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1006120,250,1,0,0,-1,0,[0|0|0|0],-1
45007,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1006200,200,1,0,0,-1,0,[0|0|0|0],-1
45007,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1006210,200,1,0,0,-1,0,[0|0|0|0],-1
45007,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1006220,200,1,0,0,-1,0,[0|0|0|0],-1
45007,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1006300,350,1,0,0,-1,0,[0|0|0|0],-1
45007,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1006310,350,1,0,0,-1,0,[0|0|0|0],-1
45007,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1006320,350,1,0,0,-1,0,[0|0|0|0],-1
45008,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1007000,250,1,0,0,-1,0,[0|0|0|0],-1
45008,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1007010,250,1,0,0,-1,0,[0|0|0|0],-1
45008,<Table> Delicate Burning Scene,1,0,[0|0|0],5,1007020,250,1,0,0,-1,0,[0|0|0|0],-1
45008,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1007100,250,1,0,0,-1,0,[0|0|0|0],-1
45008,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1007110,250,1,0,0,-1,0,[0|0|0|0],-1
45008,<Table> Delicate Drizzly Scene,1,0,[0|0|0],5,1007120,250,1,0,0,-1,0,[0|0|0|0],-1
45008,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1007200,250,1,0,0,-1,0,[0|0|0|0],-1
45008,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1007210,250,1,0,0,-1,0,[0|0|0|0],-1
45008,<Table> Delicate Luminous Scene,1,0,[0|0|0],5,1007220,250,1,0,0,-1,0,[0|0|0|0],-1
45008,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1007300,250,1,0,0,-1,0,[0|0|0|0],-1
45008,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1007310,250,1,0,0,-1,0,[0|0|0|0],-1
45008,<Table> Delicate Tranquil Scene,1,0,[0|0|0],5,1007320,250,1,0,0,-1,0,[0|0|0|0],-1
45010,<Table> Table,1,0,[0|0|0],7,45111,100,1,0,9098,-1,0,[0|0|0|0],-1
45010,<Table> Table,1,0,[0|0|0],7,45112,100,1,0,9099,-1,0,[0|0|0|0],-1
45010,<Table> Table,1,0,[0|0|0],7,45011,100,1,0,9090,-1,0,[0|0|0|0],-1
45010,<Table> Table,1,0,[0|0|0],7,45012,100,1,0,9091,-1,0,[0|0|0|0],-1
45010,<Table> Table,1,0,[0|0|0],7,45013,100,1,0,9092,-1,0,[0|0|0|0],-1
45010,<Table> Table,1,0,[0|0|0],7,45014,100,1,0,9093,-1,0,[0|0|0|0],-1
45010,<Table> Table,1,0,[0|0|0],7,45015,100,1,0,9094,-1,0,[0|0|0|0],-1
45010,<Table> Table,1,0,[0|0|0],7,45016,100,1,0,9095,-1,0,[0|0|0|0],-1
45010,,1,0,[0|0|0],7,45017,100,1,0,9096,-1,0,[0|0|0|0],-1
45010,,1,0,[0|0|0],7,45018,100,1,0,9097,-1,0,[0|0|0|0],-1
45011,<Table> Polished Burning Scene,1,0,[0|0|0],5,1000001,450,1,0,0,-1,0,[0|0|0|0],-1
45011,<Table> Polished Burning Scene,1,0,[0|0|0],5,1000011,450,1,0,0,-1,0,[0|0|0|0],-1
45011,<Table> Polished Burning Scene,1,0,[0|0|0],5,1000021,450,1,0,0,-1,0,[0|0|0|0],-1
45011,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1000101,150,1,0,0,-1,0,[0|0|0|0],-1
45011,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1000111,150,1,0,0,-1,0,[0|0|0|0],-1
45011,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1000121,150,1,0,0,-1,0,[0|0|0|0],-1
45011,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1000201,150,1,0,0,-1,0,[0|0|0|0],-1
45011,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1000211,150,1,0,0,-1,0,[0|0|0|0],-1
45011,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1000221,150,1,0,0,-1,0,[0|0|0|0],-1
45011,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1000301,250,1,0,0,-1,0,[0|0|0|0],-1
45011,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1000311,250,1,0,0,-1,0,[0|0|0|0],-1
45011,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1000321,250,1,0,0,-1,0,[0|0|0|0],-1
45012,<Table> Polished Burning Scene,1,0,[0|0|0],5,1001001,250,1,0,0,-1,0,[0|0|0|0],-1
45012,<Table> Polished Burning Scene,1,0,[0|0|0],5,1001011,250,1,0,0,-1,0,[0|0|0|0],-1
45012,<Table> Polished Burning Scene,1,0,[0|0|0],5,1001021,250,1,0,0,-1,0,[0|0|0|0],-1
45012,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1001101,150,1,0,0,-1,0,[0|0|0|0],-1
45012,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1001111,150,1,0,0,-1,0,[0|0|0|0],-1
45012,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1001121,150,1,0,0,-1,0,[0|0|0|0],-1
45012,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1001201,150,1,0,0,-1,0,[0|0|0|0],-1
45012,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1001211,150,1,0,0,-1,0,[0|0|0|0],-1
45012,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1001221,150,1,0,0,-1,0,[0|0|0|0],-1
45012,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1001301,450,1,0,0,-1,0,[0|0|0|0],-1
45012,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1001311,450,1,0,0,-1,0,[0|0|0|0],-1
45012,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1001321,450,1,0,0,-1,0,[0|0|0|0],-1
45013,<Table> Polished Burning Scene,1,0,[0|0|0],5,1002001,150,1,0,0,-1,0,[0|0|0|0],-1
45013,<Table> Polished Burning Scene,1,0,[0|0|0],5,1002011,150,1,0,0,-1,0,[0|0|0|0],-1
45013,<Table> Polished Burning Scene,1,0,[0|0|0],5,1002021,150,1,0,0,-1,0,[0|0|0|0],-1
45013,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1002101,450,1,0,0,-1,0,[0|0|0|0],-1
45013,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1002111,450,1,0,0,-1,0,[0|0|0|0],-1
45013,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1002121,450,1,0,0,-1,0,[0|0|0|0],-1
45013,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1002201,250,1,0,0,-1,0,[0|0|0|0],-1
45013,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1002211,250,1,0,0,-1,0,[0|0|0|0],-1
45013,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1002221,250,1,0,0,-1,0,[0|0|0|0],-1
45013,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1002301,150,1,0,0,-1,0,[0|0|0|0],-1
45013,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1002311,150,1,0,0,-1,0,[0|0|0|0],-1
45013,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1002321,150,1,0,0,-1,0,[0|0|0|0],-1
45014,<Table> Polished Burning Scene,1,0,[0|0|0],5,1003001,250,1,0,0,-1,0,[0|0|0|0],-1
45014,<Table> Polished Burning Scene,1,0,[0|0|0],5,1003011,250,1,0,0,-1,0,[0|0|0|0],-1
45014,<Table> Polished Burning Scene,1,0,[0|0|0],5,1003021,250,1,0,0,-1,0,[0|0|0|0],-1
45014,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1003101,450,1,0,0,-1,0,[0|0|0|0],-1
45014,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1003111,450,1,0,0,-1,0,[0|0|0|0],-1
45014,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1003121,450,1,0,0,-1,0,[0|0|0|0],-1
45014,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1003201,150,1,0,0,-1,0,[0|0|0|0],-1
45014,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1003211,150,1,0,0,-1,0,[0|0|0|0],-1
45014,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1003221,150,1,0,0,-1,0,[0|0|0|0],-1
45014,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1003301,150,1,0,0,-1,0,[0|0|0|0],-1
45014,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1003311,150,1,0,0,-1,0,[0|0|0|0],-1
45014,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1003321,150,1,0,0,-1,0,[0|0|0|0],-1
45015,<Table> Polished Burning Scene,1,0,[0|0|0],5,1004001,150,1,0,0,-1,0,[0|0|0|0],-1
45015,<Table> Polished Burning Scene,1,0,[0|0|0],5,1004011,150,1,0,0,-1,0,[0|0|0|0],-1
45015,<Table> Polished Burning Scene,1,0,[0|0|0],5,1004021,150,1,0,0,-1,0,[0|0|0|0],-1
45015,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1004101,150,1,0,0,-1,0,[0|0|0|0],-1
45015,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1004111,150,1,0,0,-1,0,[0|0|0|0],-1
45015,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1004121,150,1,0,0,-1,0,[0|0|0|0],-1
45015,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1004201,450,1,0,0,-1,0,[0|0|0|0],-1
45015,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1004211,450,1,0,0,-1,0,[0|0|0|0],-1
45015,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1004221,450,1,0,0,-1,0,[0|0|0|0],-1
45015,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1004301,250,1,0,0,-1,0,[0|0|0|0],-1
45015,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1004311,250,1,0,0,-1,0,[0|0|0|0],-1
45015,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1004321,250,1,0,0,-1,0,[0|0|0|0],-1
45016,<Table> Polished Burning Scene,1,0,[0|0|0],5,1005001,450,1,0,0,-1,0,[0|0|0|0],-1
45016,<Table> Polished Burning Scene,1,0,[0|0|0],5,1005011,450,1,0,0,-1,0,[0|0|0|0],-1
45016,<Table> Polished Burning Scene,1,0,[0|0|0],5,1005021,450,1,0,0,-1,0,[0|0|0|0],-1
45016,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1005101,150,1,0,0,-1,0,[0|0|0|0],-1
45016,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1005111,150,1,0,0,-1,0,[0|0|0|0],-1
45016,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1005121,150,1,0,0,-1,0,[0|0|0|0],-1
45016,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1005201,250,1,0,0,-1,0,[0|0|0|0],-1
45016,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1005211,250,1,0,0,-1,0,[0|0|0|0],-1
45016,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1005221,250,1,0,0,-1,0,[0|0|0|0],-1
45016,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1005301,150,1,0,0,-1,0,[0|0|0|0],-1
45016,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1005311,150,1,0,0,-1,0,[0|0|0|0],-1
45016,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1005321,150,1,0,0,-1,0,[0|0|0|0],-1
45017,<Table> Polished Burning Scene,1,0,[0|0|0],5,1006001,150,1,0,0,-1,0,[0|0|0|0],-1
45017,<Table> Polished Burning Scene,1,0,[0|0|0],5,1006011,150,1,0,0,-1,0,[0|0|0|0],-1
45017,<Table> Polished Burning Scene,1,0,[0|0|0],5,1006021,150,1,0,0,-1,0,[0|0|0|0],-1
45017,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1006101,250,1,0,0,-1,0,[0|0|0|0],-1
45017,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1006111,250,1,0,0,-1,0,[0|0|0|0],-1
45017,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1006121,250,1,0,0,-1,0,[0|0|0|0],-1
45017,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1006201,150,1,0,0,-1,0,[0|0|0|0],-1
45017,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1006211,150,1,0,0,-1,0,[0|0|0|0],-1
45017,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1006221,150,1,0,0,-1,0,[0|0|0|0],-1
45017,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1006301,450,1,0,0,-1,0,[0|0|0|0],-1
45017,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1006311,450,1,0,0,-1,0,[0|0|0|0],-1
45017,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1006321,450,1,0,0,-1,0,[0|0|0|0],-1
45018,<Table> Polished Burning Scene,1,0,[0|0|0],5,1007001,250,1,0,0,-1,0,[0|0|0|0],-1
45018,<Table> Polished Burning Scene,1,0,[0|0|0],5,1007011,250,1,0,0,-1,0,[0|0|0|0],-1
45018,<Table> Polished Burning Scene,1,0,[0|0|0],5,1007021,250,1,0,0,-1,0,[0|0|0|0],-1
45018,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1007101,250,1,0,0,-1,0,[0|0|0|0],-1
45018,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1007111,250,1,0,0,-1,0,[0|0|0|0],-1
45018,<Table> Polished Drizzly Scene,1,0,[0|0|0],5,1007121,250,1,0,0,-1,0,[0|0|0|0],-1
45018,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1007201,250,1,0,0,-1,0,[0|0|0|0],-1
45018,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1007211,250,1,0,0,-1,0,[0|0|0|0],-1
45018,<Table> Polished Luminous Scene,1,0,[0|0|0],5,1007221,250,1,0,0,-1,0,[0|0|0|0],-1
45018,<Table> Polished Tranquil Scene,1,0,[0|0|0],5,1007301,250,1,0,0,-1,0,[0|0|0|0],-1
