ID,Name,camDistTarget,rotRangeMinX,lockRotXShiftRatio,chrOrgOffset_Y,chrLockRangeMaxRadius,camFovY,chrLockRangeMaxRadius_forD,chrLockRangeMaxRadius_forPD,closeMaxHeight,closeMinHeight,closeAngRange,closeMaxRadius,closeMaxRadius_forD,closeMaxRadius_forPD,bulletMaxRadius,bulletMaxRadius_forD,bulletMaxRadius_forPD,bulletAngRange,lockTgtKeepTime,chrTransChaseRateForNormal,pad,
1062,[Wylder] Ultimate,3.8,-20,0.38,1.1,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1063,[Wylder] Skill: Relic Followup,3.8,-40,0.38,1.45,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.25,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1064,Surge Sprint,4.5,-40,0.3,1.45,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1065,,3.8,-20,0.38,1.25,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.17,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1066,,9,-30,0,1.1,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.2,[0|0|0|0|0|0|64|64|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|64|0|0|0|0|0|0|64|64|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1067,[Guardian] Skill,3.8,-40,0.38,1.8,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1068,[Guardian] Ultimate,6,0,0.38,1,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|128|63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1069,Unused Special Jump Attacks,8.5,-40,0.38,0.25,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1070,,3.8,-40,0.38,1.45,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1071,,2.8,-20,0.38,1.35,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.05,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1072,,2,-30,0,3.1,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|64|0|0|0|192|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1073,,3.8,-40,0.38,1.45,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|205|204|204|63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1075,,3.8,0,0.38,1,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|128|63|0|0|0|0|0|0|128|63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1076,,3.8,0,0.38,1,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|128|191|0|0|0|191|0|0|128|63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1077,,3.8,-40,0.38,1.45,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|128|63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1078,,3.8,-40,0.38,1.45,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|82|184|150|192|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1080,[Undertaker] Ultimate,7,-70,0.38,0.5,15,55,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1081,[Undertaker] Trance Running,4.5,-40,0.3,1.45,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1082,,7,-70,0.38,0.5,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1100,,10,-30,0,1.1,15,58,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|64|0|0|0|0|0|0|64|64|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1101,,10,-30,0,1.1,15,68,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.2,[0|0|0|0|0|0|64|64|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|64|0|0|0|0|0|0|64|64|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1102,,10,-30,0,1.1,15,58,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|64|0|0|0|0|0|0|64|64|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1200,,4.5,-40,0.11,1.45,15,50,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1500,[Executor] Ultimate: As Beast Form,8.8,-40,0.38,2.2,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1501,,8.8,-40,0.38,2.2,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2031,,4.2,-45,0.5,1.45,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2110,,4.8,-30,0.5,1.65,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2120,,4.5,-25,0.38,1.55,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2121,,4.5,-30,0.38,1.55,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2122,,4.5,-50,0.38,1.55,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2130,,6.5,-20,0.6,1.55,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2150,Lightning Ball,5.5,-40,0,1.85,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2151,Lightning Ball,5.5,-40,0,1.85,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2200,,6,-20,0.3,1.45,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,10,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2201,,6,-40,0.3,2.05,15,50,-1,-1,0,0,0,0,0,0,15,10,6,20,10,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3010,,4.5,-40,0.3,1.87,15,54.5,-1,-1,0,0,0,0,0,0,15,10,6,20,2,0.2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3015,Banished Knight,3.8,-40,0.3,1.45,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3050,Commander Niall/O'Neill,4.2,-40,0.35,1.6,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3180,,3.8,-40,0.3,1.2,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3181,Red Wolf of Radagon,4.5,-40,0.5,1.66,15,50,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3204,,8.5,0,0.3,1.49,15,56,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3210,,3.8,-40,0.4,1.45,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3250,Draconic Tree Sentinel,4.5,-40,0.45,1.65,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3251,Tree Sentinel,4.5,-40,0.5,1.62,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3252,Loretta,4.5,-40,0.45,1.6,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3253,,5.5,-40,0.3,1.75,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3254,,5.5,-40,0.3,1.72,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3460,,4.6,-40,0.45,1.45,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3470,Large Albinauric,4.2,-40,0.35,1.6,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3560,Godskin Apostle,4.3,-40,0.2,1.55,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3561,Godskin Apostle,4.6,-40,0.2,1.55,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3562,Godskin Apostle,4.6,-40,0.1,1.6,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3570,Godskin Noble,4.5,-50,0.35,1.6,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3571,Godskin Noble,4.6,-50,0.2,1.58,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3600,Alabaster Lord,4.3,-40,0.35,1.58,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3620,Oracle Envoy (Large),4,-40,0.2,1.55,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3630,,4.2,-40,0.38,1.45,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3664,Cemetery Shade,4.3,-40,0.35,1.6,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3670,,4,-40,0.4,1.4,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3704,Battlemage,4.3,-40,0.3,1.52,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3810,Kindred of Rot,4.3,-40,0.45,1.52,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3910,Fire Prelate,4.5,-40,0.35,1.58,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3950,Man-Serpent,3.8,-40,0.38,1.45,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4020,Royal Revenant,4.5,-20,0.1,1.65,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4021,Royal Revenant,4.9,-20,0.3,1.67,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4022,Royal Revenant,5.5,-20,0.13,1.84,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4060,Kaiden Sellsword's Horse,3.8,-40,0.4,1.45,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4120,Demi-Human Chief,4.3,-40,0.3,1.53,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4130,Demi-Human Queen,4.7,-40,0.1,1.65,15,48,-1,-1,0,0,0,0,0,0,15,10,6,20,2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
