ID,Name,spEffectId,iconId,secondaryIconId,displayNumericValue,displayPercentageSymbol,numericValue,graceSpEffectId,
8440000,Improved Flask HP Restoration (+20%),8440000,21291,-1,3,1,20,-1
8440001,Improved Flask HP Restoration (+30%),8440001,21291,-1,3,1,30,-1
8440200,Gradual Restoration by Flask,8440200,21291,-1,2,0,0,-1
8450100,Ice Storm Surge Sprint,8450100,21222,-1,2,0,0,-1
8460200,Flame of Frenzy While Walking,8460200,21222,-1,2,0,0,-1
8460400,Violent Deluge of Star Rain While Walking,8460400,21222,-1,2,0,0,-1
8500000,More Runes From Defeated Enemies (+10%),8500000,21267,-1,3,1,10,-1
8500100,Rune of the Strong (10000 Runes),8500100,21730,-1,2,0,0,-1
8500101,Rune of the Strong (20000 Runes),8500101,21730,-1,2,0,0,-1
8500102,Rune of the Strong (30000 Runes),8500102,21730,-1,2,0,0,-1
8530200,Periodical Giant Glintblades,8530200,21222,-1,2,0,0,-1
8600300,Sudden Enemy Death upon Attacks,8600300,21206,-1,2,0,0,-1
8610000,HP Restoration upon Successive Attacks (+3%),8610000,21291,-1,3,0,3,-1
8610100,FP Restoration upon Successive Attacks (+10%),8610100,21292,-1,3,1,10,-1
8640000,Critical Hit HP Restoration (+10%),8640000,21291,-1,3,1,10,-1
8640100,Critical Hit FP Restoration (+10%),8640100,21292,-1,3,1,10,-1
8642000,Increased Enemy Damage after Critical Hit (+15%),8642000,21206,-1,3,1,15,-1
8650000,HP Recovery From Successful Guarding (+10),8650000,21291,-1,3,0,10,-1
8650100,FP Recovery From Successful Guarding (+2),8650100,21292,-1,3,0,2,-1
8660200,Critical Hits Inflict Blood Loss,8660200,21206,-1,2,0,0,-1
8660300,Creates Holy Ground at Low HP,8660300,21206,-1,2,0,0,-1
8700002,Poison & Rot Trigger Continuous HP Recovery (+7),8700002,21291,-1,3,0,7,-1
8710002,Blood Loss in Vicinity Increases Attack Power (+20%),8710002,21206,-1,3,1,20,-1
8970000,[Boss Raid] Traces of Grace-Given Lord,8970001,21720,-1,2,0,0,8970000
8970010,[Boss Raid] Integration of Intelligence,8970010,21721,-1,2,0,0,-1
8970020,[Boss Raid] Unifying Fate,8970020,21722,-1,2,0,0,-1
8970030,[Boss Raid] Demon's Plating,8970030,21723,-1,2,0,0,-1
8970040,[Boss Raid] Cold Mirage,8970040,21724,-1,2,0,0,-1
8970050,[Boss Raid] Beast's Hunt,8970050,21725,-1,2,0,0,-1
8970060,[Boss Raid] Power to Balance the World,8970060,21726,-1,2,0,0,-1
