ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,weight,unknown_1,sellValue,sortId,iconId,unknown_2,accessoryGroup,unknown_3,rarity,sortGroupId,unknown_4,unknown_5a,unknown_5b,isDrop,unknown_5d,unknown_5e,unknown_5f,unknown_5g,enableVisualCodex,unknown_6,spEffectId_1,spEffectId_2,spEffectId_3,endPadding,
1180,[Uncommon] Clarifying Horn Charm,1,0,[0|0|0],0.6,0,500,401230,18190,-1,1180,0,1,20,-1,1,0,1,0,0,0,0,1,0,311800,311801,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1190,[Uncommon] Prince of Death's Pustule,1,0,[0|0|0],0.6,0,500,401270,3220,-1,1190,0,1,20,-1,1,0,1,0,0,0,0,1,0,311900,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1200,[Uncommon] Mottled Necklace,1,0,[0|0|0],0.9,0,1000,401250,18210,-1,1200,0,1,20,-1,1,0,1,0,0,0,0,1,0,312000,312001,312002,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1210,[Uncommon] Bull-Goat's Talisman,1,0,[0|0|0],0.5,0,1000,405000,18220,-1,1210,0,1,60,-1,1,0,1,0,0,0,0,1,0,312100,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1230,[Uncommon] Warrior Jar Shard,1,0,[0|0|0],0.9,0,500,404040,18870,-1,1230,0,1,50,-1,1,0,1,0,0,0,0,1,0,312300,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1250,[Uncommon] Millicent's Prosthesis,1,0,[0|0|0],1.6,0,1000,406090,18890,-1,1250,0,1,70,-1,1,0,1,0,0,0,0,1,0,312500,312501,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2000,[Uncommon] Magic Scorpion Charm,1,0,[0|0|0],0.8,0,500,405020,18230,-1,2000,0,1,60,-1,1,0,1,0,0,0,0,1,0,320000,320001,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2010,[Uncommon] Lightning Scorpion Charm,1,0,[0|0|0],0.8,0,500,405040,18240,-1,2010,0,1,60,-1,1,0,1,0,0,0,0,1,0,320100,320101,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2020,[Uncommon] Fire Scorpion Charm,1,0,[0|0|0],0.8,0,500,405030,18250,-1,2020,0,1,60,-1,1,0,1,0,0,0,0,1,0,320200,320201,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2030,[Uncommon] Sacred Scorpion Charm,1,0,[0|0|0],0.8,0,500,405050,18260,-1,2030,0,1,60,-1,1,0,1,0,0,0,0,1,0,320300,320301,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2040,[Uncommon] Red-Feathered Branchsword,1,0,[0|0|0],1.4,0,500,406020,18270,-1,2040,0,1,70,-1,1,0,1,0,0,0,0,1,0,320400,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2050,[Uncommon] Ritual Sword Talisman,1,0,[0|0|0],0.9,0,500,406040,18280,-1,2050,0,1,70,-1,1,0,1,0,0,0,0,1,0,320500,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2060,[Uncommon] Spear Talisman,1,0,[0|0|0],0.5,0,500,402050,18290,-1,2060,0,1,30,-1,1,0,1,0,0,0,0,1,0,320600,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2070,[Uncommon] Hammer Talisman,1,0,[0|0|0],0.9,0,500,402040,18300,-1,2070,0,1,30,-1,1,0,1,0,0,0,0,1,0,320700,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2080,[Uncommon] Winged Sword Insignia,1,0,[0|0|0],1.4,0,500,406080,18310,-1,2080,0,1,70,-1,1,0,1,0,0,0,0,1,0,320800,320801,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2090,[Uncommon] Dagger Talisman,1,0,[0|0|0],1.1,0,500,402000,18320,-1,2090,0,1,30,-1,1,0,1,0,0,0,0,1,0,320900,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2100,[Uncommon] Arrow's Reach Talisman,1,0,[0|0|0],0.7,0,500,402100,18330,-1,2100,0,1,30,-1,1,0,1,0,0,0,0,1,0,321000,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2120,[Uncommon] Twinblade Talisman,1,0,[0|0|0],0.7,0,500,402020,18360,-1,2120,0,1,30,-1,1,0,1,0,0,0,0,1,0,321200,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2130,[Uncommon] Axe Talisman,1,0,[0|0|0],0.8,0,500,402030,18370,-1,2130,0,1,30,-1,1,0,1,0,0,0,0,1,0,321300,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2150,[Uncommon] Arrow's Sting Talisman,1,0,[0|0|0],0.7,0,500,402090,18340,-1,2150,0,1,30,-1,1,0,1,0,0,0,0,1,0,321500,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2160,[Uncommon] Lord of Blood's Exultation,1,0,[0|0|0],0.9,0,500,406120,18390,-1,2160,0,1,70,-1,1,0,1,0,0,0,0,1,0,321600,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2170,[Uncommon] Kindred of Rot's Exultation,1,0,[0|0|0],0.9,0,500,406110,18400,-1,2170,0,1,70,-1,1,0,1,0,0,0,0,1,0,321700,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2180,[Uncommon] Claw Talisman,1,0,[0|0|0],0.7,0,500,402070,18800,-1,2180,0,1,30,-1,1,0,1,0,0,0,0,1,0,321800,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2190,[Uncommon] Roar Medallion,1,0,[0|0|0],0.7,0,500,404000,18810,-1,2190,0,1,50,-1,1,0,1,0,0,0,0,1,0,321900,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2200,[Uncommon] Curved Sword Talisman,1,0,[0|0|0],0.7,0,500,402010,18820,-1,2200,0,1,30,-1,1,0,1,0,0,0,0,1,0,322000,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2210,[Uncommon] Companion Jar,1,0,[0|0|0],0.6,0,500,404010,18830,-1,2210,0,1,50,-1,1,0,1,0,0,0,0,1,0,322100,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2220,[Uncommon] Perfumer's Talisman,1,0,[0|0|0],0.6,0,500,404020,18840,-1,2220,0,1,50,-1,1,0,1,0,0,0,0,1,0,322200,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3000,[Uncommon] Graven-School Talisman,1,0,[0|0|0],0.7,0,1000,403000,18410,-1,3000,0,1,40,-1,1,0,1,0,0,0,0,1,0,330000,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3040,[Uncommon] Faithful's Canvas Talisman,1,0,[0|0|0],0.7,0,1000,403020,18440,-1,3040,0,1,40,-1,1,0,1,0,0,0,0,1,0,330400,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3060,[Rare] Old Lord's Talisman,1,0,[0|0|0],0.5,0,1000,403060,18460,-1,3060,0,2,40,17,1,0,1,0,0,0,0,1,0,330600,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3070,[Rare] Radagon Icon,1,0,[0|0|0],0.7,0,1000,403070,18470,-1,3070,0,2,40,17,1,0,1,0,0,0,0,1,0,330700,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3080,[Uncommon] Primal Glintstone Blade,1,0,[0|0|0],0.6,0,2000,403040,18480,-1,3080,0,1,40,-1,1,0,1,0,0,0,0,1,0,330800,330801,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3090,[Rare] Godfrey Icon,1,0,[0|0|0],0.8,0,1000,404060,18860,-1,3090,0,2,50,17,1,0,1,0,0,0,0,1,0,330900,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4000,[Uncommon] Dragoncrest Shield Talisman,1,0,[0|0|0],0.8,0,100,401000,18490,-1,4000,0,1,20,-1,1,0,1,0,0,0,0,1,0,340000,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4010,[Uncommon] Spelldrake Talisman,1,0,[0|0|0],0.6,0,100,401040,18500,-1,4010,0,1,20,-1,1,0,1,0,0,0,0,1,0,340100,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4020,[Uncommon] Flamedrake Talisman,1,0,[0|0|0],0.6,0,100,401070,18510,-1,4020,0,1,20,-1,1,0,1,0,0,0,0,1,0,340200,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4030,[Uncommon] Boltdrake Talisman,1,0,[0|0|0],0.6,0,100,401100,18520,-1,4030,0,1,20,-1,1,0,1,0,0,0,0,1,0,340300,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4040,[Uncommon] Haligdrake Talisman,1,0,[0|0|0],0.6,0,100,401130,18530,-1,4040,0,1,20,-1,1,0,1,0,0,0,0,1,0,340400,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4050,[Uncommon] Pearldrake Talisman,1,0,[0|0|0],0.9,0,100,401160,18540,-1,4050,0,1,20,-1,1,0,1,0,0,0,0,1,0,340500,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4070,[Uncommon] Crucible Feather Talisman,1,0,[0|0|0],0.8,0,1000,405070,18560,-1,4070,0,1,60,-1,1,0,1,0,0,0,0,1,0,340700,340701,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4080,[Uncommon] Blue-Feathered Branchsword,1,0,[0|0|0],1.1,0,500,406030,18570,-1,4080,0,1,70,-1,1,0,1,0,0,0,0,1,0,340800,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4090,[Uncommon] Ritual Shield Talisman,1,0,[0|0|0],0.9,0,500,406050,18580,-1,4090,0,1,70,-1,1,0,1,0,0,0,0,1,0,340900,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4100,[Uncommon] Greatshield Talisman,1,0,[0|0|0],0.9,0,500,402080,18590,-1,4100,0,1,30,-1,1,0,1,0,0,0,0,1,0,341000,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5000,[Uncommon] Crimson Seed Talisman,1,0,[0|0|0],0.8,0,1000,400030,18610,-1,5000,0,1,10,-1,1,0,1,0,0,0,0,1,0,350000,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5020,[Uncommon] Blessed Dew Talisman,1,0,[0|0|0],0.6,0,1000,400040,18630,-1,5020,0,1,10,-1,1,0,1,0,0,0,0,1,0,350200,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5030,[Uncommon] Taker's Cameo,1,0,[0|0|0],1,0,1000,406130,18640,-1,5030,0,1,70,-1,1,0,1,0,0,0,0,1,0,350300,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5040,[Uncommon] Godskin Swaddling Cloth,1,0,[0|0|0],0.9,0,1000,406100,18650,-1,5040,0,1,70,-1,1,0,1,0,0,0,0,1,0,350400,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5050,[Uncommon] Assassin's Crimson Dagger,1,0,[0|0|0],0.8,0,1500,406060,18660,-1,5050,0,1,70,-1,1,0,1,0,0,0,0,1,0,350500,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5060,[Uncommon] Assassin's Cerulean Dagger,1,0,[0|0|0],0.8,0,1500,406070,18670,-1,5060,0,1,70,-1,1,0,1,0,0,0,0,1,0,350600,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
6020,[Uncommon] Carian Filigreed Crest,1,0,[0|0|0],0.8,0,1000,404030,18700,-1,6020,0,1,50,-1,1,0,1,0,0,0,0,1,0,360200,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
6070,[Rare] Sacrificial Twig,1,0,[0|0|0],1,0,1000,407070,18750,-1,6070,0,2,80,-1,1,0,1,0,0,0,0,1,0,360700,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
6110,[Rare] Ancestral Spirit's Horn,1,0,[0|0|0],1.2,0,500,406140,18880,-1,6110,0,2,70,-1,1,0,1,0,0,0,0,1,0,361100,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7000,[Unique] Symbol of Avarice,0,0,[0|0|0],0,0,-1,407000,18900,-1,7000,0,9,80,-1,1,0,1,0,0,0,0,0,0,370000,370001,370002,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9000,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9000,0,1,10,-1,1,0,1,0,0,0,0,0,0,8000000,8020000,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9001,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9001,0,1,10,-1,1,0,1,0,0,0,0,0,0,-1,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9002,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9002,0,1,10,-1,1,0,1,0,0,0,0,0,0,-1,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9010,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9010,0,1,10,-1,1,0,1,0,0,0,0,0,0,8000000,8020000,8100000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9011,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9011,0,1,10,-1,1,0,1,0,0,0,0,0,0,8100000,8200000,8370000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9012,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9012,0,1,10,-1,1,0,1,0,0,0,0,0,0,8410100,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9020,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9020,0,1,10,-1,1,0,1,0,0,0,0,0,0,8000000,8020000,8100000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9021,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9021,0,1,10,-1,1,0,1,0,0,0,0,0,0,8100000,8200000,8370000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9022,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9022,0,1,10,-1,1,0,1,0,0,0,0,0,0,8410100,8000001,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9100,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9100,0,1,10,-1,1,0,1,0,0,0,0,0,0,8000000,8020000,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9101,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9101,0,1,10,-1,1,0,1,0,0,0,0,0,0,-1,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9102,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9102,0,1,10,-1,1,0,1,0,0,0,0,0,0,-1,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9110,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9110,0,1,10,-1,1,0,1,0,0,0,0,0,0,8000000,8020000,8100000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9111,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9111,0,1,10,-1,1,0,1,0,0,0,0,0,0,8100000,8200000,8370000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9112,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9112,0,1,10,-1,1,0,1,0,0,0,0,0,0,8410100,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9120,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9120,0,1,10,-1,1,0,1,0,0,0,0,0,0,8000000,8020000,8100000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9121,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9121,0,1,10,-1,1,0,1,0,0,0,0,0,0,8100000,8200000,8370000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9122,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9122,0,1,10,-1,1,0,1,0,0,0,0,0,0,8410100,8000001,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9200,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9200,0,1,10,-1,1,0,1,0,0,0,0,0,0,8000000,8020000,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9201,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9201,0,1,10,-1,1,0,1,0,0,0,0,0,0,-1,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9202,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9202,0,1,10,-1,1,0,1,0,0,0,0,0,0,-1,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9210,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9210,0,1,10,-1,1,0,1,0,0,0,0,0,0,8000000,8020000,8100000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9211,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9211,0,1,10,-1,1,0,1,0,0,0,0,0,0,8100000,8200000,8370000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9212,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9212,0,1,10,-1,1,0,1,0,0,0,0,0,0,8410100,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9220,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9220,0,1,10,-1,1,0,1,0,0,0,0,0,0,8000000,8020000,8100000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9221,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9221,0,1,10,-1,1,0,1,0,0,0,0,0,0,8100000,8200000,8370000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9222,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9222,0,1,10,-1,1,0,1,0,0,0,0,0,0,8410100,8000001,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9300,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9300,0,1,10,-1,1,0,1,0,0,0,0,0,0,8000000,8020000,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9301,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9301,0,1,10,-1,1,0,1,0,0,0,0,0,0,-1,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9302,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9302,0,1,10,-1,1,0,1,0,0,0,0,0,0,-1,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9310,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9310,0,1,10,-1,1,0,1,0,0,0,0,0,0,8000000,8020000,8100000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9311,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9311,0,1,10,-1,1,0,1,0,0,0,0,0,0,8100000,8200000,8370000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9312,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9312,0,1,10,-1,1,0,1,0,0,0,0,0,0,8410100,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9320,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9320,0,1,10,-1,1,0,1,0,0,0,0,0,0,8000000,8020000,8100000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9321,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9321,0,1,10,-1,1,0,1,0,0,0,0,0,0,8100000,8200000,8370000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9322,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9322,0,1,10,-1,1,0,1,0,0,0,0,0,0,8410100,8000001,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9400,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9400,0,1,10,-1,1,0,1,0,0,0,0,0,0,8000000,8020000,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9401,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9401,0,1,10,-1,1,0,1,0,0,0,0,0,0,-1,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9402,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9402,0,1,10,-1,1,0,1,0,0,0,0,0,0,-1,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9410,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9410,0,1,10,-1,1,0,1,0,0,0,0,0,0,8000000,8020000,8100000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9411,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9411,0,1,10,-1,1,0,1,0,0,0,0,0,0,8100000,8200000,8370000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9412,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9412,0,1,10,-1,1,0,1,0,0,0,0,0,0,8410100,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9420,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9420,0,1,10,-1,1,0,1,0,0,0,0,0,0,8000000,8020000,8100000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9421,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9421,0,1,10,-1,1,0,1,0,0,0,0,0,0,8100000,8200000,8370000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9422,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9422,0,1,10,-1,1,0,1,0,0,0,0,0,0,8410100,8000001,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9500,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9500,0,1,10,-1,1,0,1,0,0,0,0,0,0,8000000,8020000,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9501,,1,0,[0|0|0],0.3,0,100,400000,18000,-1,9501,0,1,10,-1,1,0,1,0,0,0,0,0,0,-1,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
