ID,Name,edgeColorA,frontColorA,diffMulColorA,specMulColorA,lightColorA,edgeColorR,edgeColorG,edgeColorB,frontColorR,frontColorG,frontColorB,diffMulColorR,diffMulColorG,diffMulColorB,specMulColorR,specMulColorG,specMulColorB,lightColorR,lightColorG,lightColorB,reserve,alpha,blendRate,blendType,isEdgeSubtract,isFrontSubtract,isNo2Pass,edgePower,glowScale,
821,,10,10,1,1,0,70,70,50,30,30,20,255,255,255,255,255,255,255,255,255,0,1,1,0,0,0,0,0.72,0
830,,3,5,1,1,0,255,255,200,0,0,0,255,255,255,255,255,255,255,255,255,0,1,1,0,0,0,0,1.2,0
831,,0,5,1,1,0,255,255,200,0,0,0,255,255,255,255,255,255,255,255,255,0,1,1,0,0,0,0,1.2,0
840,,10,10,0.5,1,0,100,100,110,0,0,0,255,255,255,255,255,255,255,255,255,0,1,1,0,0,0,0,0.6,0
890,,10,10,1,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,1,1,0,0,0,0,1.2,0
891,,10,10,1,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,0.001,1,0,0,0,0,1.2,0
900,,1.3,0.8,0.099999994,0,0,255,255,255,0,0,0,255,255,255,0,0,0,0,0,0,0,0.6,1,0,0,0,0,1.2,0.2
901,,2.6,0.8,0.099999994,0,0,255,255,255,0,0,0,255,255,255,0,0,0,0,0,0,0,0.6,1,0,0,0,0,1.2,0.2
902,,3.9,0.8,0.29999998,0,0,255,100,100,0,0,0,160,100,100,0,0,0,0,0,0,0,0.6,1,0,0,0,0,1.2,0.2
910,,1.3,0.8,0.099999994,0,0,255,255,255,0,0,0,255,255,255,0,0,0,0,0,0,0,0.6,1,0,0,0,0,1.2,0.2
920,,1.95,0.8,0.099999994,0,0,255,245,210,0,0,0,255,255,255,0,0,0,0,0,0,0,0.6,1,0,0,0,0,1.2,0.4
921,,2.5,0.8,0.099999994,0,0,255,245,220,0,0,0,255,255,255,0,0,0,0,0,0,0,0.65,1,0,0,0,0,1.2,0.5
922,,3.9,0.8,0.29999998,0,0,255,100,100,0,0,0,160,100,100,0,0,0,0,0,0,0,0.6,1,0,0,0,0,1.2,0.2
930,,1.95,0.8,0.099999994,0,0,255,245,210,0,0,0,255,255,255,0,0,0,0,0,0,0,0.6,1,0,0,0,0,1.2,0.4
940,,2.6,0.8,0.099999994,0,0,255,235,195,0,0,0,255,255,255,0,0,0,0,0,0,0,0.75,1,0,0,0,0,1.2,0.2
950,,0.9,0.9,0.3,0,0,0,0,0,200,0,30,160,100,100,0,0,0,0,0,0,0,0.8,1,0,0,0,0,8,0.2
998,,0,10,2,1,0,255,255,255,30,30,30,225,215,225,255,255,255,255,255,255,0,1,1,0,0,0,0,8,0
999,,10,10,1,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,1,1,0,0,0,0,1.2,0
