ID,Name,unknown_1,sortGroupId,artsSpeedType,unknown_3a,isRefRightArts,isGrayOutLeftHand,isGrayOutRightHand,isGrayOutBothHand,enableSparringGrounds,swordArtsType,sortId,textId,useMagicPoint_L1,useMagicPoint_L2,useMagicPoint_R1,useMagicPoint_R2,isStartSkill_Duchess,isStartSkill_Wylder,isStartSkill_Executor,isStartSkill_Guardian,isStartSkill_Raider,isStartSkill_Revenant,isStartSkill_Ironeye,isStartSkill_Recluse,defaultWepAttr,iconId,aiUsageId,usabilityTextId,atkParamId,sparringGroundsWeaponId,sparringGroundsEventFlagId,unknown_4a,unknown_4b,unknown_4c,isStartSkill_Scholar,unknown_4e,unknown_4f,unknown_4g,isStartSkill_Undertaker,endPadding,
106,[Standard] Stamp (Upward Cut),1,10,1,0,1,1,0,0,1,6,0,106,-1,5,-1,8,0,0,0,0,0,0,0,0,0,8305,12001100,63003,300000290,3000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
107,[Standard] Stamp (Sweep),1,10,1,0,1,1,0,0,1,7,10,107,-1,5,-1,8,0,0,0,0,0,0,0,0,0,8306,12001100,63003,300000891,3000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
108,[Blood] Blood Tax,1,90,1,0,1,1,0,0,1,8,9020,108,-1,14,-1,-1,0,0,0,0,0,0,0,0,11,8307,12000000,63004,300000310,5020000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
109,[Standard] Repeating Thrust,1,20,1,0,1,1,0,0,1,9,1030,109,-1,7,-1,-1,0,0,0,0,0,0,0,0,0,8308,12000000,63004,300000530,5020000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
110,[Standard] Wild Strikes,1,10,1,0,1,1,0,0,1,10,20,110,-1,2,10,15,0,0,0,0,0,0,0,0,0,8309,12004004,63043,301400800,14000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
111,[Standard] Spinning Strikes,1,30,1,0,1,1,0,0,1,11,2020,111,-1,2,10,15,0,0,0,0,0,0,0,0,0,8310,12004003,63025,300000910,18000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
112,[Standard] Double Slash,1,20,1,0,1,1,0,0,1,12,1040,112,-1,6,-1,3,0,0,0,0,0,0,0,0,0,8311,11001203,63006,300000170,7000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
113,[Fire] Prelate's Charge,1,50,2,0,1,1,0,0,1,13,5000,113,-1,7,-1,7,0,0,0,0,0,0,0,0,5,8312,11003000,63007,300000830,12000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
114,[Standard] Unsheathe,1,20,1,0,1,1,0,0,1,14,1060,114,-1,0,10,15,0,0,0,0,0,0,0,0,0,8313,11004003,63008,300000560,9000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
115,[Standard] Square Off,1,30,1,0,1,1,0,0,1,15,2000,115,-1,0,6,8,0,0,0,0,0,0,0,0,0,8314,11004003,63009,300000700,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
116,[Standard] Giant Hunt,1,30,1,0,1,1,0,0,1,16,2030,116,-1,16,-1,-1,0,0,0,0,0,0,0,0,0,8315,11000000,63010,301700910,17060000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
117,[Standard] Torch Attack,0,140,2,0,0,0,1,1,1,17,13000,117,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,8495,12000004,63052,-1,24000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
118,[Magic] Loretta's Slash,1,40,1,0,1,1,0,0,1,18,3060,118,-1,14,-1,-1,0,0,0,0,0,0,0,0,8,8316,11000000,63024,301000441,10000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
119,[Poison] Poison Moth Flight,1,90,1,0,1,1,0,0,1,19,8010,119,-1,7,-1,-1,1,0,1,0,0,0,0,0,10,8317,12000000,63011,300000450,1000000,0,0,0,0,1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
120,[Magic] Spinning Weapon,1,40,1,0,1,1,0,0,1,20,3050,120,-1,12,-1,-1,0,0,0,0,0,0,0,0,8,8318,12004005,63012,300000540,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
121,,0,255,2,0,1,1,0,0,0,21,30000,121,-1,14,-1,-1,0,0,0,0,0,0,0,0,0,0,11004000,-1,-1,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
122,[Standard] Storm Assault,1,30,2,0,1,1,0,0,1,22,2050,122,-1,22,-1,-1,0,0,0,0,0,0,0,0,0,8319,12000000,63013,300000460,18000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
123,[Standard] Stormcaller,1,30,2,0,1,1,0,0,1,23,2060,123,-1,9,-1,11,0,0,0,0,0,0,0,0,0,8320,12001202,63014,300000640,18000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
124,[Standard] Sword Dance,1,20,1,0,1,1,0,0,1,24,1050,124,-1,6,-1,6,0,0,0,0,0,0,0,0,0,8321,11000000,63015,300000470,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
125,[Standard] Spinning Chain,1,10,2,0,1,1,0,0,1,25,140,125,-1,8,8,10,0,0,0,0,0,0,0,0,0,8496,12004004,63051,300000900,13010000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
200,[Magic] Glintblade Phalanx,1,40,2,0,1,1,0,0,1,50,3020,200,-1,10,-1,4,1,1,1,1,0,0,0,0,8,8330,11001101,63037,300200867,2000000,0,0,0,0,1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
201,[Holy] Sacred Blade,1,80,2,0,1,1,0,0,1,51,7000,201,-1,19,-1,-1,1,1,1,1,1,0,0,0,7,8331,11000000,63044,300000160,2000000,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
202,[Frost] Ice Spear,1,90,2,0,1,1,0,0,1,52,10000,202,-1,15,-1,-1,0,0,0,0,0,0,0,0,9,8332,10000000,63016,300200075,16010000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
203,[Magic] Glintstone Pebble,1,40,2,0,1,1,0,0,1,53,3010,203,-1,8,-1,4,0,0,0,0,0,0,0,0,8,8333,11001102,63037,300200890,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
204,[Blood] Bloody Slash,1,90,1,0,1,1,0,0,1,54,9010,204,-1,6,-1,-1,0,0,0,0,0,0,0,0,11,8334,11000000,63022,300000055,9000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
205,[Blood] Lifesteal Fist,1,120,1,0,1,1,0,0,1,55,11010,205,-1,14,-1,-1,0,0,0,0,0,0,0,0,11,8335,12000000,63017,300000025,21000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
207,[Fire] Eruption,1,50,2,0,1,1,0,0,1,56,4020,207,-1,14,-1,-1,0,1,0,0,1,0,0,0,5,8336,12000000,63039,300000040,12000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
208,[Holy] Prayerful Strike,1,80,2,0,1,1,0,0,1,57,7010,208,-1,20,-1,-1,0,1,0,0,1,0,0,0,7,8337,12000000,63018,301200820,12000000,0,0,0,0,0,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
209,[Magic] Gravitas,1,40,2,0,1,1,0,0,1,58,3070,209,-1,13,-1,-1,0,1,1,1,1,0,0,0,8,8338,11000000,63019,30300850,8020000,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
210,[Standard] Storm Blade,1,30,1,0,1,1,0,0,1,59,2040,210,-1,10,-1,6,0,0,0,0,0,0,0,0,0,8339,10001200,63020,300000410,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
212,[Standard] Earthshaker,1,10,2,0,1,1,0,0,1,61,80,212,-1,10,-1,5,0,0,0,0,0,0,0,0,0,8340,11001103,63050,300000320,12000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
213,[Holy] Golden Land,1,80,2,0,1,1,0,0,1,62,7050,213,-1,16,-1,5,0,0,0,0,0,0,0,0,7,8341,11001103,63050,300000550,12000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
214,[Fire] Flaming Strike,1,50,1,0,1,1,0,0,1,63,4000,214,-1,4,-1,10,1,1,1,1,0,1,0,0,5,8342,12001103,63045,300200821,2000000,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
216,[Lightning] Thunderbolt,1,50,2,0,1,1,0,0,1,64,6000,216,-1,10,-1,10,1,1,1,1,1,1,0,0,6,8343,10001200,63042,301600840,16010000,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
217,[Lightning] Lightning Slash,1,50,1,0,1,1,0,0,1,65,6010,217,-1,10,-1,-1,1,1,1,0,1,0,0,0,6,8344,12000000,63021,300000370,9000000,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
218,[Magic] Carian Grandeur,1,40,2,0,1,1,0,0,1,66,3040,218,-1,26,-1,-1,0,0,0,0,0,0,0,0,8,8345,12002000,63022,300200870,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
219,[Magic] Carian Greatsword,1,40,2,0,1,1,0,0,1,67,3030,219,-1,16,-1,-1,0,0,0,0,0,0,0,0,8,8346,12002000,63022,300200910,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
220,[Standard] Vacuum Slice,1,30,2,0,1,1,0,0,1,68,2080,220,-1,14,-1,-1,0,0,0,0,0,0,0,0,0,8347,10000000,63049,300000415,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
221,[Fire] Black Flame Tornado,1,50,2,0,1,1,0,0,1,69,5010,221,-1,30,-1,-1,0,0,0,0,0,0,0,0,5,8348,12002000,63024,300000300,10000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
222,[Holy] Sacred Ring of Light,1,80,2,0,1,1,0,0,1,70,7020,222,-1,9,-1,9,0,0,0,0,0,0,0,0,7,8349,11001201,63025,300000571,19000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
223,[Specific] Firebreather,0,200,2,0,0,0,0,0,1,71,20830,223,-1,8,-1,-1,0,0,0,0,0,0,0,0,0,8497,11003000,63099,300000590,24020000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
224,[Blood] Blood Blade,1,90,1,0,1,1,0,0,1,72,9000,224,-1,3,-1,3,1,0,1,0,0,0,0,0,11,8350,11001201,63026,300000631,9000000,0,0,0,0,1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
225,[Standard] Phantom Slash,1,30,1,0,1,1,0,0,1,73,2090,225,-1,8,-1,8,0,0,0,0,0,0,0,0,0,8351,11001002,63027,301805000,18000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
226,[Standard] Spectral Lance,1,120,2,0,1,1,0,0,1,74,11000,226,-1,9,-1,-1,0,0,0,0,0,0,0,0,0,8352,10000000,63028,300000870,16010000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
227,[Frost] Chilling Mist,1,90,2,0,1,1,0,0,1,75,10010,227,-1,14,-1,-1,1,1,1,1,1,0,0,0,9,8353,11000000,63044,300000161,2000000,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
228,[Poison] Poisonous Mist,1,90,2,0,1,1,0,0,1,76,8000,228,-1,14,-1,-1,1,1,1,1,1,0,0,0,10,8354,11000000,63044,300000162,2000000,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
300,[Standard] Shield Bash,1,140,2,0,0,0,0,0,1,90,13050,300,-1,10,-1,-1,0,0,0,0,0,0,0,0,0,8360,42000000,63041,300000670,32300000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
301,[Standard] Barricade Shield,1,140,2,0,0,0,0,0,1,91,13070,301,-1,12,-1,-1,0,0,0,0,0,0,0,0,0,8361,42000000,63041,-1,31330000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
302,[Standard] Parry,1,140,2,0,0,0,0,0,1,92,13020,302,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,8362,42000000,63047,-1,31330000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
303,[Standard] Buckler Parry,1,140,2,0,0,0,0,0,1,93,13010,303,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,8498,42000000,63054,-1,30090000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
305,[Magic] Carian Retaliation,1,140,2,0,0,0,0,0,1,95,13090,305,-1,8,-1,-1,0,0,0,0,0,0,0,0,8,8363,42000000,63030,-1,31330000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
306,[Standard] Storm Wall,1,140,2,0,0,0,0,0,1,96,13040,306,-1,3,-1,-1,0,0,0,0,0,0,0,0,0,8364,42000000,63030,-1,31330000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
307,[Holy] Golden Parry,1,140,2,0,0,0,0,0,1,97,13030,307,-1,4,-1,-1,0,0,0,0,0,0,0,0,7,8365,42000000,63030,-1,31330000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
308,[Standard] Shield Crash,1,140,2,0,0,0,0,0,1,98,13060,308,-1,12,-1,-1,0,0,0,0,0,0,0,0,0,8366,11003000,63041,300000781,32300000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
309,[Magic] Thops's Barrier,1,140,2,0,0,0,0,0,1,99,13080,309,-1,0,-1,-1,0,0,0,0,0,0,0,0,8,8368,42000000,63030,-1,31330000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
400,[Standard] Through and Through,1,130,2,0,1,1,0,0,1,100,12010,400,-1,0,9,9,0,0,0,0,0,0,0,0,0,8380,10004200,63032,5100870,42040000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
401,[Standard] Barrage,1,130,2,0,1,1,0,0,1,101,12020,401,-1,0,2,2,0,0,0,0,0,0,0,0,0,8381,10004100,63053,5000820,40000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
402,[Standard] Mighty Shot,1,130,2,0,1,1,0,0,1,102,12000,402,-1,0,6,6,0,0,0,0,0,0,0,0,0,8382,10004100,63053,5000810,41000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
404,[Standard] Enchanted Shot,1,130,2,0,1,1,0,0,1,103,12040,404,-1,0,8,8,0,0,0,0,0,0,0,0,0,8383,10004100,63053,5000830,41000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
405,[Standard] Sky Shot,1,130,2,0,1,1,0,0,1,108,12030,405,-1,0,3,3,0,0,0,0,0,0,0,0,0,8384,10004200,63053,5000840,41000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
406,[Standard] Rain of Arrows,1,130,2,0,1,1,0,0,1,105,12050,406,-1,0,20,20,0,0,0,0,0,0,1,0,0,8385,10004200,63034,5000850,41000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
407,,0,255,2,0,1,1,0,0,0,106,30000,407,-1,0,8,8,0,0,0,0,0,0,0,0,0,0,10004100,-1,-1,41000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
501,[Frost] Hoarfrost Stomp,1,90,2,0,1,1,0,0,1,110,10020,501,-1,10,-1,-1,1,1,1,1,1,1,0,0,9,8400,11001200,63042,30300860,2000000,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
502,[Standard] Storm Stomp,1,30,2,0,1,1,0,0,1,111,2070,502,-1,6,-1,-1,1,1,1,1,1,1,0,0,0,8401,12000000,63042,30300870,2000000,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
503,[Standard] Kick,1,10,2,0,1,1,0,0,1,112,50,503,-1,0,-1,-1,1,1,1,1,1,1,0,0,0,8402,12000004,63042,301100800,2000000,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
504,[Lightning] Lightning Ram,1,50,1,0,1,1,0,0,1,113,6020,504,-1,5,-1,5,0,0,0,0,0,0,0,0,6,8403,12000000,63042,300000710,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
505,[Fire] Flame of the Redmanes,1,50,1,0,1,1,0,0,1,114,4010,505,-1,14,-1,-1,0,0,0,0,0,0,0,0,5,8404,11000000,63042,30020930,7000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
506,[Standard] Ground Slam,1,10,2,0,1,1,0,0,1,115,70,506,-1,14,-1,-1,0,0,0,0,0,0,0,0,0,8405,11000000,63042,300000790,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
507,[Holy] Golden Slam,1,80,2,0,1,1,0,0,1,116,7060,507,-1,22,-1,-1,0,0,0,0,0,0,0,0,7,8406,11000000,63042,300000800,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
508,[Magic] Waves of Darkness,1,40,2,0,1,1,0,0,1,117,3080,508,-1,16,-1,5,0,0,0,0,0,0,0,0,8,8407,11001103,63050,300000810,12000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
509,[Standard] Hoarah Loux's Earthshaker,1,10,2,0,1,1,0,0,1,118,90,509,-1,16,-1,16,0,0,0,0,0,0,0,0,0,8408,11000000,63042,300000880,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
600,[Standard] Determination,1,30,1,0,1,1,0,0,1,130,2100,600,-1,10,-1,-1,1,1,1,1,1,1,0,0,0,8420,30010000,63042,-1,2000000,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
601,[Standard] Royal Knight's Resolve,1,30,1,0,1,1,0,0,1,131,2110,601,-1,15,-1,-1,0,0,0,0,0,0,0,0,0,8421,30010000,63042,-1,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
602,[Standard] Assassin's Gambit,1,120,2,0,1,1,0,0,1,132,11030,602,-1,5,-1,-1,0,0,0,0,0,0,0,0,0,8422,30000000,63036,-1,1000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
603,[Holy] Golden Vow,1,80,2,0,1,1,0,0,1,133,7070,603,-1,40,-1,-1,0,0,0,0,0,0,0,0,7,8423,30000000,63042,-1,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
604,[Holy] Sacred Order,1,80,2,0,1,1,0,0,1,134,7030,604,-1,18,-1,-1,0,0,0,0,0,0,0,0,7,8424,30010000,63042,-1,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
605,[Holy] Shared Order,1,80,2,0,1,1,0,0,1,135,7040,605,-1,20,-1,-1,0,0,0,0,0,0,0,0,7,8425,30010000,63042,-1,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
606,[Blood] Seppuku,1,90,2,0,1,1,0,0,1,136,9030,606,-1,4,-1,-1,0,1,1,1,0,0,0,0,11,8426,30010000,63046,-1,9000000,0,0,0,0,1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
607,[Standard] Cragblade,1,10,2,0,1,1,0,0,1,137,40,607,-1,16,-1,-1,0,0,0,0,0,0,0,0,0,8427,30010000,63038,300000860,4000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
650,[Standard] Barbaric Roar,1,10,1,0,1,1,0,0,1,140,110,650,-1,16,-1,-1,0,0,0,0,0,0,0,0,0,8440,30010000,63040,-1,14000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
651,[Standard] War Cry,1,10,1,0,1,1,0,0,1,141,100,651,-1,16,-1,-1,0,0,0,0,0,0,0,0,0,8441,30010000,63040,-1,14000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
652,[Standard] Beast's Roar,1,20,2,0,1,1,0,0,1,142,1100,652,-1,10,-1,-1,0,0,0,0,0,0,0,0,0,8442,10000000,63042,300000840,14000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
653,[Standard] Troll's Roar,1,10,2,0,1,1,0,0,1,143,130,653,-1,16,-1,6,0,0,0,0,0,0,0,0,0,8443,30010002,63039,300000850,4000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
654,[Standard] Braggart's Roar,1,10,2,0,1,1,0,0,1,144,120,654,-1,16,-1,-1,0,0,0,0,0,0,0,0,0,8444,30010000,63040,-1,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
700,[Standard] Endure,1,10,1,0,1,1,0,0,1,150,60,700,-1,9,-1,-1,1,1,1,1,1,1,0,0,0,8460,30000000,63042,-1,11000000,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
701,[Holy] Vow of the Indomitable,1,80,1,0,0,0,0,0,1,151,7080,701,-1,20,-1,-1,0,0,0,0,0,0,0,0,7,8461,41000000,63041,-1,31330000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
702,[Holy] Holy Ground,1,80,2,0,0,0,0,0,1,152,7090,702,-1,30,-1,-1,0,0,0,0,0,0,0,0,7,8462,30200000,63041,-1,30090000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
800,[Standard] Quickstep,1,20,1,0,1,1,0,0,1,155,1070,800,-1,3,-1,-1,1,1,1,1,1,1,0,0,0,8480,40000000,63042,-1,2000000,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
801,[Standard] Bloodhound's Step,1,20,1,0,1,1,0,0,1,156,1080,801,-1,5,-1,-1,0,0,0,0,0,0,0,0,0,8481,40000000,63042,-1,22000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
802,[Standard] Raptor of the Mists,1,20,1,0,1,1,0,0,1,157,1090,802,-1,6,-1,-1,0,0,0,0,0,0,0,0,0,8482,41001104,63042,-1,22000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
850,[Standard] White Shadow's Lure,1,120,1,0,1,1,0,0,1,160,11020,850,-1,15,-1,-1,1,1,1,1,1,1,0,0,0,8490,11010000,63042,-1,1000000,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
1000,[Specific] Surge of Faith,1,200,2,0,1,1,0,0,1,200,20560,1000,-1,15,-1,15,0,0,0,0,0,0,0,0,0,8500,12000000,63099,301217900,12170000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
1001,[Specific] Flame Spit,1,200,2,0,0,0,0,0,1,201,20890,1001,-1,28,-1,-1,0,0,0,0,0,0,0,0,0,8501,10002000,63099,303215900,32150000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
1002,[Specific] Tongues of Fire,1,200,2,0,0,0,0,0,1,202,20880,1002,-1,5,-1,-1,0,0,0,0,0,0,0,0,0,8502,11004005,63099,303216900,32160000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
