ID,Name,SfxId,WindSfxId,GroundHitSfxId,SoundId,WetTime,GparamId,NextLotIngameSecondsMin,NextLotIngameSecondsMax,WetSpEffectId00,WetSpEffectId01,WetSpEffectId02,WetSpEffectId03,WetSpEffectId04,SfxIdInoor,SfxIdOutdoor,aiSightRate,DistViewWeatherGparamOverrideWeight,unknown_1,
87,,818050,808006,-1,-1,-1,87,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,87
88,,-1,808006,-1,-1,-1,88,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,88
99,,-1,808006,-1,-1,-1,99,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,99
100000,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
100001,,-1,-1,-1,-1,-1,120,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,120
110000,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
110001,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
110010,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
110011,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
110020,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
110030,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
110040,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
110050,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
110051,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
110085,,-1,-1,-1,-1,-1,131,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,131
110087,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
110088,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
120001,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
120010,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
120011,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
120020,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
120021,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
120030,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
120031,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
120040,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
120050,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
120051,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
120060,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
120083,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
120084,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
120085,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
120087,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
120088,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,0
160001,,818100,808006,-1,-1,-1,200,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,200
160011,,-1,808006,-1,-1,-1,201,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,201
161021,,-1,808006,-1,-1,-1,210,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,210
161031,,676123,808006,676128,806100,20,211,3600,7200,4650,4600,60544,-1,-1,-1,-1,1,-1,211
180001,,-1,808006,-1,-1,-1,510,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,510
180010,,-1,808006,-1,-1,-1,510,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,510
180011,,-1,808006,-1,-1,-1,510,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,510
180020,,-1,808006,-1,-1,-1,510,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,510
180030,,-1,808006,-1,-1,-1,510,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,510
180040,,-1,808006,-1,-1,-1,510,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,510
180050,,-1,808006,-1,-1,-1,510,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,510
180051,,-1,808006,-1,-1,-1,510,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,510
180085,,-1,808006,-1,-1,-1,130,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,130
180087,,818050,808006,-1,-1,-1,510,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,510
180088,,-1,808006,-1,-1,-1,510,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,510
190010,,818065,808006,-1,-1,-1,102,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,102
190020,,818070,808006,-1,-1,-1,104,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,104
190030,,818080,808006,-1,-1,-1,106,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,106
190040,,-1,808006,-1,-1,-1,108,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,108
190050,,-1,808006,-1,-1,-1,110,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,110
190060,,-1,808006,-1,-1,-1,113,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,113
190083,,807200,808006,-1,-1,20,116,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,0.3,116
190084,,807200,808006,-1,-1,20,117,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,0.3,117
140000000,,-1,808006,-1,-1,-1,501,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,502
140000040,,806120,808006,-1,-1,20,40,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,0.3,540
140000041,,806121,808006,-1,-1,20,40,3600,7200,-1,-1,-1,-1,-1,-1,-1,0.9,0.3,540
140000051,,-1,808006,-1,-1,-1,51,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.8,0.3,551
140000081,,806127,808006,-1,-1,20,81,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,0.3,581
150000000,,-1,808006,-1,-1,-1,503,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1,504
150000040,,806120,808006,-1,-1,20,40,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,0.3,540
150000041,,806121,808006,-1,-1,20,40,3600,7200,-1,-1,-1,-1,-1,-1,-1,0.9,0.3,540
150000051,,-1,808006,-1,-1,-1,51,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.8,0.3,551
150000081,,806127,808006,-1,-1,20,81,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,0.3,581
