ID,Name,CaptionTextID,IconID,RequiredPropertyID,CompareType,pad2,FormatType,unknown_1,unknown_2,pad,
1099,[Grief Weapon] Name,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2000,[Item] Item Type (Consumable vs Reusable),11360,-1,0,0,0,90,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2001,[Item] Strength Scaling,11314,-1,0,1,0,100,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2002,[Item] Dexterity Scaling,11315,-1,0,1,0,100,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2003,[Item] Intelligence Scaling,11316,-1,0,1,0,100,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2004,[Item] Faith Scaling,11317,-1,0,1,0,100,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2005,[Item] Arcane Scaling,11318,-1,0,1,0,100,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2009,,11043,-1,0,2,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2010,[Item] FP Cost,11042,-1,0,2,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2020,,-1,-1,0,0,0,300,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2021,,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2022,,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2023,,11009,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2035,,-1,-1,10008,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2040,[Vessel] Hero Icon,0,0,0,0,0,33,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2041,[Vessel] Slot 1 Color,0,0,0,0,0,33,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2042,[Vessel] Slot 2 Color,0,0,0,0,0,33,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2043,[Vessel] Slot 3 Color,0,0,0,0,0,33,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2050,[Vessel] Hero Icon (DoN),0,0,0,0,0,33,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2051,[Vessel] Slot 1 Color (DoN),0,0,0,0,0,33,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2052,[Vessel] Slot 2 Color (DoN),0,0,0,0,0,33,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2053,[Vessel] Slot 3 Color (DoN),0,0,0,0,0,33,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2054,[Vessel] Slot 4 Color (DoN),0,0,0,0,0,33,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2055,[Vessel] Slot 5 Color (DoN),0,0,0,0,0,33,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2056,[Vessel] Slot 6 Color (DoN),0,0,0,0,0,33,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2057,[Item] Item Category (Bagcraft),11420,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2058,[Item] Category Icon,0,-1,0,0,0,33,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2059,[Item] Category XP Progress,0,-1,0,0,0,0,[0|0|0|0],100,[0|0|0|0|0|0|0|0]
2060,[Item] Category Level,11508,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2061,[Item] Max no. per slot (Standard),11410,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2062,[Item] Max no. per slot (Bagcraft),11411,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
2063,[Item] Category XP (Maxed),0,-1,0,0,0,0,[0|0|0|0],100,[0|0|0|0|0|0|0|0]
3000,[Weapon] Armament Type,11001,-1,0,0,0,120,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3001,[Weapon] Attack Affinity,11003,-1,0,0,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3002,,-1,-1,0,0,0,32,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3003,[Grief Weapon] Player Name,-1,0,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3004,[Weapon] Min. Level,11506,31210,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3010,Physical Damage,11660,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3011,Magic Damage,11661,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3012,Fire Damage,11662,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3013,Lightning Damage,11663,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3014,Holy Damage,11664,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3015,,-1,-1,0,1,0,1,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3016,,-1,-1,0,1,0,1,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3017,,-1,-1,0,1,0,1,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3018,,-1,-1,0,1,0,1,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3019,,-1,-1,0,1,0,1,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3020,Range,11032,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3021,,11033,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3022,Critical,11665,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3026,,-1,31231,0,1,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3027,,-1,31236,0,1,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3028,,-1,31234,0,1,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3029,,-1,31235,0,1,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3030,,11050,31230,0,1,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3031,,11051,31232,0,1,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3034,,11054,31233,0,1,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3038,Sorcery Scaling,11035,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3039,Incant Scaling,11036,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3040,Physical Guard,11020,-1,0,1,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3041,Magic Guard,11021,-1,0,1,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3042,Fire Guard,11022,-1,0,1,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3043,Lightning Guard,11023,-1,0,1,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3044,Holy Guard,11024,-1,0,1,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3045,,-1,-1,0,1,0,10,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3046,,-1,-1,0,1,0,10,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3047,,-1,-1,0,1,0,10,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3048,,-1,-1,0,1,0,10,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3049,,-1,-1,0,1,0,10,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3050,Guard Boost,11666,-1,0,1,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3051,Guard Boost Bonus,-1,-1,0,1,0,1,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3059,,-1,-1,0,1,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3060,,11300,-1,10103,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3061,,11301,-1,10104,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3062,,11302,-1,10106,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3063,,11303,-1,10107,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3064,,11304,-1,10109,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3065,,-1,-1,0,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3066,,-1,-1,0,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3067,,-1,-1,0,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3068,,-1,-1,0,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3069,,-1,-1,0,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3070,[Weapon] Strength Scaling,11310,-1,0,1,0,100,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3071,[Weapon] Dexterity Scaling,11311,-1,0,1,0,100,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3072,[Weapon] Intelligence Scaling,11312,-1,0,1,0,100,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3073,[Weapon] Faith Scaling,11313,-1,0,1,0,100,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3074,[Weapon] Arcane Scaling,11319,-1,0,1,0,100,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3075,Physical Damage,11010,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3076,Magic Damage,11011,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3077,Fire Damage,11012,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3078,Lightning Damage,11013,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3079,Holy Damage,11014,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3091,,11623,-1,0,2,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3092,,11034,-1,0,2,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3093,,11034,-1,0,2,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3100,[Attach Effect] Effect 1 (Name),-1,-1,0,0,0,45,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3101,[Attach Effect] Effect 2 (Name),-1,-1,0,0,0,45,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3102,[Attach Effect] Effect 3 (Name),-1,-1,0,0,0,45,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3103,[Legend Weapon] Unique Effect (Name),-1,-1,0,0,0,45,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3104,[Grief Weapon] Grief Effect (Name),-1,-1,0,0,0,45,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3110,[Attach Effect] Effect 1 (Value),-1,-1,0,3,0,40,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3111,[Attach Effect] Effect 2 (Value),-1,-1,0,3,0,40,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3112,[Attach Effect] Effect 3 (Value),-1,-1,0,3,0,40,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3113,[Legend Weapon] Unique Effect (Value),-1,-1,0,3,0,40,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3114,[Grief Weapon] Grief Effect (Value),-1,-1,0,3,0,40,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3120,[Attach Effect] Effect 1 (Icon),-1,-1,0,0,0,31,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3121,[Attach Effect] Effect 2 (Icon),-1,-1,0,0,0,31,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3122,[Attach Effect] Effect 3 (Icon),-1,-1,0,0,0,31,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3123,[Legend Weapon] Unique Effect (Icon),-1,-1,0,0,0,31,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3124,[Grief Weapon] Grief Effect (Icon),-1,-1,0,0,0,31,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3130,[Weapon] Status Ailment 1 Value,11505,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3131,[Weapon] Status Ailment 2 Value,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3132,[Weapon] Status Ailment Bonus,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3133,[Weapon] Status Ailments (Icons Only),11505,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3150,[Weapon] Status Ailment 1 (Value),-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3151,[Weapon] Status Ailment 2 (Value),-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3160,[Weapon] Status Ailment 1 (Icon),-1,-1,0,0,0,32,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3161,[Weapon] Status Ailment 2 (Icon),-1,-1,0,0,0,32,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3170,[Attach Effect] Effect 1 (Unk),-1,-1,0,0,0,33,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3171,[Attach Effect] Effect 2 (Unk),-1,-1,0,0,0,33,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3172,[Attach Effect] Effect 3 (Unk),-1,-1,0,0,0,33,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3173,[Legend Weapon] Unique Effect (Unk),-1,-1,0,0,0,33,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3174,[Grief Weapon] Grief Effect (Unk),-1,-1,0,0,0,33,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3200,[Weapon] Attack,11504,-1,0,1,0,0,[0|0|0|0],500,[0|0|0|0|0|0|0|0]
3210,[Weapon] Attack Bonus,-1,-1,0,0,0,1,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3220,[Weapon] Skill (Name),-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3221,[Weapon] Skill (Icon),-1,-1,0,0,0,30,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3222,[Weapon] Skill (Attack Power),-1,-1,0,1,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3223,,0,0,0,0,0,33,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3230,,-1,-1,0,0,0,31,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3300,[Catalyst] Slot 1 Spell (Name),-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3301,[Catalyst] Slot 2 Spell (Name),-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3310,[Catalyst] Slot 1 Spell (Icon),-1,-1,0,0,0,30,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3311,[Catalyst] Slot 2 Spell (Icon),-1,-1,0,0,0,30,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3320,[Catalyst] Slot 1 Spell (Attack Power),-1,-1,0,1,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
3321,[Catalyst] Slot 2 Spell (Attack Power),-1,-1,0,1,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4000,,10530,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4001,,10531,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4002,,10532,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4003,,10533,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4004,,10534,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4005,,10535,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4006,,10536,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4011,,11190,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4012,,11191,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4013,,11193,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4014,,-1,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4015,,-1,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4016,,-1,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4017,,11192,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4018,,11200,-1,0,1,0,4,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4020,,11350,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4021,,11350,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4030,,11180,-1,0,2,0,20,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4031,,11181,-1,0,2,0,20,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4032,,11182,-1,0,2,0,20,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4033,,11183,-1,0,2,0,20,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4034,,11184,-1,0,2,0,20,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4035,,11185,-1,0,2,0,20,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4036,,11186,-1,0,2,0,20,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
4037,,11187,-1,0,2,0,20,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
5000,[Spell] Spell Type,11002,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
5001,,11003,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
5002,,11040,-1,0,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
5003,,11031,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
5004,,11302,-1,10106,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
5005,,11303,-1,10107,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
5006,,11304,-1,10109,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
5020,[Spell] FP Cost,11054,-1,0,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
5021,[Spell] Followup FP Cost,11055,-1,0,2,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
6000,,11001,-1,0,0,0,120,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
6001,,11003,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
6010,Physical Damage,11010,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
6011,Magic Damage,11011,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
6012,Fire Damage,11012,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
6013,Lightning Damage,11013,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
6014,Critical,11030,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
6015,Holy Damage,11014,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
6020,,11050,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
6021,,11051,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
6022,,11052,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
6023,,11053,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
6024,,11054,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
7000,,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
7001,,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
7002,,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
7010,,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
7011,,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
7012,,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
8000,[Skill] L2 FP Cost (Value),-1,-1,0,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
8001,[Skill] R1 FP Cost (Value),-1,-1,0,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
8002,[Skill] R2 FP Cost (Value),-1,-1,0,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
8010,[Skill] L2 FP Cost,-1,-1,0,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
8011,[Skill] R1 FP Cost,-1,-1,0,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
8012,[Skill] R2 FP Cost,-1,-1,0,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
8020,[Skill] Usable Armament Types,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
9000,,122010,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
9001,,122020,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
9002,,122030,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
9003,,122040,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
9004,,122050,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
9010,,122110,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
9011,,122110,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
9012,,122110,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
9013,,122110,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
9014,,122110,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10000,[Character] Player Name,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10001,,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10002,,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10003,,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10004,,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10005,,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10006,,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10007,,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10008,[Character] Level,10200,-1,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10009,[Character] Runes Held,10201,30001,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10010,[Character] Runes Needed,10202,30051,0,0,0,2,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10011,,-1,-1,0,0,0,110,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10012,,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10013,,-1,-1,0,2,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10014,,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10015,,10201,30000,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10016,,10203,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10017,[Character] Platform ID,-1,-1,0,0,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
10018,[Character] Sovereign Sigils,0,30002,0,1,0,0,[0|0|0|0],0,[0|0|0|0|0|0|0|0]
