ID,Name,regionType,category,padding1,dummyPoly1,dummyPoly2,radius,angle,depth,width,height,baseHeightOffset,angleCheckType,padding2,allowAngle,spotDummyPoly,textBoxType,padding3,padding5,isInvalidForRide,isGrayoutForRide,isInvalidForCrouching,isGrayoutForCrouching,padding4,textId,invalidFlag,grayoutFlag,overrideActionButtonIdForRide,execInvalidTime,interactIconOffset_X,interactIconOffset_Y,interactIconOffset_Z,padding6,
2001,,0,7,[0|0],-1,-1,1,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,50000001,0,0,-1,3,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2010,,0,6,[0|0],-1,-1,1,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,50000400,0,0,-1,3,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2500,View victor's record,0,13,[0|0],-1,-1,1.5,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,8200,0,0,-1,3,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2501,View victor's record for <?codenameIcon?>,0,13,[0|0],-1,-1,1.5,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,8201,0,0,-1,3,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3000,,0,10,[0|0],-1,-1,1.5,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,50000210,0,0,-1,3,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3010,,0,9,[0|0],-1,-1,1.5,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,50000500,0,0,-1,3,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3020,,0,10,[0|0],-1,-1,1,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,50000210,0,0,-1,3,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4000,[Weapon - Default] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,1.3,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4001,[Dagger] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4002,[Straight Sword] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4003,[Greatsword] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4004,[Colossal Sword] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4005,[Curved Sword] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4006,[Curved Greatsword] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4007,[Katana] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4008,[Twinblade] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4009,[Thrusting Sword] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4010,[Heavy Thrusting Sword] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4011,[Axe] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4012,[Greataxe] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4013,[Hammer] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4014,[Great Hammer] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4015,[Flail] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4016,[Spear] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4017,[Great Spear] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4018,[Halberd] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4019,[Reaper] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4020,[Fist] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4021,[Claw] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4022,[Whip] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4023,[Colossal Weapon] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4024,[Light Bow] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4025,[Bow] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4026,[Greatbow] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4027,[Crossbow] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4028,[Ballista] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4029,[Glintstone Staff] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4030,[Sacred Seal] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4031,[Small Shield] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4032,[Medium Shield] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4033,[Greatshield] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4034,[Torch] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.7,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4100,[Item] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4200,[Talisman] Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0.3,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4288,Loot items,0,2,[0|0],-1,-1,1.5,180,0,0,2.4,-1,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2010,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4289,Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2.4,-1,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4290,Loot items,0,2,[0|0],-1,-1,1.5,180,0,0,1.5,-0.75,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2020,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4291,Loot items,0,2,[0|0],-1,-1,1.5,180,0,0,2.5,-1.75,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2020,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4292,Loot items,0,2,[0|0],90,-1,1.5,180,0,0,1.5,-0.75,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2020,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4293,Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,1.5,-0.75,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4294,Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,2,-1.25,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4295,Pick up item,0,2,[0|0],-1,-1,2,180,0,0,2,-2.5,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4296,Pick up item,0,2,[0|0],-1,-1,2,180,0,0,3.5,-2.5,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4297,Pick up item,0,2,[0|0],90,-1,2,180,0,0,2.5,-1.75,0,[0|0|0],60,90,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4298,Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4299,Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,1,-0.25,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4300,Examine,0,2,[0|0],-1,-1,1.5,180,0,0,2.7,-0.95,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,1000,0,0,-1,0,0,1.3,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4301,Loot items,0,2,[0|0],-1,-1,1.5,180,0,0,2,-0.65,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2030,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4305,Gain power,0,2,[0|0],-1,-1,1.5,180,0,0,1,-0.25,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2005,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4311,Gain the power of the mountains,0,2,[0|0],-1,-1,3,180,0,0,2,-0.25,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2070,0,0,-1,0,0,0.3,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4313,Gain the power of the forest,0,2,[0|0],-1,-1,4,180,0,0,3,-1.25,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2075,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4315,Gain the power of the city,0,2,[0|0],-1,-1,2.5,180,0,0,2,-0.25,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2080,0,0,-1,0,0.08,0.6,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4351,Pick up item,0,2,[0|0],-1,-1,1.5,180,0,0,3,-1.35,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4400,OK,0,1,[0|0],-1,-1,1.5,180,0,0,1,-0.25,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2100,0,0,-1,0.3,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4500,Take armament,0,2,[0|0],90,-1,3,110,0,0,2.5,-2,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2040,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4501,Take staff,0,2,[0|0],90,-1,3,110,0,0,2.5,-2,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2050,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4502,Take sacred seal,0,2,[0|0],90,-1,3,110,0,0,2.5,-2,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2060,0,0,-1,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
6000,Talk,0,4,[0|0],220,-1,2.5,180,0,0,3,-2.5,0,[0|0|0],90,-1,0,[0|0],0,0,1,0,0,0,7000,0,0,-1,3,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
6001,Talk,0,11,[0|0],-1,-1,1.2,180,0,0,1,-0.25,0,[0|0|0],90,-1,0,[0|0],0,0,0,0,0,0,7000,0,0,-1,0.51,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
6002,Talk,0,4,[0|0],220,-1,2.5,90,0,0,3,-2.5,0,[0|0|0],90,-1,0,[0|0],0,0,1,0,0,0,7000,0,0,-1,3,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
6003,Talk,0,4,[0|0],220,-1,1.8,180,0,0,3,-2.5,0,[0|0|0],90,-1,0,[0|0],0,0,1,0,0,0,7000,0,0,-1,3,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
6004,Talk,0,4,[0|0],220,-1,2.5,180,0,0,3,-2.5,0,[0|0|0],90,-1,0,[0|0],0,0,1,0,0,0,7000,0,10003223,-1,3,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
6005,Talk,0,4,[0|0],220,-1,1.3,180,0,0,3,-2.5,0,[0|0|0],90,-1,0,[0|0],0,0,1,0,0,0,7000,0,0,-1,3,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
6100,,0,5,[0|0],-1,-1,1.5,180,0,0,3,-2.25,0,[0|0|0],180,-1,0,[0|0],0,0,1,0,0,0,1800,0,0,-1,3,0,0.6,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
6101,,0,5,[0|0],-1,-1,1.5,180,0,0,3,-2.25,0,[0|0|0],180,-1,0,[0|0],0,0,1,0,0,0,1810,0,0,-1,3,0,0.6,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
6102,,0,5,[0|0],-1,-1,5.25,180,0,0,0.6,0.05,0,[0|0|0],90,-1,0,[0|0],0,0,1,0,0,0,1830,0,0,-1,3,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
6103,,0,5,[0|0],-1,-1,5.25,180,0,0,0.6,0.05,0,[0|0|0],90,-1,0,[0|0],0,0,1,0,0,0,1830,0,0,-1,3,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
6110,Level up,0,2,[0|0],-1,-1,4,180,0,0,3,-1.25,0,[0|0|0],180,-1,0,[0|0],0,0,1,0,0,0,1851,0,1043389200,-1,0.25,0,0.6,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
