ID,Name,unknown_0,soundOpen,soundUnk,soundClose,unknown_4a,unknown_4b,unknown_4c,unknown_4d,iconId,unknown_5b,textId,unknown_7,menuPropertyLayoutParamId,unknown_9,unknown_10,
225,Result History,0,30220,30230,30230,0,0,1,1,40908,0,102009,-1,-1,-1,-1
226,Result,0,30220,30230,30230,0,0,1,0,40907,0,102008,-1,-1,-1,110001
227,,0,1010,1020,1020,0,0,0,0,65535,65535,-1,-1,-1,-1,-1
228,Small Jar Bazaar,0,30500,30510,30510,0,1,1,1,40906,0,102006,231000,21600,-1,110001
229,,0,-1,100,100,0,0,1,0,65535,65535,-1,-1,-1,-1,-1
230,,0,1000,-1,1020,0,1,1,0,65535,65535,-1,-1,-1,-1,-1
231,,0,1000,-1,-1,0,0,1,0,65535,65535,-1,-1,-1,-1,-1
232,Character Selection,0,30700,-1,30710,0,0,2,0,40902,0,288001,-1,-1,-1,110000
233,Relics,0,-1,30100,30100,0,0,1,0,40430,0,138132,-1,-1,-1,-1
234,Key Items,0,-1,30100,30100,0,0,1,0,40229,0,138133,-1,-1,-1,-1
235,Collector Signboard,0,30500,30510,30510,0,1,1,1,40923,0,102060,-1,21700,-1,110001
236,,0,1010,-1,-1,0,0,1,0,65535,65535,-1,-1,-1,-1,-1
300,,0,30000,-1,30100,0,2,1,1,65535,65535,-1,-1,-1,-1,-1
301,Equipment,0,-1,30100,30100,0,0,1,1,40102,0,101000,-1,20300,-1,110001
302,Status,0,-1,30100,30100,0,0,1,1,40103,0,101002,-1,-1,-1,110001
303,[Status] Effect Details,0,30000,30100,30100,0,0,1,0,65535,65535,-1,-1,-1,-1,-1
304,System,0,-1,30100,30100,0,0,1,1,40104,0,101003,-1,-1,-1,110001
305,[System - Display] Brightness,0,100,1020,1020,0,0,1,0,65535,65535,-1,-1,-1,-1,-1
306,,0,100,1020,1020,0,0,1,0,40920,0,-1,-1,-1,-1,-1
307,[System - Graphics] Advanced Settings,0,100,1020,1020,0,0,1,0,65535,65535,-1,-1,-1,-1,-1
308,,0,-1,-1,-1,0,0,1,1,65535,65535,-1,-1,-1,100001,-1
309,Map,0,51020,51030,51030,0,0,1,1,40108,0,101001,-1,-1,-1,-1
310,,0,-1,-1,-1,0,0,1,0,65535,65535,-1,-1,-1,-1,-1
311,Level Up,0,1000,1020,1020,0,1,1,1,40915,0,101100,-1,-1,-1,110001
312,,0,30000,-1,1020,0,1,1,1,65535,65535,-1,-1,-1,-1,-1
313,Shop,0,30000,30100,30100,0,1,1,1,40914,0,231000,231000,20100,-1,110001
314,Strengthen Armament,0,1000,1020,1020,0,1,1,1,40913,0,101011,-1,-1,-1,110001
315,Special Armament Strengthening,0,1000,1020,1020,0,1,1,1,40919,0,101012,-1,-1,-1,110001
316,Armament Replication,0,1000,1020,1020,0,1,1,1,40917,0,101010,-1,-1,100080,110001
317,Dormant Power,0,1000,1020,1020,0,1,1,1,40921,0,101020,-1,-1,-1,110001
318,,0,1000,1020,1020,0,1,1,1,40924,0,101013,-1,-1,-1,-1
400,,0,1010,1020,1020,0,1,1,0,65535,65535,-1,-1,-1,-1,110001
401,,0,1010,-1,-1,0,0,1,0,65535,65535,-1,-1,-1,-1,-1
402,,0,1010,-1,-1,0,0,1,0,65535,65535,-1,-1,-1,-1,-1
403,,0,1010,-1,-1,0,0,1,0,65535,65535,-1,-1,-1,-1,-1
404,,0,1010,-1,-1,0,0,1,0,65535,65535,-1,-1,-1,-1,-1
405,,0,1000,1020,1020,0,0,1,0,65535,65535,-1,-1,-1,-1,-1
406,,0,500,1020,200,0,0,1,0,65535,65535,-1,-1,-1,-1,-1
407,,0,1000,1020,1020,0,0,1,0,65535,65535,-1,-1,-1,-1,-1
408,,0,1010,-1,-1,0,0,1,0,65535,65535,-1,-1,-1,-1,-1
409,,0,1000,1020,200,0,0,1,0,65535,65535,-1,-1,-1,-1,-1
410,,0,1010,1020,1020,0,1,0,0,65535,65535,-1,-1,-1,-1,-1
411,,0,1010,-1,-1,0,0,0,0,65535,65535,-1,-1,-1,-1,-1
412,Sort,0,1010,-1,1020,0,0,1,0,40404,0,136016,-1,-1,-1,-1
413,Filter,0,1010,-1,1020,0,0,1,0,40402,0,136015,-1,-1,-1,-1
500,,0,-1,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
501,,0,-1,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
502,,0,600000000,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
503,,0,-1,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
504,,0,-1,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
505,,0,-1,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
506,,0,-1,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
507,,0,-1,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
508,,0,-1,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
509,,0,-1,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
510,,0,7310,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
511,,0,-1,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
512,,0,3000,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
513,,0,3000,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
600,,0,-1,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
601,,0,-1,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
602,,0,-1,-1,-1,0,0,0,0,65535,65535,-1,-1,-1,-1,-1
603,,0,-1,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
604,,0,-1,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
605,,0,-1,-1,-1,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
606,,0,1000,1020,1020,0,0,3,0,65535,65535,-1,-1,-1,-1,-1
607,,0,-1,-1,-1,0,0,0,0,65535,65535,-1,-1,-1,-1,-1
1000,,0,1010,200,200,0,0,0,0,65535,65535,-1,-1,-1,-1,-1
1001,,0,1000,1020,1020,0,0,0,0,40920,0,-1,-1,-1,-1,-1
9900,,0,1000,1020,1020,0,0,0,0,65535,65535,-1,-1,-1,-1,-1
