ID,Name,unknown_0,unknown_1,unknown_2a,unknown_2b,unknown_2c,unknown_2d,unknown_3a,unknown_3b,unknown_3c,unknown_3d,modifier1,modifier2,
20401,,0,20401,0,7,32,0,0,0,1,1,1151,0
20402,,0,20402,0,7,32,0,0,0,1,1,1152,0
20403,,0,20403,0,7,32,0,0,0,1,1,1153,0
20405,,0,20405,0,7,28,0,0,0,1,1,1154,0
20500,,0,20500,1,2,8,0,0,0,1,1,603,0
20501,,0,20501,1,12,8,0,0,0,1,1,601,0
20502,,0,20502,1,13,8,0,0,0,1,1,602,0
20503,,0,20503,1,7,8,0,0,0,1,1,604,0
20600,,1,20600,1,15,1,0,2,0,1,1,1104,0
20601,,1,20601,1,9,0,0,1,0,1,1,1300,0
20602,,1,20602,1,9,0,0,1,0,1,1,1301,0
20603,,1,20603,1,9,0,0,1,0,1,1,1302,0
20604,,1,20604,1,9,0,0,1,0,1,1,1303,0
20605,,0,20605,1,9,7,0,1,0,1,1,1304,0
20700,,0,20700,1,10,1,0,0,0,1,1,13,0
20800,,0,20800,1,11,2,0,0,0,1,1,13,0
20900,,1,20900,1,14,1,0,0,0,1,1,1100,0
101000,,1,1000,0,0,1,0,2,0,1,1,0,0
101100,,1,1100,0,1,1,0,2,0,1,1,0,0
101200,,1,1200,0,2,1,0,2,0,1,1,0,0
101300,,1,1300,0,3,1,0,2,0,1,1,0,0
101400,,1,1400,0,4,1,0,0,0,1,1,0,0
101500,,1,1500,0,5,1,0,0,0,1,1,0,0
101600,,1,1600,0,6,1,0,0,0,1,1,0,0
101700,,1,1700,0,7,1,0,0,0,1,1,0,0
102000,,1,2000,0,10,1,0,0,0,1,1,0,0
102100,,1,2100,0,11,1,0,0,0,1,1,0,0
102200,,1,2200,0,12,1,0,0,0,1,1,0,0
102300,,1,2300,0,13,1,0,0,0,1,1,0,0
102400,,1,2400,0,14,1,0,0,0,1,1,0,0
102500,,1,2500,0,15,1,0,0,0,1,1,0,0
102600,,1,2600,0,16,1,0,0,0,1,1,0,0
102700,,1,2700,0,17,1,0,0,0,1,1,0,0
102800,,1,2800,0,18,1,0,0,0,1,1,0,0
102900,,1,2900,0,19,1,0,0,0,1,1,0,0
105000,,1,5000,1,0,7,0,0,0,1,1,0,0
105100,,1,5100,1,1,4,0,0,0,1,1,0,0
105200,,1,5200,1,2,0,1,2,0,1,1,0,0
105300,,1,5300,1,3,2,0,2,0,2,2,0,0
105400,,1,5400,1,4,0,1,0,0,1,1,0,0
105500,,1,5500,1,5,0,1,0,0,1,1,0,0
105600,,1,5600,1,6,0,1,0,0,1,1,0,0
105700,,1,5700,1,7,1,0,0,0,1,1,0,0
105800,,1,5800,1,8,1,0,0,0,1,1,0,0
105900,,1,5900,1,9,1,0,0,0,1,1,0,0
106000,,1,6000,1,10,1,0,0,0,1,1,0,0
106100,,1,6100,1,11,1,0,0,0,1,1,0,0
106200,,1,6200,1,12,1,0,0,0,1,1,0,0
106300,,1,6300,1,13,1,0,0,0,1,1,0,0
106400,,1,6400,1,14,1,0,0,0,1,1,1100,424
106401,,1,6401,1,14,1,0,0,0,1,1,11004,424
106500,,1,6500,1,15,3,0,0,0,1,1,601,0
106600,,1,6600,1,16,3,0,0,0,1,1,603,0
106700,,1,6700,1,17,3,0,0,0,1,1,600,0
106800,,1,6800,1,18,3,0,0,0,1,1,602,0
106900,,1,6900,1,19,3,0,0,0,1,1,10000,0
200010,,0,10,2,6,1,0,0,0,1,1,210,0
200020,,0,20,2,1,1,0,0,0,1,1,200,0
201300,,0,1000,0,11,1,0,2,0,1,1,1101,0
201400,,0,1100,0,12,1,0,2,0,1,1,1102,0
201450,,1,1200,0,15,3,2,2,0,2,2,10,0
201451,,1,1201,0,15,2,1,2,0,2,2,11,0
201452,,1,1202,0,15,2,1,2,0,2,2,12,0
201453,,1,1203,0,15,2,1,2,0,2,2,13,0
201454,,1,1205,0,15,2,1,2,0,2,2,15,0
201550,,0,1500,0,0,1,1,2,0,2,2,1101,0
201800,,0,1501,0,10,1,1,2,0,2,2,1102,0
201850,,1,1600,0,16,4,2,2,0,3,3,10,0
201851,,1,1601,0,16,3,1,2,0,2,2,11,0
201852,,1,1602,0,16,3,1,2,0,2,2,12,0
201853,,1,1603,0,16,3,1,2,0,2,2,13,0
201854,,1,1605,0,16,4,2,2,0,3,3,15,0
201900,,0,1900,0,1,4,99,2,0,3,3,10,12003
201901,,0,1901,0,1,3,99,2,0,2,2,11,12003
201902,,0,1902,0,1,2,99,2,0,2,2,12,12003
201903,,0,1903,0,1,3,99,2,0,2,2,13,12003
201904,,0,1904,0,1,3,99,2,0,3,3,15,12003
202000,,0,2000,0,2,4,99,2,0,3,3,10,12002
202001,,0,2001,0,2,3,99,2,0,2,2,11,12002
202002,,0,2002,0,2,2,99,2,0,2,2,12,12002
202003,,0,2003,0,2,3,99,2,0,2,2,13,12002
202004,,0,2004,0,2,3,99,2,0,3,3,15,12002
210000,,0,10000,1,6,1,0,2,0,1,1,230,0
210100,,0,10100,1,8,1,0,2,0,1,1,1105,0
210101,,0,10101,1,16,1,0,0,0,1,1,1106,0
210200,,0,10200,1,1,3,0,0,0,1,1,0,0
210300,,0,10300,1,4,0,1,0,0,1,1,0,0
210400,,0,10400,1,5,1,1,0,0,1,1,10,0
210401,,0,10401,1,5,0,1,0,0,1,1,11,0
210402,,0,10402,1,5,0,1,0,0,1,1,12,0
210403,,0,10403,1,5,0,1,0,0,1,1,13,0
210404,,0,10404,1,5,0,1,0,0,1,1,15,0
210500,,0,10500,1,0,1,2,2,0,3,3,10,0
210501,,0,10501,1,0,1,1,2,0,2,2,11,0
210502,,0,10502,1,0,1,1,2,0,2,2,12,0
210503,,0,10503,1,0,1,1,2,0,2,2,13,0
210504,,0,10504,1,0,1,1,2,0,2,2,15,0
210600,,0,10600,1,3,2,99,2,0,2,2,10,0
210601,,0,10601,1,3,2,99,2,0,2,2,11,0
210602,,0,10602,1,3,2,99,2,0,2,2,12,0
210603,,0,10603,1,3,1,99,2,0,2,2,13,0
210604,,0,10604,1,3,1,99,2,0,2,2,15,0
220000,,0,20000,0,3,1,0,0,0,1,1,0,15
220010,,0,20010,0,5,1,0,0,0,1,1,0,15
220020,,0,20020,0,13,1,0,2,0,1,1,0,15
220100,,0,20100,0,4,6,0,0,0,1,1,13,0
220200,,0,20200,0,6,4,0,0,0,1,1,10,0
220201,,0,20201,0,6,3,0,0,0,1,1,11,0
220202,,0,20202,0,6,3,0,0,0,1,1,12,0
220203,,0,20203,0,6,2,0,0,0,1,1,13,0
220205,,0,20205,0,6,3,0,0,0,1,1,15,0
220300,,0,20300,0,14,6,0,0,0,1,1,10,0
220301,,0,20301,0,14,3,0,0,0,1,1,11,0
220302,,0,20302,0,14,3,0,0,0,1,1,12,0
220303,,0,20303,0,14,6,0,0,0,1,1,13,0
220305,,0,20305,0,14,5,0,0,0,1,1,15,0
220400,,0,20400,0,7,48,0,0,0,1,1,1150,0
220401,,0,20401,0,7,32,0,0,0,1,1,1151,0
220402,,0,20402,0,7,32,0,0,0,1,1,1152,0
220403,,0,20403,0,7,32,0,0,0,1,1,1153,0
220405,,0,20405,0,7,28,0,0,0,1,1,1154,0
220500,,0,20500,1,2,8,0,0,0,1,1,603,0
220501,,0,20501,1,12,8,0,0,0,1,1,601,0
220502,,0,20502,1,13,8,0,0,0,1,1,602,0
220503,,0,20503,1,7,8,0,0,0,1,1,604,0
220510,,1,20550,1,17,8,99,0,0,1,1,600,0
220520,,1,20560,1,19,8,99,0,0,1,1,10000,0
220600,,1,20600,1,15,1,0,2,0,1,1,1104,0
220601,,1,20601,1,9,0,0,1,0,1,1,1300,0
220602,,1,20602,1,9,0,0,1,0,1,1,1301,0
220603,,1,20603,1,9,0,0,1,0,1,1,1302,0
220604,,1,20604,1,9,0,0,1,0,1,1,1303,0
220605,,0,20605,1,9,7,0,1,0,1,1,1304,0
220700,,0,20700,1,10,1,0,0,0,1,1,13,0
220800,,0,20800,1,11,2,0,0,0,1,1,13,0
220900,,1,20900,1,14,1,0,0,0,1,1,1100,0
220901,,1,20901,1,14,1,0,0,0,1,1,11004,424
