ID,Name,a000_leftArmFB,a000_leftArmIO,a000_leftWristFB,a000_leftWristIO,a000_leftWeaponRotation,a002_leftArmFB,a002_leftArmIO,a002_leftWristFB,a002_leftWristIO,a002_leftWeaponRotation,a003_leftArmFB,a003_leftArmIO,a003_leftWristFB,a003_leftWristIO,a003_leftWeaponRotation,pad_old,
300,[Ironeye] Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
301,[Ironeye] Scythe,-10,0,25,5,0,-10,0,25,5,0,-10,0,25,5,0,[0|0]
302,[Ironeye] Staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
303,[Ironeye] Greatshield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
304,[Ironeye] Torch,-5,0,15,10,0,-5,0,15,10,0,-5,0,15,10,0,[0|0]
305,[Ironeye] Sword,5,0,-25,15,0,5,0,-25,15,0,5,0,-25,15,0,[0|0]
306,[Ironeye] Fist,-10,0,40,-20,0,-10,0,40,-20,0,-10,0,40,-20,0,[0|0]
307,[Ironeye] Large Weapon,-10,0,15,5,0,-10,0,15,5,0,-10,0,15,5,0,[0|0]
308,[Ironeye] Hammer/Axe,-10,0,20,10,0,-10,0,20,10,0,-10,0,20,10,0,[0|0]
309,[Ironeye] Twinblade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
310,[Ironeye] Small Shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
311,[Ironeye] Medium Shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
400,[Duchess] Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
401,[Duchess] Scythe,-10,0,25,5,0,-10,0,25,5,0,-10,0,25,5,0,[0|0]
402,[Duchess] Staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
403,[Duchess] Greatshield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
404,[Duchess] Torch,-5,0,15,10,0,-5,0,15,10,0,-5,0,15,10,0,[0|0]
405,[Duchess] Sword,5,0,-25,15,0,5,0,-25,15,0,5,0,-25,15,0,[0|0]
406,[Duchess] Fist,-10,0,40,-20,0,-10,0,40,-20,0,-10,0,40,-20,0,[0|0]
407,[Duchess] Large Weapon,-10,0,15,5,0,-10,0,15,5,0,-10,0,15,5,0,[0|0]
408,[Duchess] Hammer/Axe,-10,0,20,10,0,-10,0,20,10,0,-10,0,20,10,0,[0|0]
409,[Duchess] Twinblade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
410,[Duchess] Small Shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
411,[Duchess] Medium Shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
500,[Raider] Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
501,[Raider] Scythe,-10,0,25,5,0,-10,0,25,5,0,-10,0,25,5,0,[0|0]
502,[Raider] Staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
503,[Raider] Greatshield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
504,[Raider] Torch,-5,0,15,10,0,-5,0,15,10,0,-5,0,15,10,0,[0|0]
505,[Raider] Sword,5,0,-25,15,0,5,0,-25,15,0,5,0,-25,15,0,[0|0]
506,[Raider] Fist,-10,0,40,-20,0,-10,0,40,-20,0,-10,0,40,-20,0,[0|0]
507,[Raider] Large Weapon,-10,0,15,5,0,-10,0,15,5,0,-10,0,15,5,0,[0|0]
508,[Raider] Hammer/Axe,-10,0,20,10,0,-10,0,20,10,0,-10,0,20,10,0,[0|0]
509,[Raider] Twinblade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
510,[Raider] Small Shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
511,[Raider] Medium Shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
600,[Revenant] Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
601,[Revenant] Scythe,-10,0,25,5,0,-10,0,25,5,0,-10,0,25,5,0,[0|0]
602,[Revenant] Staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
603,[Revenant] Greatshield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
604,[Revenant] Torch,-5,0,15,10,0,-5,0,15,10,0,-5,0,15,10,0,[0|0]
605,[Revenant] Sword,5,0,-25,15,0,5,0,-25,15,0,5,0,-25,15,0,[0|0]
606,[Revenant] Fist,-10,0,40,-20,0,-10,0,40,-20,0,-10,0,40,-20,0,[0|0]
607,[Revenant] Large Weapon,-10,0,15,5,0,-10,0,15,5,0,-10,0,15,5,0,[0|0]
608,[Revenant] Hammer/Axe,-10,0,20,10,0,-10,0,20,10,0,-10,0,20,10,0,[0|0]
609,[Revenant] Twinblade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
610,[Revenant] Small Shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
611,[Revenant] Medium Shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
620,[Revenant],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
700,[Recluse] Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
701,[Recluse] Scythe,-10,0,25,5,0,-10,0,25,5,0,-10,0,25,5,0,[0|0]
702,[Recluse] Staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
703,[Recluse] Greatshield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
704,[Recluse] Torch,-5,0,15,10,0,-5,0,15,10,0,-5,0,15,10,0,[0|0]
705,[Recluse] Sword,5,0,-25,15,0,5,0,-25,15,0,5,0,-25,15,0,[0|0]
706,[Recluse] Fist,-10,0,40,-20,0,-10,0,40,-20,0,-10,0,40,-20,0,[0|0]
707,[Recluse] Large Weapon,-10,0,15,5,0,-10,0,15,5,0,-10,0,15,5,0,[0|0]
708,[Recluse] Hammer/Axe,-10,0,20,10,0,-10,0,20,10,0,-10,0,20,10,0,[0|0]
709,[Recluse] Twinblade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
710,[Recluse] Small Shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
711,[Recluse] Medium Shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
800,[Executor] Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
801,[Executor] Scythe,-10,0,25,5,0,-10,0,25,5,0,-10,0,25,5,0,[0|0]
802,[Executor] Staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
803,[Executor] Greatshield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
804,[Executor] Torch,-5,0,15,10,0,-5,0,15,10,0,-5,0,15,10,0,[0|0]
805,[Executor] Sword,5,0,-25,15,0,5,0,-25,15,0,5,0,-25,15,0,[0|0]
806,[Executor] Fist,-10,0,40,-20,0,-10,0,40,-20,0,-10,0,40,-20,0,[0|0]
807,[Executor] Large Weapon,-10,0,15,5,0,-10,0,15,5,0,-10,0,15,5,0,[0|0]
808,[Executor] Hammer/Axe,-10,0,20,10,0,-10,0,20,10,0,-10,0,20,10,0,[0|0]
809,[Executor] Twinblade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
810,[Executor] Small Shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
811,[Executor] Medium Shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
900,[Scholar] Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
901,[Scholar] Scythe,-10,0,25,5,0,-10,0,25,5,0,-10,0,25,5,0,[0|0]
902,[Scholar] Staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
903,[Scholar] Greatshield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
904,[Scholar] Torch,-5,0,15,10,0,-5,0,15,10,0,-5,0,15,10,0,[0|0]
905,[Scholar] Sword,5,0,-25,15,0,5,0,-25,15,0,5,0,-25,15,0,[0|0]
906,[Scholar] Fist,-10,0,25,-20,0,-10,0,25,-20,0,-10,0,25,-20,0,[0|0]
907,[Scholar] Large Weapon,-10,0,15,5,0,-10,0,15,5,0,-10,0,15,5,0,[0|0]
908,[Scholar] Hammer/Axe,-10,0,20,10,0,-10,0,20,10,0,-10,0,20,10,0,[0|0]
909,[Scholar] Twinblade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
910,[Scholar] Small Shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
911,[Scholar] Medium Shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
1000,[Undertaker] Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
1001,[Undertaker] Scythe,-10,0,30,5,0,-10,0,25,5,0,-10,0,25,5,0,[0|0]
1002,[Undertaker] Staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
1003,[Undertaker] Greatshield,0,0,5,-5,0,0,0,0,0,0,0,0,0,0,0,[0|0]
1004,[Undertaker] Torch,-5,0,15,10,0,-5,0,15,10,0,-5,0,15,10,0,[0|0]
1005,[Undertaker] Sword,5,0,-15,10,0,5,0,-25,15,0,5,0,-25,15,0,[0|0]
1006,[Undertaker] Fist,-10,3,40,-20,0,-10,0,40,-20,0,-10,0,40,-20,0,[0|0]
1007,[Undertaker] Large Weapon,-10,0,15,5,0,-10,0,15,5,0,-10,0,15,5,0,[0|0]
1008,[Undertaker] Hammer/Axe,5,0,-20,5,0,5,0,-15,5,0,5,0,-15,5,0,[0|0]
1009,[Undertaker] Twinblade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
1010,[Undertaker] Small Shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0]
1011,[Undertaker] Medium Shield,0,0,5,-5,0,0,0,0,0,0,0,0,0,0,0,[0|0]
