ID,Name,unknown_0,swordArtsId,chanceWeight,
505,[Fire] Flame of the Redmanes,1,505,100
506,[Standard] Ground Slam,1,506,100
507,[Holy] Golden Slam,1,507,100
508,[Magic] Waves of Darkness,1,508,100
509,[Standard] Hoarah Loux's Earthshaker,1,509,100
600,[Standard] Determination,1,600,100
601,[Standard] Royal Knight's Resolve,1,601,100
602,[Standard] Assassin's Gambit,1,602,100
603,[Holy] Golden Vow,1,603,100
604,[Holy] Sacred Order,1,604,100
605,[Holy] Shared Order,1,605,100
606,[Blood] Seppuku,1,606,100
607,[Standard] Cragblade,1,607,100
650,[Standard] Barbaric Roar,1,650,100
651,[Standard] War Cry,1,651,100
652,[Standard] Beast's Roar,1,652,100
653,[Standard] Troll's Roar,1,653,100
654,[Standard] Braggart's Roar,1,654,100
700,[Standard] Endure,1,700,100
701,[Holy] Vow of the Indomitable,1,701,100
702,[Holy] Holy Ground,1,702,100
800,[Standard] Quickstep,1,800,100
801,[Standard] Bloodhound's Step,1,801,100
802,[Standard] Raptor of the Mists,1,802,100
850,[Standard] White Shadow's Lure,1,850,100
1000,[Specific] Surge of Faith,1,1000,100
1001,[Specific] Flame Spit,1,1001,100
1002,[Specific] Tongues of Fire,1,1002,100
1003,[Specific] Oracular Bubble,1,1003,100
1004,[Specific] Bubble Shower,1,1004,100
1005,[Specific] Great Oracular Bubble,1,1005,100
1006,[Specific] Sea of Magma,1,1006,100
1007,[Specific] Viper Bite,1,1007,100
1008,[Specific] Moonlight Greatsword,1,1008,100
1009,[Specific] Siluria's Woe,1,1009,100
1010,[Specific] Rallying Standard,1,1010,100
1011,[Specific] Bear Witness!,1,1011,100
1012,[Specific] Eochaid's Dancing Blade (Marais Executioner's Sword),1,1012,100
1013,[Specific] Soul Stifler,1,1013,100
1014,[Specific] Taker's Flames,1,1014,100
1015,[Specific] Shriek of Milos,1,1015,100
1016,[Specific] Reduvia Blood Blade,1,1016,100
1017,[Specific] Glintstone Dart,1,1017,100
1018,[Specific] Flowing Form,1,1018,100
1019,[Specific] Night-and-Flame Stance,1,1019,100
1020,[Specific] Wave of Gold,1,1020,100
1021,[Specific] Ruinous Ghostflame,1,1021,100
1022,[Specific] Establish Order,1,1022,100
1023,[Specific] Mists of Slumber,1,1023,100
1024,[Specific] Spearcall Ritual,1,1024,100
1025,[Specific] Wolf's Assault,1,1025,100
1026,[Specific] Thundercloud Form,1,1026,100
1027,[Specific] Cursed-Blood Slice,1,1027,100
1028,[Specific] Waterfowl Dance,1,1028,100
1029,[Specific] Gold Breaker,1,1029,100
1030,[Specific] I Command Thee- Kneel!,1,1030,100
1031,[Specific] Regal Roar,1,1031,100
1032,[Specific] Starcaller Cry,1,1032,100
1033,[Specific] Wave of Destruction,1,1033,100
1034,[Specific] Bloodboon Ritual,1,1034,100
1035,[Specific] Flowing Form,1,1035,100
1036,[Specific] Blade of Death,1,1036,100
1037,[Specific] Blade of Gold,1,1037,100
1038,[Specific] Destined Death,1,1038,100
1039,[Specific] Spinning Wheel,1,1039,100
1040,[Specific] Alabaster Lords' Pull,1,1040,100
1041,[Specific] Onyx Lords' Repulsion,1,1041,100
1042,[Specific] Oath of Vengeance,1,1042,100
1043,[Specific] Ice Lightning Sword,1,1043,100
1044,[Specific] Regal Beastclaw,1,1044,100
1045,[Specific] Flame Dance,1,1045,100
1046,[Specific] Claw Flick,1,1046,100
1047,[Specific] Nebula,1,1047,100
1048,[Specific] Ghostflame Ignition,1,1048,100
1049,[Specific] Ancient Lightning Spear,1,1049,100
1050,[Specific] Frenzyflame Thrust,1,1050,100
1051,[Specific] Miquella's Ring of Light,1,1051,100
1052,[Specific] Golden Tempering,1,1052,100
1053,[Specific] Last Rites,1,1053,100
1054,[Specific] Unblockable Blade,1,1054,100
1055,[Specific] Eochaid's Dancing Blade (Regalia of Eochaid),1,1055,100
1056,[Specific] Magic Dagger,1,1056,100
1165,[Specific] Loretta's Slash,1,1165,100
1166,[Specific] Spinning Slash,1,1166,100
1167,[Specific] Corpse Wax Cutter,1,1167,100
1168,[Specific] Zamor Ice Storm,1,1168,100
1169,[Specific] Radahn's Rain,1,1169,100
1170,[Specific] The Queen's Black Flame,1,1170,100
1171,[Specific] Dynast's Finesse,1,1171,100
1172,[Specific] Magma Shower,1,1172,100
1173,[Specific] Nebula,1,1173,100
1174,[Specific] Death Flare,1,1174,100
1175,[Specific] Bloodhound's Finesse,1,1175,100
1176,[Specific] Magma Guillotine,1,1176,100
1177,[Specific] Corpse Piler,1,1177,100
1178,[Specific] Transient Moonlight,1,1178,100
1179,[Specific] Bloodblade Dance,1,1179,100
1182,[Specific] Knowledge Above All,1,1182,100
1183,[Specific] Devourer of Worlds,1,1183,100
1184,[Specific] Familial Rancor,1,1184,100
1185,[Specific] Rosus's Summons,1,1185,100
1186,[Specific] Thunderstorm,1,1186,100
1187,[Specific] Sacred Phalanx,1,1187,100
1188,[Specific] Great-Serpent Hunt,1,1188,100
1189,[Specific] Angel's Wings,1,1189,100
1190,[Specific] Storm Kick,1,1190,100
1191,[Specific] Unblockable Blade,1,1191,100
1192,[Specific] Sorcery of the Crozier,1,1192,100
1193,[Specific] Erdtree Slam,1,1193,100
1194,[Specific] Gravity Bolt,1,1194,100
1195,[Specific] Fires of Slumber,1,1195,100
1196,[Specific] Golden Retaliation,1,1196,100
1197,[Specific] Contagious Fury,1,1197,100
1198,[Specific] Ordovis's Vortex,1,1198,100
1200,[Legendary] Storm Ruler,1,1200,100
10000000,<Dagger> [Standard] Impaling Thrust,1,101,100
10000000,<Dagger> [Standard] Spinning Slash,1,103,100
10000000,<Dagger> [Blood] Blood Tax,1,108,100
10000000,<Dagger> [Standard] Repeating Thrust,1,109,100
10000000,<Dagger> [Standard] Double Slash,1,112,100
10000000,<Dagger> [Poison] Poison Moth Flight,1,119,100
10000000,<Dagger> [Magic] Spinning Weapon,1,120,100
10000000,<Dagger> [Standard] Sword Dance,1,124,100
10000000,<Dagger> [Magic] Glintblade Phalanx,1,200,100
10000000,<Dagger> [Holy] Sacred Blade,1,201,100
10000000,<Dagger> [Magic] Glintstone Pebble,1,203,100
10000000,<Dagger> [Blood] Bloody Slash,1,204,100
10000000,<Dagger> [Standard] Storm Blade,1,210,100
10000000,<Dagger> [Fire] Flaming Strike,1,214,100
10000000,<Dagger> [Lightning] Thunderbolt,1,216,100
10000000,<Dagger> [Lightning] Lightning Slash,1,217,100
10000000,<Dagger> [Magic] Carian Grandeur,1,218,100
10000000,<Dagger> [Magic] Carian Greatsword,1,219,100
10000000,<Dagger> [Standard] Vacuum Slice,1,220,100
10000000,<Dagger> [Blood] Blood Blade,1,224,100
10000000,<Dagger> [Frost] Chilling Mist,1,227,100
10000000,<Dagger> [Poison] Poisonous Mist,1,228,100
10000000,<Dagger> [Standard] Parry,1,302,100
10000000,<Dagger> [Frost] Hoarfrost Stomp,1,501,100
10000000,<Dagger> [Standard] Storm Stomp,1,502,100
10000000,<Dagger> [Standard] Kick,1,503,100
10000000,<Dagger> [Lightning] Lightning Ram,1,504,100
10000000,<Dagger> [Fire] Flame of the Redmanes,1,505,100
10000000,<Dagger> [Standard] Ground Slam,1,506,100
10000000,<Dagger> [Holy] Golden Slam,1,507,100
10000000,<Dagger> [Standard] Hoarah Loux's Earthshaker,1,509,100
10000000,<Dagger> [Standard] Determination,1,600,100
10000000,<Dagger> [Standard] Royal Knight's Resolve,1,601,100
10000000,<Dagger> [Standard] Assassin's Gambit,1,602,100
10000000,<Dagger> [Holy] Golden Vow,1,603,100
10000000,<Dagger> [Holy] Sacred Order,1,604,100
10000000,<Dagger> [Holy] Shared Order,1,605,100
10000000,<Dagger> [Standard] Cragblade,1,607,100
10000000,<Dagger> [Standard] Beast's Roar,1,652,100
10000000,<Dagger> [Standard] Endure,1,700,100
10000000,<Dagger> [Standard] Quickstep,1,800,100
10000000,<Dagger> [Standard] Bloodhound's Step,1,801,100
10000000,<Dagger> [Standard] Raptor of the Mists,1,802,100
10000000,<Dagger> [Standard] White Shadow's Lure,1,850,100
10000010,,1,101,100
10000010,,1,103,100
10000010,,1,108,100
10000010,,1,109,100
10000010,,1,112,100
10000010,,1,119,100
10000010,,1,120,100
10000010,,1,124,100
10000010,,1,200,100
10000010,,1,201,100
10000010,,1,203,100
10000010,,1,204,100
10000010,,1,210,100
10000010,,1,214,100
10000010,,1,216,100
10000010,,1,217,100
10000010,,1,218,100
10000010,,1,219,100
10000010,,1,220,100
10000010,,1,224,100
10000010,,1,227,100
10000010,,1,228,100
10000010,,1,302,100
10000010,,1,501,100
10000010,,1,502,100
10000010,,1,503,100
10000010,,1,504,100
10000010,,1,505,100
10000010,,1,506,100
10000010,,1,507,100
10000010,,1,509,100
10000010,,1,600,100
10000010,,1,601,100
10000010,,1,602,100
10000010,,1,603,100
10000010,,1,604,100
10000010,,1,605,100
10000010,,1,607,100
10000010,,1,652,100
10000010,,1,700,100
10000010,,1,800,100
10000010,,1,801,100
10000010,,1,802,100
10000010,,1,850,100
10000050,<Untyped Dagger> [Standard] Impaling Thrust,1,101,100
10000050,<Untyped Dagger> [Standard] Spinning Slash,1,103,100
10000050,<Untyped Dagger> [Standard] Repeating Thrust,1,109,100
10000050,<Untyped Dagger> [Standard] Double Slash,1,112,100
10000050,<Untyped Dagger> [Standard] Sword Dance,1,124,100
10000050,<Untyped Dagger> [Standard] Storm Blade,1,210,100
10000050,<Untyped Dagger> [Standard] Vacuum Slice,1,220,100
10000050,<Untyped Dagger> [Standard] Parry,1,302,100
10000050,<Untyped Dagger> [Standard] Storm Stomp,1,502,100
10000050,<Untyped Dagger> [Standard] Kick,1,503,100
10000050,<Untyped Dagger> [Standard] Ground Slam,1,506,100
10000050,<Untyped Dagger> [Standard] Hoarah Loux's Earthshaker,1,509,100
10000050,<Untyped Dagger> [Standard] Determination,1,600,100
10000050,<Untyped Dagger> [Standard] Royal Knight's Resolve,1,601,100
10000050,<Untyped Dagger> [Standard] Cragblade,1,607,100
10000050,<Untyped Dagger> [Standard] Beast's Roar,1,652,100
10000050,<Untyped Dagger> [Standard] Endure,1,700,100
10000050,<Untyped Dagger> [Standard] Quickstep,1,800,100
10000050,<Untyped Dagger> [Standard] Bloodhound's Step,1,801,100
10000050,<Untyped Dagger> [Standard] Raptor of the Mists,1,802,100
10000060,,1,101,100
10000060,,1,103,100
10000060,,1,109,100
10000060,,1,112,100
10000060,,1,124,100
10000060,,1,210,100
10000060,,1,220,100
10000060,,1,302,100
10000060,,1,502,100
10000060,,1,503,100
10000060,,1,506,100
10000060,,1,509,100
10000060,,1,600,100
10000060,,1,601,100
10000060,,1,607,100
10000060,,1,652,100
10000060,,1,700,100
10000060,,1,800,100
10000060,,1,801,100
10000060,,1,802,100
10000100,<Elemental Dagger> [Fire] Flaming Strike,1,214,100
10000100,<Elemental Dagger> [Fire] Flame of the Redmanes,1,505,100
10000100,<Elemental Dagger> [Lightning] Thunderbolt,1,216,100
10000100,<Elemental Dagger> [Lightning] Lightning Slash,1,217,100
10000100,<Elemental Dagger> [Lightning] Lightning Ram,1,504,100
10000100,<Elemental Dagger> [Holy] Sacred Blade,1,201,100
10000100,<Elemental Dagger> [Holy] Golden Slam,1,507,100
10000100,<Elemental Dagger> [Holy] Golden Vow,1,603,100
10000100,<Elemental Dagger> [Holy] Sacred Order,1,604,100
10000100,<Elemental Dagger> [Holy] Shared Order,1,605,100
10000100,<Elemental Dagger> [Magic] Spinning Weapon,1,120,100
10000100,<Elemental Dagger> [Magic] Glintblade Phalanx,1,200,100
10000100,<Elemental Dagger> [Magic] Glintstone Pebble,1,203,100
10000100,<Elemental Dagger> [Magic] Carian Grandeur,1,218,100
10000100,<Elemental Dagger> [Magic] Carian Greatsword,1,219,100
10000100,<Elemental Dagger> [Frost] Chilling Mist,1,227,100
10000100,<Elemental Dagger> [Frost] Hoarfrost Stomp,1,501,100
10000100,<Elemental Dagger> [Poison] Poison Moth Flight,1,119,100
10000100,<Elemental Dagger> [Poison] Poisonous Mist,1,228,100
10000100,<Elemental Dagger> [Blood] Blood Tax,1,108,100
10000100,<Elemental Dagger> [Blood] Bloody Slash,1,204,100
10000100,<Elemental Dagger> [Blood] Blood Blade,1,224,100
10000100,<Elemental Dagger> [Standard] Assassin's Gambit,1,602,100
10000100,<Elemental Dagger> [Standard] White Shadow's Lure,1,850,100
10000110,,1,214,100
10000110,,1,505,100
10000110,,1,216,100
10000110,,1,217,100
10000110,,1,504,100
10000110,,1,201,100
10000110,,1,507,100
10000110,,1,603,100
10000110,,1,604,100
10000110,,1,605,100
10000110,,1,120,100
10000110,,1,200,100
10000110,,1,203,100
10000110,,1,218,100
10000110,,1,219,100
10000110,,1,227,100
10000110,,1,501,100
10000110,,1,119,100
10000110,,1,228,100
10000110,,1,108,100
10000110,,1,204,100
10000110,,1,224,100
10000110,,1,602,100
10000110,,1,850,100
10000110,,1,101,100
10000110,,1,103,100
10000110,,1,109,100
10000110,,1,112,100
10000110,,1,124,100
10000110,,1,210,100
10000110,,1,220,100
10000110,,1,302,100
10000110,,1,502,100
10000110,,1,503,100
10000110,,1,506,100
10000110,,1,509,100
10000110,,1,600,100
10000110,,1,601,100
10000110,,1,607,100
10000110,,1,652,100
10000110,,1,700,100
10000110,,1,800,100
10000110,,1,801,100
10000110,,1,802,100
10000500,<Fire Dagger> [Fire] Flaming Strike,1,214,100
10000500,<Fire Dagger> [Fire] Flame of the Redmanes,1,505,100
10000510,,1,214,100
10000510,,1,505,100
10000510,,1,101,100
10000510,,1,103,100
10000510,,1,109,100
10000510,,1,112,100
10000510,,1,124,100
10000510,,1,210,100
10000510,,1,220,100
10000510,,1,302,100
10000510,,1,502,100
10000510,,1,503,100
10000510,,1,506,100
10000510,,1,509,100
10000510,,1,600,100
10000510,,1,601,100
10000510,,1,607,100
10000510,,1,652,100
10000510,,1,700,100
10000510,,1,800,100
10000510,,1,801,100
10000510,,1,802,100
10000600,<Lightning Dagger> [Lightning] Thunderbolt,1,216,100
10000600,<Lightning Dagger> [Lightning] Lightning Slash,1,217,100
10000600,<Lightning Dagger> [Lightning] Lightning Ram,1,504,100
10000610,,1,216,100
10000610,,1,217,100
10000610,,1,504,100
10000610,,1,101,100
10000610,,1,103,100
10000610,,1,109,100
10000610,,1,112,100
10000610,,1,124,100
10000610,,1,210,100
10000610,,1,220,100
10000610,,1,302,100
10000610,,1,502,100
10000610,,1,503,100
10000610,,1,506,100
10000610,,1,509,100
10000610,,1,600,100
10000610,,1,601,100
10000610,,1,607,100
10000610,,1,652,100
10000610,,1,700,100
10000610,,1,800,100
10000610,,1,801,100
10000610,,1,802,100
10000700,<Holy Dagger> [Holy] Sacred Blade,1,201,100
10000700,<Holy Dagger> [Holy] Golden Slam,1,507,100
10000700,<Holy Dagger> [Holy] Golden Vow,1,603,100
10000700,<Holy Dagger> [Holy] Sacred Order,1,604,100
10000700,<Holy Dagger> [Holy] Shared Order,1,605,100
10000710,,1,201,100
10000710,,1,507,100
10000710,,1,603,100
10000710,,1,604,100
10000710,,1,605,100
10000710,,1,101,100
10000710,,1,103,100
10000710,,1,109,100
10000710,,1,112,100
10000710,,1,124,100
10000710,,1,210,100
10000710,,1,220,100
10000710,,1,302,100
10000710,,1,502,100
10000710,,1,503,100
10000710,,1,506,100
10000710,,1,509,100
10000710,,1,600,100
10000710,,1,601,100
10000710,,1,607,100
10000710,,1,652,100
10000710,,1,700,100
10000710,,1,800,100
10000710,,1,801,100
10000710,,1,802,100
10000800,<Magic Dagger> [Magic] Spinning Weapon,1,120,100
10000800,<Magic Dagger> [Magic] Glintblade Phalanx,1,200,100
10000800,<Magic Dagger> [Magic] Glintstone Pebble,1,203,100
10000800,<Magic Dagger> [Magic] Carian Grandeur,1,218,100
10000800,<Magic Dagger> [Magic] Carian Greatsword,1,219,100
10000810,,1,120,100
10000810,,1,200,100
10000810,,1,203,100
10000810,,1,218,100
10000810,,1,219,100
10000810,,1,101,100
10000810,,1,103,100
10000810,,1,109,100
10000810,,1,112,100
10000810,,1,124,100
10000810,,1,210,100
10000810,,1,220,100
10000810,,1,302,100
10000810,,1,502,100
10000810,,1,503,100
10000810,,1,506,100
10000810,,1,509,100
10000810,,1,600,100
10000810,,1,601,100
10000810,,1,607,100
10000810,,1,652,100
10000810,,1,700,100
10000810,,1,800,100
10000810,,1,801,100
10000810,,1,802,100
10000900,<Frost Dagger> [Frost] Chilling Mist,1,227,100
10000900,<Frost Dagger> [Frost] Hoarfrost Stomp,1,501,100
10000910,,1,227,100
10000910,,1,501,100
10000910,,1,101,100
10000910,,1,103,100
10000910,,1,109,100
10000910,,1,112,100
10000910,,1,124,100
10000910,,1,210,100
10000910,,1,220,100
10000910,,1,302,100
10000910,,1,502,100
10000910,,1,503,100
10000910,,1,506,100
10000910,,1,509,100
10000910,,1,600,100
10000910,,1,601,100
10000910,,1,607,100
10000910,,1,652,100
10000910,,1,700,100
10000910,,1,800,100
10000910,,1,801,100
10000910,,1,802,100
10001000,<Poison Dagger> [Poison] Poison Moth Flight,1,119,100
10001000,<Poison Dagger> [Poison] Poisonous Mist,1,228,100
10001010,,1,119,100
10001010,,1,228,100
10001010,,1,101,100
10001010,,1,103,100
10001010,,1,109,100
10001010,,1,112,100
10001010,,1,124,100
10001010,,1,210,100
10001010,,1,220,100
10001010,,1,302,100
10001010,,1,502,100
10001010,,1,503,100
10001010,,1,506,100
10001010,,1,509,100
10001010,,1,600,100
10001010,,1,601,100
10001010,,1,607,100
10001010,,1,652,100
10001010,,1,700,100
10001010,,1,800,100
10001010,,1,801,100
10001010,,1,802,100
10001100,<Blood Dagger> [Blood] Blood Tax,1,108,100
10001100,<Blood Dagger> [Blood] Bloody Slash,1,204,100
10001100,<Blood Dagger> [Blood] Blood Blade,1,224,100
10001110,,1,108,100
10001110,,1,204,100
10001110,,1,224,100
10001110,,1,101,100
10001110,,1,103,100
10001110,,1,109,100
10001110,,1,112,100
10001110,,1,124,100
10001110,,1,210,100
10001110,,1,220,100
10001110,,1,302,100
10001110,,1,502,100
10001110,,1,503,100
10001110,,1,506,100
10001110,,1,509,100
10001110,,1,600,100
10001110,,1,601,100
10001110,,1,607,100
10001110,,1,652,100
10001110,,1,700,100
10001110,,1,800,100
10001110,,1,801,100
10001110,,1,802,100
10001200,<Shadow Dagger> [Standard] Assassin's Gambit,1,602,100
10001200,<Shadow Dagger> [Standard] White Shadow's Lure,1,850,100
10001210,,1,602,100
10001210,,1,850,100
10001210,,1,101,100
10001210,,1,103,100
10001210,,1,109,100
10001210,,1,112,100
10001210,,1,124,100
10001210,,1,210,100
10001210,,1,220,100
10001210,,1,302,100
10001210,,1,502,100
10001210,,1,503,100
10001210,,1,506,100
10001210,,1,509,100
10001210,,1,600,100
10001210,,1,601,100
10001210,,1,607,100
10001210,,1,652,100
10001210,,1,700,100
10001210,,1,800,100
10001210,,1,801,100
10001210,,1,802,100
11140000,<Table> [Standard] Impaling Thrust,1,101,100
11140000,<Table> [Standard] Spinning Slash,1,103,100
11140000,<Table> [Standard] Repeating Thrust,1,109,100
11140000,<Table> [Standard] Vacuum Slice,1,220,100
11140000,<Table> [Standard] Storm Stomp,1,502,100
11140000,<Table> [Standard] Kick,1,503,100
11140000,<Table> [Standard] Ground Slam,1,506,100
11140000,<Table> [Standard] Determination,1,600,100
11140000,<Table> [Standard] Royal Knight's Resolve,1,601,100
11140000,<Table> [Standard] Cragblade,1,607,100
11140000,<Table> [Standard] Endure,1,700,100
11140000,<Table> [Standard] Quickstep,1,800,100
11140000,<Table> [Standard] Bloodhound's Step,1,801,100
11140000,<Table> [Standard] Raptor of the Mists,1,802,100
11140000,<Table> [Blood] Blood Tax,1,108,100
11140000,<Table> [Blood] Bloody Slash,1,204,100
11140000,<Table> [Blood] Blood Blade,1,224,100
11140010,,1,101,100
11140010,,1,103,100
11140010,,1,109,100
11140010,,1,220,100
11140010,,1,502,100
11140010,,1,503,100
11140010,,1,506,100
11140010,,1,600,100
11140010,,1,601,100
11140010,,1,607,100
11140010,,1,700,100
11140010,,1,800,100
11140010,,1,801,100
11140010,,1,802,100
11140010,,1,108,100
11140010,,1,204,100
11140010,,1,224,100
11140050,<Table> [Standard] Impaling Thrust,1,101,100
11140050,<Table> [Standard] Spinning Slash,1,103,100
11140050,<Table> [Standard] Repeating Thrust,1,109,100
11140050,<Table> [Standard] Vacuum Slice,1,220,100
11140050,<Table> [Standard] Storm Stomp,1,502,100
11140050,<Table> [Standard] Kick,1,503,100
11140050,<Table> [Standard] Ground Slam,1,506,100
11140050,<Table> [Standard] Determination,1,600,100
11140050,<Table> [Standard] Royal Knight's Resolve,1,601,100
11140050,<Table> [Standard] Cragblade,1,607,100
11140050,<Table> [Standard] Endure,1,700,100
11140050,<Table> [Standard] Quickstep,1,800,100
11140050,<Table> [Standard] Bloodhound's Step,1,801,100
11140050,<Table> [Standard] Raptor of the Mists,1,802,100
11140060,,1,101,100
11140060,,1,103,100
11140060,,1,109,100
11140060,,1,220,100
11140060,,1,502,100
11140060,,1,503,100
11140060,,1,506,100
11140060,,1,600,100
11140060,,1,601,100
11140060,,1,607,100
11140060,,1,700,100
11140060,,1,800,100
11140060,,1,801,100
11140060,,1,802,100
11140100,<Table> [Blood] Blood Tax,1,108,100
11140100,<Table> [Blood] Bloody Slash,1,204,100
11140100,<Table> [Blood] Blood Blade,1,224,100
11140110,,1,108,100
11140110,,1,204,100
11140110,,1,224,100
11140110,,1,101,100
11140110,,1,103,100
11140110,,1,109,100
11140110,,1,220,100
11140110,,1,502,100
11140110,,1,503,100
11140110,,1,506,100
11140110,,1,600,100
11140110,,1,601,100
11140110,,1,607,100
11140110,,1,700,100
11140110,,1,800,100
11140110,,1,801,100
11140110,,1,802,100
20000000,<Short Sword> [Standard] Lion's Claw,1,100,100
20000000,<Short Sword> [Standard] Impaling Thrust,1,101,100
20000000,<Short Sword> [Standard] Piercing Fang,1,102,100
20000000,<Short Sword> [Standard] Spinning Slash,1,103,100
20000000,<Short Sword> [Standard] Repeating Thrust,1,109,100
20000000,<Short Sword> [Standard] Double Slash,1,112,100
20000000,<Short Sword> [Standard] Square Off,1,115,100
20000000,<Short Sword> [Standard] Stormcaller,1,123,100
20000000,<Short Sword> [Standard] Sword Dance,1,124,100
20000000,<Short Sword> [Standard] Storm Blade,1,210,100
20000000,<Short Sword> [Standard] Vacuum Slice,1,220,100
20000000,<Short Sword> [Standard] Storm Stomp,1,502,100
20000000,<Short Sword> [Standard] Kick,1,503,100
20000000,<Short Sword> [Standard] Ground Slam,1,506,100
20000000,<Short Sword> [Standard] Hoarah Loux's Earthshaker,1,509,100
20000000,<Short Sword> [Standard] Determination,1,600,100
20000000,<Short Sword> [Standard] Royal Knight's Resolve,1,601,100
20000000,<Short Sword> [Standard] Cragblade,1,607,100
20000000,<Short Sword> [Standard] Barbaric Roar,1,650,100
20000000,<Short Sword> [Standard] War Cry,1,651,100
20000000,<Short Sword> [Standard] Beast's Roar,1,652,100
20000000,<Short Sword> [Standard] Braggart's Roar,1,654,100
20000000,<Short Sword> [Standard] Endure,1,700,100
20000000,<Short Sword> [Standard] Quickstep,1,800,100
20000000,<Short Sword> [Standard] Bloodhound's Step,1,801,100
20000000,<Short Sword> [Standard] Raptor of the Mists,1,802,100
20000000,<Short Sword> [Fire] Flaming Strike,1,214,100
20000000,<Short Sword> [Fire] Flame of the Redmanes,1,505,100
20000000,<Short Sword> [Lightning] Thunderbolt,1,216,100
20000000,<Short Sword> [Lightning] Lightning Slash,1,217,100
20000000,<Short Sword> [Lightning] Lightning Ram,1,504,100
20000000,<Short Sword> [Holy] Sacred Blade,1,201,100
20000000,<Short Sword> [Holy] Golden Slam,1,507,100
20000000,<Short Sword> [Holy] Golden Vow,1,603,100
20000000,<Short Sword> [Holy] Sacred Order,1,604,100
20000000,<Short Sword> [Holy] Shared Order,1,605,100
20000000,<Short Sword> [Magic] Spinning Weapon,1,120,100
20000000,<Short Sword> [Magic] Glintblade Phalanx,1,200,100
20000000,<Short Sword> [Magic] Glintstone Pebble,1,203,100
20000000,<Short Sword> [Magic] Gravitas,1,209,100
20000000,<Short Sword> [Magic] Carian Grandeur,1,218,100
20000000,<Short Sword> [Magic] Carian Greatsword,1,219,100
20000000,<Short Sword> [Frost] Chilling Mist,1,227,100
20000000,<Short Sword> [Frost] Hoarfrost Stomp,1,501,100
20000000,<Short Sword> [Poison] Poison Moth Flight,1,119,100
20000000,<Short Sword> [Poison] Poisonous Mist,1,228,100
20000000,<Short Sword> [Blood] Blood Tax,1,108,100
20000000,<Short Sword> [Blood] Bloody Slash,1,204,100
20000000,<Short Sword> [Blood] Blood Blade,1,224,100
20000000,<Short Sword> [Blood] Seppuku,1,606,100
