ID,Name,mapId,TransitionSrcWeather,padding0,isFireAsh,padding1,reserved2,AssetId0,AssetId1,AssetId2,AssetId3,AssetId4,AssetId5,AssetId6,AssetId7,reserved0,CreateAssetLimitId0,CreateAssetLimitId1,CreateAssetLimitId2,CreateAssetLimitId3,reserved1,
1100500,,11000099,50,[0|0],0,[0|0|0],0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1100510,,11000099,51,[0|0],0,[0|0|0],0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1100850,,11000099,85,[0|0],0,[0|0|0],0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1200000,,12000099,0,[0|0],0,[0|0|0],0,596550,596952,596953,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1200100,,12000099,10,[0|0],0,[0|0|0],0,596550,596952,596953,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1200200,,12000099,20,[0|0],0,[0|0|0],0,596550,596952,596953,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1200210,,12000099,21,[0|0],0,[0|0|0],0,596550,596952,596953,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1200300,,12000099,30,[0|0],0,[0|0|0],0,596550,596952,596953,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1200310,,12000099,31,[0|0],0,[0|0|0],0,596550,596952,596953,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1200350,,12000099,87,[0|0],0,[0|0|0],0,596550,596952,596953,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1200351,,12000099,88,[0|0],0,[0|0|0],0,596550,596952,596953,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1200352,,12000099,11,[0|0],0,[0|0|0],0,596550,596952,596953,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1200354,,12000099,1,[0|0],0,[0|0|0],0,596550,596952,596953,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1200400,,12000099,40,[0|0],0,[0|0|0],0,596550,596952,596953,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1200500,,12000099,50,[0|0],0,[0|0|0],0,596550,596952,596953,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1200510,,12000099,51,[0|0],0,[0|0|0],0,596550,596952,596953,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1200600,,12000099,60,[0|0],0,[0|0|0],0,596550,596952,596953,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1200830,,12000099,83,[0|0],0,[0|0|0],0,596550,596952,596953,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1200840,,12000099,84,[0|0],0,[0|0|0],0,596550,596952,596953,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1200850,,12000099,85,[0|0],0,[0|0|0],0,596550,596952,596953,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1200990,,12000099,99,[0|0],0,[0|0|0],0,96101,596550,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1600000,,16000099,0,[0|0],0,[0|0|0],0,396300,396301,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1600010,,16000099,1,[0|0],0,[0|0|0],0,396305,396306,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1600110,,16000099,11,[0|0],0,[0|0|0],0,396310,396311,370180,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1600990,,16000099,99,[0|0],0,[0|0|0],0,96101,396301,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1610000,,16100099,0,[0|0],0,[0|0|0],0,396300,396301,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1610210,,16100099,21,[0|0],0,[0|0|0],0,396315,396316,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1610310,,16100099,31,[0|0],0,[0|0|0],0,396315,396316,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1610990,,16100099,99,[0|0],0,[0|0|0],0,96101,396301,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1611000,,16110099,0,[0|0],0,[0|0|0],0,396300,396301,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1611990,,16110099,99,[0|0],0,[0|0|0],0,96101,396301,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1800100,,18000099,0,[0|0],0,[0|0|0],0,596301,596300,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1800350,,18000099,87,[0|0],0,[0|0|0],0,596370,596371,596375,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1800351,,18000099,88,[0|0],0,[0|0|0],0,596370,596371,596375,596380,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1800352,,18000099,11,[0|0],0,[0|0|0],0,596370,596371,596375,596381,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1800353,,18000099,20,[0|0],0,[0|0|0],0,596370,596371,596375,596382,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1800354,,18000099,1,[0|0],0,[0|0|0],0,596370,596371,596375,596383,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1800355,,18000099,10,[0|0],0,[0|0|0],0,596370,596371,596375,596384,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1800356,,18000099,30,[0|0],0,[0|0|0],0,596370,596371,596375,596385,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1800357,,18000099,40,[0|0],0,[0|0|0],0,596370,596371,596375,596386,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1800500,,18000099,50,[0|0],0,[0|0|0],0,596370,596371,596375,396350,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1800510,,18000099,51,[0|0],0,[0|0|0],0,596370,596371,596375,396351,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1800850,,18000099,85,[0|0],0,[0|0|0],0,596300,596301,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1800990,,18000099,99,[0|0],0,[0|0|0],0,96101,596301,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1900000,,19000099,0,[0|0],0,[0|0|0],0,596300,596301,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1900100,,19000099,10,[0|0],0,[0|0|0],0,596305,596306,-1,580090,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1900200,,19000099,20,[0|0],0,[0|0|0],0,596310,596311,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1900300,,19000099,30,[0|0],0,[0|0|0],0,596315,-1,580310,580305,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1900400,,19000099,40,[0|0],0,[0|0|0],0,596320,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1900500,,19000099,50,[0|0],0,[0|0|0],0,596330,596331,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1900600,,19000099,60,[0|0],0,[0|0|0],0,596325,596326,596327,580405,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1900830,,19000099,83,[0|0],0,[0|0|0],0,596335,596336,-1,580451,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1900840,,19000099,84,[0|0],0,[0|0|0],0,596335,-1,-1,580451,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1900850,,19000099,85,[0|0],0,[0|0|0],0,596300,596301,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
1900990,,19000099,99,[0|0],0,[0|0|0],0,96101,596301,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],-1,0,0,0,[0|0|0|0]
600000000,,60000099,0,[0|0],0,[0|0|0],1,596010,596400,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600000400,,60000099,40,[0|0],0,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600000410,,60000099,41,[0|0],0,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600000510,,60000099,51,[0|0],0,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600000830,,60000099,83,[0|0],0,[0|0|0],0,596010,596400,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600000840,,60000099,84,[0|0],0,[0|0|0],0,596010,596410,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600000990,,60000099,99,[0|0],0,[0|0|0],0,96102,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600100000,,60000099,0,[15|0],10,[0|0|0],1,596010,596460,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600100400,,60000099,40,[0|0],10,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600100410,,60000099,41,[0|0],10,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600100510,,60000099,51,[0|0],10,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600100830,,60000099,83,[0|0],10,[0|0|0],0,596010,596450,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600200000,,60000099,0,[60|0],20,[0|0|0],1,596010,596453,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600200400,,60000099,40,[0|0],20,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600200410,,60000099,41,[0|0],20,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600200510,,60000099,51,[0|0],20,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600200830,,60000099,83,[0|0],20,[0|0|0],0,596010,596450,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600300000,,60000099,0,[65|0],30,[0|0|0],1,596010,596467,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600300400,,60000099,40,[0|0],30,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600300410,,60000099,41,[0|0],30,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600300510,,60000099,51,[0|0],30,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600300830,,60000099,83,[0|0],30,[0|0|0],0,596010,596450,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600400000,,60000099,0,[20|0],40,[0|0|0],1,596010,596454,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600400400,,60000099,40,[0|0],40,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600400410,,60000099,41,[0|0],40,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600400510,,60000099,51,[0|0],40,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600400830,,60000099,83,[0|0],40,[0|0|0],0,596010,596450,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600500000,,60000099,0,[25|0],50,[0|0|0],1,596010,596462,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600500400,,60000099,40,[0|0],50,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600500410,,60000099,41,[0|0],50,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600500510,,60000099,51,[0|0],50,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600500830,,60000099,83,[0|0],50,[0|0|0],0,596010,596450,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600600000,,60000099,0,[70|0],60,[0|0|0],1,596010,596455,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600600400,,60000099,40,[0|0],60,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600600410,,60000099,41,[0|0],60,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600600510,,60000099,51,[0|0],60,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600600830,,60000099,83,[0|0],60,[0|0|0],0,596010,596450,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600700000,,60000099,0,[75|0],70,[0|0|0],1,596010,596463,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600700400,,60000099,40,[0|0],70,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600700410,,60000099,41,[0|0],70,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600700510,,60000099,51,[0|0],70,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600700830,,60000099,83,[0|0],70,[0|0|0],0,596010,596450,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600800000,,60000099,0,[40|0],80,[0|0|0],1,596010,596456,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600800400,,60000099,40,[0|0],80,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600800410,,60000099,41,[0|0],80,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600800510,,60000099,51,[0|0],80,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600800830,,60000099,83,[0|0],80,[0|0|0],0,596010,596450,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600900000,,60000099,0,[45|0],90,[0|0|0],1,596010,596464,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600900400,,60000099,40,[0|0],90,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600900410,,60000099,41,[0|0],90,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600900510,,60000099,51,[0|0],90,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
600900830,,60000099,83,[0|0],90,[0|0|0],0,596010,596450,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601000000,,60000099,0,[30|0],100,[0|0|0],1,596010,596450,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601000400,,60000099,40,[0|0],100,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601000410,,60000099,41,[0|0],100,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601000510,,60000099,51,[0|0],100,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601000830,,60000099,83,[0|0],100,[0|0|0],0,596010,596450,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601100000,,60000099,0,[35|0],110,[0|0|0],1,596010,596461,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601100400,,60000099,40,[0|0],110,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601100410,,60000099,41,[0|0],110,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601100510,,60000099,51,[0|0],110,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601100830,,60000099,83,[0|0],110,[0|0|0],0,596010,596450,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601200000,,60000099,0,[50|0],120,[0|0|0],1,596010,596457,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601200400,,60000099,40,[0|0],120,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601200410,,60000099,41,[0|0],120,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601200510,,60000099,51,[0|0],120,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601200830,,60000099,83,[0|0],120,[0|0|0],0,596010,596450,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601300000,,60000099,0,[55|0],130,[0|0|0],1,596010,596465,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601300400,,60000099,40,[0|0],130,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601300410,,60000099,41,[0|0],130,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601300510,,60000099,51,[0|0],130,[0|0|0],0,-1,96404,596570,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601300830,,60000099,83,[0|0],130,[0|0|0],0,596010,596450,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601400000,,60000099,0,[80|0],140,[0|1|0],1,596010,596451,-1,-1,596010,596452,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601400400,,60000099,40,[0|0],140,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601400410,,60000099,41,[0|0],140,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601400510,,60000099,51,[0|0],140,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601400830,,60000099,83,[0|0],140,[0|0|0],0,596010,596400,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601500000,,60000099,0,[85|0],150,[0|1|0],1,596010,596466,-1,-1,596010,596468,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601500400,,60000099,40,[0|0],150,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601500410,,60000099,41,[0|0],150,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601500510,,60000099,51,[0|0],150,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601500830,,60000099,83,[0|0],150,[0|0|0],0,596010,596400,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601600000,,60000099,0,[100|0],160,[0|0|0],1,596010,396080,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601600400,,60000099,40,[0|0],160,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601600410,,60000099,41,[0|0],160,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601600510,,60000099,51,[0|0],160,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601600830,,60000099,83,[0|0],160,[0|0|0],0,596010,396080,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601700000,,60000099,0,[105|0],170,[0|0|0],1,596010,396090,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601700400,,60000099,40,[0|0],170,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601700410,,60000099,41,[0|0],170,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
601700510,,60000099,51,[0|0],170,[0|0|0],0,-1,96404,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0],0,0,0,0,[0|0|0|0]
