ID,Name,AtkChrId,DefChrId,Dist,DiffAngMin,DiffAngMax,upperYRange,lowerYRange,diffAngMyToDef,throwTypeId,atkAnimId,defAnimId,escHp,selfEscCycleTime,sphereCastRadiusRateTop,sphereCastRadiusRateLow,PadType,AtkEnableState,throwFollowingType,pad2,throwType,selfEscCycleCnt,dmyHasChrDirType,isTurnAtker,isSkipWepCate,isSkipSphereCast,isEnableCorrectPos_forThrowAdjust,isEnableThrowFollowingFallAssist,isEnableThrowFollowingFeedback,pad0,atkSorbDmyId,defSorbDmyId,Dist_start,DiffAngMin_start,DiffAngMax_start,upperYRange_start,lowerYRange_start,diffAngMyToDef_start,judgeRangeBasePosDmyId1,judgeRangeBasePosDmyId2,adsrobModelPosInterpolationTime,throwFollowingEndEasingTime,pad1,
10301020,[Lifesteal Fist] Player -> Banished Knight,0,3010,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10302020,[Lifesteal Fist] Player -> Large Exile Soldier,0,3020,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10306020,[Lifesteal Fist] Player -> Giant Skeleton,0,3060,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10306120,[Lifesteal Fist] Player -> Giant Beast Skeleton,0,3061,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10307020,[Lifesteal Fist] Player -> ,0,3070,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10308020,[Lifesteal Fist] Player -> Imp,0,3080,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10315020,[Lifesteal Fist] Player -> Night's Cavalry,0,3150,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10320020,[Lifesteal Fist] Player -> Nomadic Merchant,0,3200,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10320120,[Lifesteal Fist] Player -> Frenzied Nomad,0,3201,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10330020,[Lifesteal Fist] Player -> Nox Warrior,0,3300,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10332020,[Lifesteal Fist] Player -> Silver Tear,0,3320,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,20,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10335020,[Lifesteal Fist] Player -> Crystalian,0,3350,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10336020,[Lifesteal Fist] Player -> Ancestral Follower,0,3360,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,40,40,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10336120,[Lifesteal Fist] Player -> Putrid Ancestral Follower,0,3361,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,40,40,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10337020,[Lifesteal Fist] Player -> Ancestral Shaman,0,3370,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,40,40,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10337120,[Lifesteal Fist] Player -> Putrid Ancestral Shaman,0,3371,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,40,40,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10340020,[Lifesteal Fist] Player -> Grave Warden Duelist,0,3400,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10345020,[Lifesteal Fist] Player -> Misbegotten,0,3450,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,70,70,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10345120,[Lifesteal Fist] Player -> Scaly Misbegotten,0,3451,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,70,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10346020,[Lifesteal Fist] Player -> Leonine Misbegotten,0,3460,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,70,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10347020,[Lifesteal Fist] Player -> Albinauric,0,3470,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10347120,[Lifesteal Fist] Player -> Large Albinauric,0,3471,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10350020,[Lifesteal Fist] Player -> Grave Skeleton,0,3500,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10351020,[Lifesteal Fist] Player -> Crypt Skeleton,0,3510,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10355020,[Lifesteal Fist] Player -> Sanguine Noble,0,3550,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10360020,[Lifesteal Fist] Player -> Stoneskin Lord,0,3600,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10361020,[Lifesteal Fist] Player -> Oracle Envoy,0,3610,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10362020,[Lifesteal Fist] Player -> Large Oracle Envoy,0,3620,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,70,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10365020,[Lifesteal Fist] Player -> Erdtree Guardian,0,3650,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10366020,[Lifesteal Fist] Player -> Commoner,0,3660,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10366120,[Lifesteal Fist] Player -> Shambling Corpse,0,3661,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10366220,[Lifesteal Fist] Player -> Large Shambling Corpse,0,3662,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10366420,[Lifesteal Fist] Player -> Cemetery Shade,0,3664,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10366520,[Lifesteal Fist] Player -> Gostoc (Commoner),0,3665,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10366620,[Lifesteal Fist] Player -> Goldmask,0,3666,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10370020,[Lifesteal Fist] Player -> Depraved Perfumer,0,3700,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10370120,[Lifesteal Fist] Player -> Perfumer,0,3701,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10370220,[Lifesteal Fist] Player -> Sorcerer,0,3702,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10370320,[Lifesteal Fist] Player -> Page,0,3703,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10370420,[Lifesteal Fist] Player -> Battlemage,0,3704,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10375020,[Lifesteal Fist] Player -> ,0,3750,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10380020,[Lifesteal Fist] Player -> Cleanrot Knight,0,3800,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,0,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10381020,[Lifesteal Fist] Player -> Kindred of Rot,0,3810,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,40,40,1,0,1,0,0,0,0,1,1,0,1,0,0,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10385020,[Lifesteal Fist] Player -> Marionette Soldier,0,3850,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10386020,[Lifesteal Fist] Player -> Avionette,0,3860,2,-180,180,0.45,0.45,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10390020,[Lifesteal Fist] Player -> Fire Monk,0,3900,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10390120,[Lifesteal Fist] Player -> Blackflame Monk,0,3901,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10395020,[Lifesteal Fist] Player -> Man-serpent,0,3950,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,40,40,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10397020,[Lifesteal Fist] Player -> Beastman of Farum Azula,0,3970,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10405020,[Lifesteal Fist] Player -> Kaiden Sellsword,0,4050,2,-180,180,0.5,0.65,60,20,40090,11010,0,0,70,70,1,0,1,0,0,0,0,0,1,0,1,0,0,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10410020,[Lifesteal Fist] Player -> Demi-human,0,4100,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10410120,[Lifesteal Fist] Player -> Large Demi-human,0,4101,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10412020,[Lifesteal Fist] Player -> Demi-human Chief,0,4120,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10430020,[Lifesteal Fist] Player -> Wandering Noble,0,4300,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10431020,[Lifesteal Fist] Player -> Generic Soldier,0,4310,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10431120,[Lifesteal Fist] Player -> Godrick Soldier,0,4311,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,0,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10431220,[Lifesteal Fist] Player -> Raya Lucaria Soldier,0,4312,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,0,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10431320,[Lifesteal Fist] Player -> Leyndell Soldier,0,4313,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,0,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10431420,[Lifesteal Fist] Player -> Radahn Soldier,0,4314,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,0,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10431520,[Lifesteal Fist] Player -> Mausoleum Soldier,0,4315,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,0,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10431620,[Lifesteal Fist] Player -> Haligtree Soldier,0,4316,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,0,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10432120,[Lifesteal Fist] Player -> Vulgur Militia,0,4321,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10435020,[Lifesteal Fist] Player -> Generic Knight,0,4350,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10435120,[Lifesteal Fist] Player -> Godrick Knight,0,4351,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,1,0,0,0,0,1,1,0,1,0,1,0,238,0,1.5,0,0,0.65,0.65,0,-1,-1,0,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
