ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,logicId,battleGoalID,searchEye_dist,searchEye_angY,isNoAvoidHugeEnemy,enableWeaponOnOff,targetAILockDmyPoly,pad8,spEffectId_RangedAttack,searchTargetLv1ForgetTime,searchTargetLv2ForgetTime,BackHomeLife_OnHitEneWal,SightTargetForgetTime,idAttackCannotMove,ear_dist,callHelp_ActionAnimId,callHelp_CallActionId,eye_dist,isGuard_Act,pad6,ear_soundcut_dist,nose_dist,maxBackhomeDist,backhomeDist,backhomeBattleDist,nonBattleActLife,BackHome_LookTargetTime,BackHome_LookTargetDist,SoundTargetForgetTime,BattleStartDist,callHelp_MyPeerId,callHelp_CallPeerId,targetSys_DmgEffectRate,TeamAttackEffectivity,eye_angX,eye_angY,disableDark,caravanRole,callHelp_CallValidMinDistTarget,callHelp_CallValidRange,callHelp_ForgetTimeByArrival,callHelp_MinWaitTime,callHelp_MaxWaitTime,goalAction_ToCaution,ear_listenLevel,callHelp_ReplyBehaviorType,disablePathMove,skipArrivalVisibleCheck,thinkAttr_doAdmirer,enableNaviFlg_Edge,enableNaviFlg_LargeSpace,enableNaviFlg_Ladder,enableNaviFlg_Hole,enableNaviFlg_Door,enableNaviFlg_InSideWall,enableNaviFlg_Lava,enableNaviFlg_Edge_Ordinary,enableNaviFlg_reserve1,searchThreshold_Lv0toLv1,searchThreshold_Lv1toLv2,platoonReplyTime,platoonReplyAddRandomTime,searchEye_angX,isUpdateBattleSight,battleEye_updateDist,battleEye_updateAngX,battleEye_updateAngY,unknown_1,unknown_2,unknown_3,unknown_4,eye_BackOffsetDist,eye_BeginDist,actTypeOnFailedPath,goalAction_ToCautionImportant,shiftAnimeId_RangedAttack,actTypeOnNonBtlFailedPath,isBuddyAI,goalAction_ToSearchLv1,goalAction_ToSearchLv2,enableJumpMove,disableLocalSteering,goalAction_ToDisappear,changeStateAction_ToNormal,MemoryTargetForgetTime,rangedAttackId,useFall_onNormalCaution,useFall_onSearchBattle,enableJumpMove_onBattle,backToHomeStuckAct,pad3,soundBehaviorId01,soundBehaviorId02,soundBehaviorId03,soundBehaviorId04,soundBehaviorId05,soundBehaviorId06,soundBehaviorId07,soundBehaviorId08,weaponOffSpecialEffectId,weaponOnSpecialEffectId,weaponOffAnimId,weaponOnAnimId,surpriseAnimId,
542,,1,0,[0|0|0],1542,14000,20,20,0,0,1,0,-1,5,8,5,8,3000,0.1,0,0,20,0,0,0,0,75,50,6,1,7,12,3,20,0,0,100,25,60,45,0,0,0,0,0,0,0,1,128,0,0,0,0,1,1,0,0,1,0,0,1,[0|0|0],5,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,-1,0,0,2,0,0,1,1,0,5,-1,2,2,0,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9998,,1,0,[0|0|0],-1,-1,0,0,0,0,1,0,-1,5,8,5,600,0,0,-1,-1,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,100,25,0,0,0,0,5,15,0,0,0,0,128,0,0,0,0,1,1,0,0,0,0,0,1,[0|0|0],10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,150,-1,2,2,0,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9999,,1,0,[0|0|0],11000,11000,20,20,0,0,1,0,-1,5,8,0,8,-1,0.1,0,0,30,0,0,0,0,9999,9999,9999,1,7,12,3,20,0,0,100,0,60,45,0,0,0,0,0,0,0,1,128,0,0,0,0,1,1,0,0,0,0,0,0,[0|0|0],5,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,-1,0,0,2,0,1,0,1,0,5,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23000,,0,0,[0|0|0],31000,29999,10,20,0,0,1,0,-1,5,8,0,8,0,0.1,-1,-1,20,0,1,0,65,80,80,0,1,7,12,3,15,0,0,100,50,60,45,0,0,5,15,0,0,0,1,128,0,0,0,0,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,3,3,3,2,-1,0,0,1,2,1,0,2,0,10,-1,0,2,1,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25000,,0,0,[0|0|0],31000,29999,10,20,0,0,1,0,-1,5,8,0,8,0,0.1,-1,-1,20,0,1,0,65,80,80,0,1,7,12,3,15,0,0,100,50,60,45,0,0,5,15,0,0,0,1,128,0,0,0,0,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,3,3,3,2,-1,0,0,1,2,1,0,2,0,10,-1,0,2,1,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
26000,Revenant (Duchess Remembrance),0,0,[0|0|0],31000,29999,10,20,0,0,1,0,-1,5,8,0,8,0,0.1,-1,-1,20,0,1,0,65,80,80,0,1,7,12,3,15,0,0,100,50,60,45,0,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,3,3,3,2,-1,0,0,1,2,1,0,2,0,10,-1,0,2,1,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
26010,,0,0,[0|0|0],31000,29999,10,20,0,0,1,0,-1,5,8,0,8,0,0.1,-1,-1,20,0,1,0,0,80,80,0,1,7,12,3,15,0,0,100,50,60,45,0,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,3,3,3,2,-1,0,0,1,2,1,0,2,0,10,-1,0,2,1,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28000,,0,0,[0|0|0],31000,29999,10,20,0,0,1,0,-1,5,8,0,8,0,0.1,-1,-1,20,0,1,0,65,80,80,0,1,7,12,3,15,0,0,100,50,60,45,0,0,5,15,0,0,0,1,128,0,0,0,0,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,3,3,3,2,-1,0,0,1,2,1,0,2,0,10,-1,0,2,1,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30000,,0,0,[0|0|0],31000,29999,10,20,0,0,1,0,-1,5,8,0,8,0,0.1,-1,-1,20,0,0,0,9999,9999,9999,9999,1,7,12,3,15,0,0,100,60,60,45,0,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,3,3,0,2,-1,0,0,1,2,1,0,2,0,10,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30010,,0,0,[0|0|0],31000,29999,10,20,0,0,1,0,-1,5,8,0,8,0,0.1,-1,-1,20,0,0,0,9999,9999,9999,9999,1,7,12,3,15,0,0,100,60,60,45,0,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,3,3,0,2,-1,0,0,1,2,1,0,2,0,10,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30020,,0,0,[0|0|0],31000,29999,10,20,0,0,1,0,-1,5,8,0,8,0,0.1,-1,-1,20,0,0,0,9999,9999,9999,9999,1,7,12,3,15,0,0,100,60,60,45,0,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,3,3,0,2,-1,0,0,1,2,1,0,2,0,10,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30030,,0,0,[0|0|0],31000,29999,10,20,0,0,1,0,-1,5,8,0,8,0,0.1,-1,-1,20,0,0,0,9999,9999,9999,9999,1,7,12,3,15,0,0,100,60,60,45,0,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,3,3,0,2,-1,0,0,1,2,1,0,2,0,10,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30040,,0,0,[0|0|0],31000,29999,10,20,0,0,1,0,-1,5,8,0,8,0,0.1,-1,-1,20,0,0,0,9999,9999,9999,9999,1,7,12,3,15,0,0,100,60,60,45,0,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,3,3,0,2,-1,0,0,1,2,1,0,2,0,10,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30050,,0,0,[0|0|0],31000,29999,10,20,0,0,1,0,-1,5,8,0,8,0,0.1,-1,-1,20,0,0,0,9999,9999,9999,9999,1,7,12,3,15,0,0,100,60,60,45,0,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,3,3,0,2,-1,0,0,1,2,1,0,2,0,10,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30060,,0,0,[0|0|0],31000,29999,10,20,0,0,1,0,-1,5,8,0,8,0,0.1,-1,-1,20,0,0,0,9999,9999,9999,9999,1,7,12,3,15,0,0,100,60,60,45,0,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,3,3,0,2,-1,0,0,1,2,1,0,2,0,10,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30070,,0,0,[0|0|0],31000,29999,10,20,0,0,1,0,-1,5,8,0,8,0,0.1,-1,-1,20,0,0,0,9999,9999,9999,9999,1,7,12,3,15,0,0,100,60,60,45,0,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,3,3,0,2,-1,0,0,1,2,1,0,2,0,10,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30080,,0,0,[0|0|0],31000,29999,10,20,0,0,1,0,-1,5,8,0,8,0,0.1,-1,-1,20,0,0,0,9999,9999,9999,9999,1,7,12,3,15,0,0,100,60,60,45,0,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,3,3,0,2,-1,0,0,1,2,1,0,2,0,10,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30090,,0,0,[0|0|0],31000,29999,10,20,0,0,1,0,-1,5,8,0,8,0,0.1,-1,-1,20,0,0,0,9999,9999,9999,9999,1,7,12,3,15,0,0,100,60,60,45,0,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,3,3,0,2,-1,0,0,1,2,1,0,2,0,10,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100000,,0,0,[0|0|0],10000,50000,10,20,0,0,1,0,-1,5,8,5,8,3000,0.1,-1,-1,30,0,1,0,0,75,50,6,1,7,12,3,18,0,0,100,100,60,50,1,0,5,15,0,0,0,1,128,0,0,0,1,1,1,0,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,3,1,0,2,-1,0,0,1,2,1,0,2,0,5,-1,0,2,1,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1000000,,1,0,[0|0|0],20000,11000,20,20,1,0,1,0,-1,5,8,0,8,-1,0,0,0,0,0,0,0,0,9999,9999,9999,1,7,12,3,15,0,0,100,0,0,0,1,0,0,0,0,0,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,[0|0|0],-1,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,-1,0,0,0,0,0,1,0,0,5,-1,0,0,0,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1000100,,1,0,[0|0|0],10000,11000,20,20,0,0,1,0,-1,5,8,5,8,3000,0,0,0,13,0,0,0,0,9999,9999,9999,1,7,12,3,20,0,0,100,25,60,50,1,0,0,0,0,0,0,0,128,0,0,0,1,0,1,0,0,0,0,0,0,[0|0|0],-1,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,-1,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1000101,,1,0,[0|0|0],10000,11000,20,20,0,0,1,0,-1,5,8,5,8,3000,0,0,0,21,0,0,0,0,9999,9999,9999,1,7,12,3,20,0,0,100,25,60,50,1,0,0,0,0,0,0,0,128,0,0,0,1,0,1,0,0,0,0,0,0,[0|0|0],-1,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,-1,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1000102,,1,0,[0|0|0],10000,11000,20,20,0,0,1,0,-1,5,8,5,8,3000,0,0,0,13,0,0,0,0,9999,9999,9999,1,7,12,3,20,0,0,100,25,30,12,1,0,0,0,0,0,0,0,128,0,0,0,1,0,1,0,0,0,0,0,0,[0|0|0],-1,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,-1,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1001000,,1,0,[0|0|0],10000,11000,20,20,0,0,1,0,-1,5,8,5,8,3000,0,0,0,200,0,0,0,0,9999,9999,9999,1,7,12,3,20,0,0,100,25,180,180,1,0,0,0,0,0,0,0,128,0,0,0,1,0,1,0,0,0,0,0,0,[0|0|0],-1,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,-1,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1002000,,1,0,[0|0|0],10000,11000,20,20,1,0,1,0,-1,5,8,0,8,-1,0.1,-1,-1,0,0,0,0,0,9999,9999,9999,1,7,12,5,20,0,0,100,0,0,0,1,0,5,15,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,[0|0|0],-1,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,-1,0,0,0,0,0,1,1,0,5,-1,0,0,0,0,[0|0|0|0],467000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1003000,,1,0,[0|0|0],10000,11000,20,20,1,0,1,0,-1,5,8,0,8,-1,0.1,-1,-1,0,0,0,0,0,9999,9999,9999,1,7,12,5,20,0,0,100,0,0,0,1,0,5,15,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,[0|0|0],-1,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,-1,0,0,0,0,0,1,1,0,5,-1,0,0,0,0,[0|0|0|0],203100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1004000,,1,0,[0|0|0],10000,11000,20,20,0,0,1,0,-1,5,8,5,8,3000,0,0,0,20,0,0,0,0,9999,9999,9999,1,7,12,3,20,0,0,100,25,60,50,1,0,0,0,0,0,0,0,128,0,0,0,1,0,1,0,0,0,0,0,0,[0|0|0],-1,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,-1,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1004001,,1,0,[0|0|0],10000,11000,20,20,0,0,1,0,-1,5,8,5,8,3000,0,0,0,15,0,0,0,0,9999,9999,9999,1,7,12,3,20,0,0,100,25,60,50,1,0,0,0,0,0,0,0,128,0,0,0,1,0,1,0,0,0,0,0,0,[0|0|0],-1,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,-1,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1005000,,1,0,[0|0|0],10000,11000,20,20,0,0,1,0,-1,5,8,5,8,3000,0,0,0,18,0,0,0,0,9999,9999,9999,1,7,12,3,20,0,0,100,25,60,50,1,0,0,0,0,0,0,0,128,0,0,0,1,0,1,0,0,0,0,0,0,[0|0|0],-1,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,-1,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1006000,,0,0,[0|0|0],10000,11000,0,0,0,0,1,0,-1,0,0,5,0,3000,0,0,0,0,0,0,0,0,9999,9999,9999,1,0,0,0,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[0|0|0],-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1006010,,0,0,[0|0|0],10000,11000,22,20,0,0,1,0,-1,5,8,5,8,3000,0,0,0,22,0,0,0,0,9999,9999,9999,1,7,12,3,20,0,0,100,0,60,50,1,0,0,0,0,0,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,[0|0|0],-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1200000,,1,0,[0|0|0],10000,12000,0,0,1,0,1,0,-1,5,8,0,8,-1,0,0,0,250,0,0,0,0,9999,9999,9999,1,7,12,3,0,0,0,100,0,90,180,1,0,0,0,0,0,0,0,128,0,1,0,0,0,1,0,0,0,0,0,0,[0|0|0],-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,1,0,0,5,-1,0,0,0,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1200100,,1,0,[0|0|0],10000,12010,0,150,1,0,1,0,-1,0.001,0.001,0,0.001,-1,0,0,0,188,0,0,0,0,9999,9999,9999,1,7,12,0.001,188,0,0,100,0,90,180,1,0,0,0,0,0,0,0,128,0,1,0,0,0,1,0,0,0,0,0,0,[0|0|0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,0,0,1,1,0,1,0,0,0.001,-1,0,0,0,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1200199,,1,0,[0|0|0],10000,-1,0,150,1,0,1,0,-1,1,1,0,9999,-1,0,0,0,200,0,0,0,0,9999,9999,9999,1,7,12,1,150,0,0,100,0,90,180,1,0,0,0,0,0,0,0,128,0,1,0,0,0,1,0,0,0,0,0,0,[0|0|0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,0,0,1,1,0,1,0,0,1,-1,0,0,0,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
